CITATION,INSTRUMENT,Neutral Citation
"['[2021] IEHC 668', '[2015] IESC 38', '[2015] 2 I.R. 616', '[2006] IEHC 323', '[2000] IESC 22', '[2000] 4 I.R 159', '[2015] IECA 126', '[2015] 2 I.R. 456', '[2015] 2 I.L.R.M. 337', '[2000] 4 I.R. 159', '[2015] IEHC 466', '[2018] IEHC 620', '[1999] IEHC 8', '[2016] IEHC 199', '[2021] IEHC 78', '(1877) 2 App.', '[1986] ILRM 4198', '[1988] ILRM 373', '[2016] 1 I.R. 92', '[2016] IEHC 236', '[2013] IEHC 518', '[1997] E.L.R. 107', '[2020] IEHC 73', '[2012] IEHC 367', '[2015] 1 I.R. 489']","['FINANCIAL SERVICES AND PENSIONS OMBUDSMAN ACT 2017', 'FSPO Act 2017', 'Financial Services and Pensions Ombudsman Act 2017', '2017 Act', 'Policy.', 'Definitions’ Section defined Major Damage', 'Definitions’ Sections', 'LEGISLATIVE FRAMEWORK OMBUDSMAN', 'Consumer Insurance Contracts Act 2019', 'Act of 2019', 'Central Bank Act 1942', 'FSPO 2017 Act', 'FSPO Act', 'Ombudsman’s Decision', 'Evidence?', 'FSO 2017 Act', 'Preliminary Decision']",2022_IEHC_290
"['[2020] IEHC 16', '[2019] EWHC 689 (Admin.', '[1988] ILRM 89', '(1992) 4 Admin L.Rep', '(1998) 75 P&CR 515', '[2018] EWCA Civ.', '[2007] 1 IR 690', '84 Rule 21(1)', '[2019] IEHC 938', '[2016] IEHC 448', '[2018] IEHC 20', '[1995] 3 IR 457', '[2021] IESC 42', '84 Rule 21(3)', '[2018] IESC 61', '[2019] 1 ILRM 149', '[2018] IECA 125', '[2019] IECA 326', '[2021] IECA 250', '[2016] IESC 15', '[1991] ILRM 301', '[2001] 1 IR 190', '[2005] IEHC 11', '[2005] 2 IR 404', '[2017] IEHC 546', '[1983] 2 AC 237', '[2013] 1 IR 247', '[2004] IEHC 42', '[2004] IEHC 128', '[2004] IESC 5', '[2004] 1 IR 72', '[2005] IEHC 206', '[2003] IESC 25', '[2003] 2 IR 270', '[2016] IEHC 618', '[2017] IEHC 711', '[1994] 1 IR 374', '[2002] 2 IR 418', '[2021] IEHC 283', '[1998] IEHC 143', '[2020] IECA 19', '[2018] 2 IR 250']","['2007 Regulations', 'Directive 2001/82', '2001 Directive', '2007 Regulation', 'Directive 2001/83/EC', 'Directive 2001/83', '1986 Rules', '1962 Rules', 'Directive 89/665']",2022_IECA_109
"['[2022 No.', '16 M]  IN', '[2000] 1 I.R. 165']","['ADOPTION ACT 2010', 'Adoption Act 2010', 'Act of 2010', 'Adoption (Amendment) Act 2017']",2022_IEHC_269
"['[2016 No.', '[2021] IECA 292', '[2013] IEHC 453', '[2015] 3 IR 555', '(1843) 3 Hare 100', '[2008] 4 IR 117', '[2007] 3 IR 283', '[2003] 4 IR 302', '[2016] IECA 273', '[2018] IEHC 611', '[2018] IEHC 485', '[2014] IEHC 596', '[2018] IEHC 611.The']","['Land and Conveyancing Law Reform Act', 'Bankruptcy Act', '1988 Act', 'Insolvency Service of Ireland', 'Personal Insolvency Act', '2012 Act', 'European Convention', 'Act of 2012', 'Debtors Financial Affairs) Regulations', 'Cross-Border Merger Directive', '2009 Act']",2022_IEHC_286
"['(Case C-220/18 PPU)', '[2018] 2 IR 357', '[2012] IEHC 179', '[2006] IESC 23', '[2010] IESC 45', '[2014] IEHC 540', '[1991] I.R. 251', '[1974] I.R. 378', '(2009) 49 EHRR 30', '[2015] IEHC 798', '[A]rticle 3', '(Case C-216/18 PPU)']","['Extradition Act', '1965 Act', 'European Arrest Warrant Act 2003', '2003 Act', 'European Convention', 'Framework Decision 2009/299/JHA', 'Framework Decision', 'CJEU', 'Harvard Civil Rights-Civil Liberties Law Review', 'Georgia Law Creates Homeless Sex Offender Colony', 'Constitution of Georgia']",2022_IECA_125
"['[2011 No.', '[1996] 2 I.R. 459', '[2015] IECA 58', '[2005] 1 I.R.L.M. 290', '422 97/98.', '[2005] IEHC 148', '[2011] 1.', '[2017] IECA 178', '[2021] IEHC 823', '[2010] IESC 27', '[2002] 3 I.R. 510', '[2005] IEHC 294', '[2005] 1 I.L.R.M.190 to']","['Solicitors (Amendment) Act', 'European Convention', 'Human Rights Act']",2022_IEHC_300
"['[1998] 1 IR 203', '[1993] 1 IR 39', '[1994] 1 IR 374', '[2021] 2 ILRM 225', '[2020] NICA 26', '[2001] 4 IR 259']","['Coroners Act 1962', '1962 Act', 'Garda Síochána Act 2005', '2005 Act', 'European Convention', 'ECHR', 'Constitution and/or ECHR', 'Human Rights Act 2003', 'Convention', '2003 Act']",2022_IEHC_273
"['(1981) 2 Frewen 57', '[1995] 2 IR 547', '[1987] 1 IR 363', '[1997] 2 IR 225', '[1996] 2 I.R. 459', '[2017] IECA 178', '[2015] IECA 41', '[2020] IESC 67', '[2012] IESC 50', '[2017] IECA 52', '[1995] 2 ILRM 561', '[2005] 1 ILRM 290', '[2005] IEHC 148', '[2009] 1 IR 737', '[1984] IR 151', '[1991] ILRM 135', '[1994] 1 ILRM 512', '[2005] 1 IR 577', '[2011] IEHC 11', '[2015] IECA 74', '(2003-2010)', '[2004] IESC 98', '[2011] 1 I.R. 611', '[2021] IEHC 323', '[2015] IECA McNamee v. Boyce', '[2016] IECA 19', '[2020] IECA 111', '(2010-2016)', '[2008] IESC 4', '[2012] 1 AC 48', '[2021] 2 IECA 113', '[1997] 3 All ER 909', ', Application Noo.', '[2020] AC 279', '[2004] UKHL 18', '[2019] IECA 38', '[2022] IESCDET 5']","['Criminal Procedure Act 1993', '1993 Act', 'EVENTS AND PROCEEDINGS 1980', 'Offences Against the State Act 1939', 'Cortina VZM 2018', 'Criminal Evidence Act 1992', 'Act of 1993', 'Criminal Procedure Act 1992', 'Statute of Limitations 1957', 'European Convention', 'State’s Convention', 'Convention', 'Human Rights Act 2003', '2003 Act', 'ECHR 2003-II', 'Criminal Justice Act 1988']",2022_IECA_113
"['[1954] IR 295', '[1988] IR 470', '[2021] IESC 66', '[1996] 1 IR 544', '[1988] 470', '[1971] IR 61', '[1977] 1 IR 177', '[1994] 1 IR 101', '[2008] EWHC 3300 (Admin)', '252 F.2d 892', '[2014] 2 IR 125', '[2011] 1 ILRM 1', '[2015] 2 IR 487']","['Courts (Supplemental Provisions) Act 1961', 'District Court Rules', 'Garda Síochána Act 2005', 'Petty Sessions (Ireland) Act 1851', '1851 Act', '2005 Act', 'Criminal Justice (Miscellaneous Provisions) Act 1997', 'Courts of Justice Act', 'Garda Síochána Act', 'Courts (Supplemental Provisions) Act', '1977 Rules', 'Court of Justice Act 1924', 'Petty Sessions (Ireland) Act 1861', 'Courts Act 1971', 'Legal Services Regulation Act 2015']",2022_IEHC_320
"['[2005] IEHC 189', '[2012] IESC 27', '[2020] IESC 70', '[1995] 2 IR 65', '[2013] IEHC 55', '[2008] IEHC 441', '[2020] IESC 28', '[2014] 1 IR 699', '[1998] 2 ILRM 304']","['Mental Health Act 2001', '2001 Act', 'Act of 2001']",2022_IECA_105
[],['New Rules'],2022_IEHC_434
['[2021] IECA 13'],"['Probation Service.', 'Sex Offenders Act 2001', 'Probation Service and/or An Garda Síochána', 'Probation Service and An Garda', 'Victims Offences']",2022_IECA_128
"['[1936] IR 65', '[2002] 1 IR 272', '[2016] 2 IR 254', '[2010] E.C.R. I-12527', '[23] These principles', '[2018] IECA 46', '[2022] IEHC 167', '[2016] 3 IR 197', '[2018] 1 WLR 192', '[2018] UKSC 34', '[2019] EWCA Civ 10', '[1988] IR 61', '[1893] 1 QB 256', '[2012] IEHC 26', '[2013] EWHC 2118', '[2007] 1 WLR 2489', '[2007] EWHC 9 (Ch):-', '[1919] AC 398', '[1926] AC 751', '[1996] AC 669', '[1999] 1 AC 153', '[1991] AC 548', '[1994] 1 WLR 938', '[1979] 1 WLR 783', '[2007] HLUK 34', '[2008] 1 AC 561', '[2012] EWHC 1798 (Ch)', '[1893] 1 QB 44', '(1968)', '[1893] 1QB 44', '[1941] VLR 110', '[1957] 1 QB 159', '[1988] 2 IR 1', '[2011] IEHC 308', '[1995] EUECJ C-68/93.)', '[2016] IECA 265', '[2006] EWHC 1062', '[2007] 1 WLR 113', '[2012] IESC 20', '[1986] IR 528']","['New Zealand Privacy Act 1993', 'Brussels Convention', 'Brussels Regulation', 'Lugano Convention', 'CPR', 'Civil Procedure 2006', 'CPR 6.20(15)', 'RSC Order 11', 'Civil Jurisdiction and Judgments Act 1982', 'Claims for Defamation  Under Order 11 r. 1(f)', '2009 Act']",2022_IECA_104
"['[1996] 2 IR 459', '[2005] ILRM 290', '[2015] IECA 74', '[2016] IECA 19', '[2011] IEHC 98', '[2014] IEHC 542', '[2017] IECA 178', '[2020] IEHC 246', '[2020] IECA 114', '[2019] IEHC 496', '[2018] IEHC 432', '[2019] IEHC 461', '[2020] IECA 111', '[1984] I.R. 151', '[2015] IECA 27', '[2013] IESC 6', '[2015] IECA 24', '[2015] IECA 280', '[2002] 3 IR 510', '[2011] IEHC 11', '[2010] IEHC 387', '[2011] IEHC 103', '[2010] IEHC 396', '[2004] IESC 98', '[2005] 1 ILRM 290', '[2010] IEHC 465', '[2012] IESC 50', '[2008] 4 IR 31', '[1998] 3 IR 542']","['European Convention', 'Convention', 'Civil Liability Act 1961']",2022_IECA_112
"['[2019] IESC 91', '[2020] IECA 191', '[2020] IEHC 147', '(1877) 3 Q.B.D. 8']",[],2022_IEHC_317
"['[2019] IEHC 894', '[1982] ILRM 421', '[1995] 2 I.R. 217', '[2011] All ER (D) 229', '[2008] IEHC 216', '[2009] I.R. 215', '[1984] I.R. 505', '[2009] 1 I.R. 215', '[2011] UKUT 433 (TCC)', '[2013] I.R.L.R. 99', '[2011] IEHC 510', '[2018] UKSC 29', '[2018] 4 All ER 641', '[2011] 4 All ER 745', '[1999] 1 I.R. 34', '2 I.R. 238', '[1951] 2 K.B. 343', '[1945] 70 C.L.R. 539', '[1969] 2 Q.B. 173', '[1933] I.R. 156', '[1968] 2 QB 497', '[1995] ILRM 189', '[2000] 1 I.R. 536', '[2004] 4 I.R. 150', '[1998] 1 I.R. 34', '[1984] I.C.R. 612', '[2011] 1 I.R. 562', '[1999] 1 W.L.R. 2042', '[2016] IEHC 722', '[2005] IEHC 189', '[2012] IESC 27', '[2021] EWCA Civ 952', '[2017] ICR 657', '[2011] UKSC 41', '[2011] ICR 1157', '[2018] EWCA Civ 2748']","['Taxes Consolidation Act 1997', 'Employment Rights Act 1996', 'UK Employment Rights Act 1996', 'Act of 1981']",2022_IECA_124
"['[2021 No.', '[2016] IECA 410', '[2011] IESC 40', '[2004] IEHC 387', '[2005] 1 I.R. 1']","['DIVORCE) ACT 1996', 'Family Law (Divorce) Act 1996']",2022_IEHC_268
"['[2002] IECA 98', '[2018] 1 IR 521', '[2010] 2 IR 199', '[2010] 1 IR 635', '[2022] IESC 2']","['2004 Act', 'European Convention', 'Convention', '2003 Act', 'Human Rights Act 2003', 'ECHR', 'Immigration Act']",2022_IECA_108
"['[2021 5471 P]', '[2012] IESC 49', '[2013] 4 IR 576', '[2019] IEHC 555', '[2012] 3 IR 152', '[1991] ECR 1', '[2009] 3 I.R. 690']","['Misuse of Drugs Act', '1977 Act', 'Misuse of Drugs Regulations', '2017 Regulations', 'Misuse of Drugs (Designation) Order 2017', 'Misuse of Drugs (Designation) Order, 2021', '2019 Regulations', 'These Regulations', 'Regulations 1307/2013', 'EU Regulations', 'Treaty.', 'Regulations 1307', 'Single Convention', 'convention', 'Criminal Law (Sexual Offences) Act 2006', 'Regulation 1308/2013']",2022_IEHC_291
