CITATION,INSTRUMENT,Neutral Citation
"['[2022 No.', '(1948) 1 KB 223']","['Market Abuse (Directive 2003/6', 'Deputy Governor (Financial Regulation)', 'Market Abuse Regulations 2005', 'Property Services (Regulation) Act 2011', 'Nurses and Midwives Act 2011', 'Medical Practitioners Act 2007']",2022_IEHC_319
"['[2021] IECA 237', '[2020] IEHC 434', '[2022] IESCDET 5', '[2004] IECCA 47', '[2019] IECA 38', '[2009] 4 I.R. 147', '[1974] IR 55', '8 ER 718', '(1800) 27 St Tr 1281', '[2017] 1 IR 82', '[1937] I.R. 449', '[1990] 3 SCR 1303', '[1980] 2 S.C.R. 513', '(1990)', '[2010] 3 IR 688', '[1992] ILRM 481.', '[2020] IESC 16', '[2019] UKSC 2', '[2009] 4 IR 147', '[2005] IECCA 140', '[1997] 2 IR 225', '[2001] 4 IR 16', '[2002] 2 IR 696', '[1995] 2 IR 517', '[2010] IECCA 105', '[1997] 1 IR 40']","['Criminal Procedure Act 1993', '1993 Act', 'Central Mental Hospital.', 'Criminal Law (Insanity) Act 2006', 'Courts of Justice Act 1924', 'Criminal Lunatics Act 1800', 'Lunacy (Ireland) Act 1821', 'Asylum (Ireland) Act 1845', 'Act of 2001', '2006 Act', 'Trial of Lunatics Act 1883', 'Criminal Procedure Act 1984', 'Criminal Justice Act 1964', 'justice Act 1964', 'Children Act 2001', 'Criminal Code', 'Young Offenders Act', ""M'Naghten Rules"", 'European Convention', 'Criminal Justice Act 1988', 'Crime and Policing Act 2014', 'Fundamental Freedoms 1984', 'Human Rights Act 2003']",2022_IESC_24
"['[2020 No.', '[2020] IEHC 143', '[2012] 4 I.R. 1', '[2022] IESC 12', '(Case C-220/18 PPU)', '(Case C-128/18)']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Public Order) Act', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Justice Act', 'Act of 2006', 'Criminal Law Act', 'Act of 2003 9', '2006 Act', 'Offences Against the Person Act', 'Act of 2003 19', 'European Convention', 'ECHR', 'Framework Decision 2002/584']",2022_IEHC_293
"['[2009] 1 WLR 1143', '18 14', '[2019] IEHC 160', '(1849) 1 Mac & G 73', '23 Ch.', '[2017] IEHC 322', '[2019] IEHC 639', '[2019] IEHC 605', '[2018] IEHC 773', '[2021] IEHC 746', '[1901] 2 I.R. 513', '[2009] IEHC 45', '4 72']","['Land and Conveyancing Law Reform Act', '2009 Act', 'Conveyancing Act', '1881 Act']",2022_IEHC_303
"['[2014 No.', '[2021] IEHC 779', '[2021] 12 JIC 2108', '[2022] IEHC 33', '[2022] 2 JIC 0403']",[') Courts Act 1981'],2022_IEHC_250
"['[2019] IECA 184', '[2011] IEHC 348', '[2013] 2 I.R. 328', '[2017] IESC 62', '[2019] IESC 28', '[2021] IEHC 746', '[2018] 3 I.R. 172', '[1993] 2 I.R. 102', '[2021] IESC 26', '[2012] IEHC 228', '[2012] IEHC 374']","['Registration of Title Act', 'Consumer Credit Act', 'Conveyancing and Law of Property Act', 'Conveyancing Act', 'Act of 1964']",2022_IEHC_308
"['2010/553 P]  DOREEN BURKE PLAINTIFF', '[2004] IESC 98', '[2012] IESC 50', '[2020] IESC 67', '[1995] 2 ILRM 561', '[1996] 2 I.R. 459', '[2015] IECA 74', '[2009] 1 IR 737', '[2016] IECA 163', '[2017] IESC 24', '[2019] IECA 43', '[2021] IEHC 5', '[2021] IEHC 323', '[2022] IEHC 223', '[2022] IEHC 151', '[2002] 3 IR 510', '[2014] IEHC 203', '[2006] IEHC 156', '[2005] 2 I.R. 383', '[2001] 1 ILRM 132']","['Statute of Limitations Act', 'European Convention', 'Statute of Limitations (Amendment) Act']",2022_IEHC_324
"['2020/358/EXT Minister for', '17 22', '[2007] 2 IR 265', '[2004] IESC 1', '[2004] 1 IR 40', '[2010] IEHC 203', '[2009] IESC 48', '3 40', '[2021] NIQB 60', '[2021] IEHC 270', '[2022] IEHC 57']","['Criminal Code', 'European Arrest Warrant Act', 'Act of 2003', 'European Convention', 'Lithuanian Criminal Code', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud) Act 2001', 'Act of 2001', 'Criminal Justice (Offences Relating to Information Systems) Act 2017', 'Act of 2017', 'Extradition Act', 'Act of 2001.', 'Act 2017', 'European Arrest Warrant Act 2003']",2022_IEHC_261
"[', 1988 AND 2003  BETWEEN/  THE DATA PROTECTION COMMISSIONER APPELLANT -AND-  CORMAC DOOLIN RESPONDENT  -AND-  OUR', '[2020] IESC 2', '[2020] IECA 102', '[2001] 3 IR 439', '[2000] 4 IR 159', '[2016] 2 IR 585']","['Data Protection Act', 'Data Protection Act 1998', 'Data Protection Act 1988', 'Data Protection Act 2003', 'Data Protection Act 2018', 'General Data Protection Regulation', '1988 Act', '2003 Act', 'Act of 2018', 'Directive 95/46/EC', 'Data Protection Directive', 'Courts of Justice Act']",2022_IECA_117
"['[1988] IR 671', '18 59', '[2011] IR 729', '[1901] 2 IR 215', '[2017] IECA 272', '[1978] IR 326', '[1976] IR 38']","['Local Government Act 2001', '2001 Act', 'Juries Act 1927', '1927 Act']",2022_IEHC_298
"['[2017/ 764P]', '[2017] 350 MCA', '[2022] IEHC,', '[2014] IHEC 596']","['Land and Conveyancing Reform Act 2009', '2009 Act', 'Lis Pendens Act']",2022_IEHC_332
['[2020 No.'],[],2022_IEHC_277
"['[1993] 1 I.R. 39', '[2004] E.C.R. I-07405', '[2016] IEHC 90', '[2021] IEHC 362', '[2014] IEHC 400', '[2018] IESC 31', '[2002] 3 IR 148', '[2010] 2 I.R. 701', '[2020] IEHC 122', '[2019] IEHC 929', '[2017] IEHC 268', '[2022] IEHC 177', '[2018] IEHC 107', '[2016] I.E.C.A. 217', '[2016] IEHC 277', 'Decision 60', '[2020] IEHC 400']","['Habitats Directive', 'Planning and Development Act 2000', '2000 Act', 'Commission Notice 2018', 'Directive 2009/147/EC', 'Birds Directive', 'EPA National Inspection Plan 2017', 'Qualifying Interests/Special Conservation Interests of the two Natura 2000', 'Special Conservation Interests of Inner Galway Bay SPA']",2022_IEHC_257
"['[2011] 1 AC 596', '[2017] IEHC 13', '[2021] IEHC 106', '[2018] IEHC 243', '[2022] IEHC 87', '[2002] 2 IR 418', '[2014] IEHC 491', '[2015] UKUT 413', '216 CLR 473', '(2007) 233 CLR 18', '233 CLR 18']","['International Protection Act 2015', '2015 Act', 'Convention', ""Tribunal's Decision"", '[Qualification Directive', 'Qualification Directive', 'Geneva Convention']",2022_IEHC_345
"['[2021 No.', '46 M]  IN', '[2002] 1 IR 165', '[1980] I.R. 32', '[2018] IEHC 172', '[2018] IEHC 762', '[2018] IESC 30', '[2002] 4 I.R. 25', '[2000] 1 I.R. 165', '[2011] ECHR 844', '[1994] 3 I.R. 593', '(Application No.37283/13)', '[2018] IEHC 515', '[2019] IEHC 312', '[2020] IEHC 419', '[2022] IEHC 269', '[2013] UKSC 33', '[2013] EWCA Civ.']","['ADOPTION ACT 2010', 'Adoption Act 2010', 'Adoption Act', 'Act of 2010', 'Child Care Act 1991', 'United Nations Convention', 'Children Act 1989', 'Adoption and Children Act 2002']",2022_IEHC_304
"['[1983] IR 88', '[2020] 2 IR 1', '[2019] IEHC 213', '[2013] IEHC 205']",[],2022_IEHC_282
"['[2021 No.', 'III K 1609/10', '[2020] IESC 59']","['European Arrest Warrant Act', 'Act of 2003', 'Polish Code', 'Criminal Justice (Theft and Fraud Offences) Act', 'Polish Criminal Code', 'European Convention', 'European Council Framework Decision', 'Framework Decision', 'Cases Reference Numbers', '2002 Framework Decision']",2022_IEHC_294
"['[2021] IECA 200', '[1965] IR 142', '[2017]', '[2015] IESC 31', '(1887) 20 LR Ir 300', '[1968] IR 305', '395 US 752', '(1988) 3 Frewen 141', '(1974) 108 ILTR 97', '[1972] I.R. 215', '[1978] 1 All ER 555', '[2012] IESC 11', '[2012] 2 IR 266', '[2000] 2 IR 243', '[1992] 1 IR 210', '[2009] 1 IR 525', '[2012] IECCA 74']","['Official Secrets Act 1963', 'Criminal Assets Bureau Act', 'Criminal Justice (Surveillance) Act 2009', 'Offences against the State Act', 'Criminal Law Act', 'Criminal Justice (Search Warrants) Act 2012', 'Criminal Justice (Miscellaneous Provisions) Act 1997', '1997 Act', 'Courts of Justice Act 1924']",2022_IESC_23
"['[2018 8542 P]', '[2013] IEHC 181', '[2017] IEHC 242', '(1843) 3 Hare 100', '[2001] 3 IR 365', '[2001] 4 IR 463', '[2009] IESC 52', '[2007] IEHC, MacMenamin', '[2001] 4 I.R. 463']","['2013 Regulations', 'Amendment) Regulations 2019', '2019 Regulations', 'Directive 2005/36/EC', 'Education and Training Act', 'Freedom of Information Act 2014', 'Safe Pass Regulations']",2022_IEHC_411
"['[2021] IECA 238', '[2021] IESCDET 138', '[2019] 2019 IESC 98', '[2008] IEHC 322', '[1979] 2 SCR 821', '[2003] 3 IR 321', '[1981] 3 All ER 468', '[2020] IESC 34', '[2001] IESC 68', '[2002] 2 IR 66', '[1987] 1 QB 156', '[1918] CPD 590', '(1989) 38 A Crim R. 296', '(1985) Cr App R 331', '[1956] Crim LR 52', '(1968) 52 Cr App R 185', '[1951] 2 All ER 763', '[1993] 2 RCS 857', '[1999] 1 SCR 330', '[1987] 2 RCS 293', '[1989] AC 28', '[1977] 3 All ER 476', '[2013]', '[2013] IESC 7', '1 IR 470', '[2009] IESC 53', '1 IR 618', '[1987] 2 SCR 293', '[2003] 2 IR 321', '[2019] IESC 30', '[1998] 2 IR 596']","['Criminal Justice Act 1964', 'Criminal Law (Insanity) Act 2006', 'Act of 2006', 'Amendment) Act 1990', 'Criminal Law (Rape) (Amendment) Act 1990', 'Sex Offenders Act 2001', 'Criminal Law Amendment Act 1935', '1990 Act', 'European Arrest Warrant Act 2003', '2003 Act', 'Criminal Code', '2001 Act', 'Criminal Justice (Fraud and Theft Offences) Act 2001']",2022_IESC_22
"['2015/7471 P)', ', 2011.', '[2005] IEHC 80', '[2020] IEHC 45', '(1887) 21 LR IR 27', '[2011] IEHC 453', '(1887) 21 L.R. Ir.', '[1996] 1 ILRM 394', '[2008] IEHC 389', '(1877) 21 LR IR p. 27', '[2016] IEHC 443']","['Land and Conveyancing Law Reform Act 2009', '2009 Act', 'Statute of Limitations 1957', '1964 Act', 'Conveyancing Act (Ireland) 1634', '1634 Act', 'Act of 2009', 'Act of 1634', 'Fraudulent Conveyance Act 1634']",2022_IEHC_295
"['[2020 97 R]', '[1935] IR 509']","['Milk Quota Regulations', 'Taxes Consolidation Act', 'Rules?', 'Industrial and Provident Societies Act']",2022_IEHC_305
"['[2011] IEHC 257', '[2018] IEHC 134', '[2020] IEHC 145', '[1924] 58 I.L.T.R. 62', '[1957] I.R. 25', '[2012] IESC 39', '[2012] 3 I.R. 222', '[2015] IESC 103', '[2015] 4 I.R. 535', '[2016] IESC 45', '[2006] IEHC 371', '[2013] IEHC 527', '[2009] IEHC 489', '[2010] 4 I.R. 211', '[2012] IEHC 33']","['Criminal Justice (Theft) Act', 'Probation of Offenders Act', 'Immigration Act', 'Offences Against the State Act', '1939 Act', 'Superior Courts (Costs) 2008', 'Legal Services Regulatory Authority Act', '2015 Act']",2022_IEHC_313
"['[2016] 2 I.R. 283', '[1981] I.R. 306', '[2009] IEHC 207', '[2014] 2 I.R. 301', '[2014] IESC 66', '[2007] I.L.R.M. 203', '[2010] IESC 22', '[2001] 4 I.R. 607', '[2019] IESC 72', '[2015] IEHC 722', '[2019] IESC 20', '[1994] 1 I.R. 101', '[2005] 1 I.R. 529', '[1977] I.R. 211', '(1998)', '[2022] IEHC 27', '[1988] I.R. 258', '[2021] IESC 74', '[2015] IESC 26', '[2021] IESC 34']","['Consumer Credit Act', 'Act of 1995', 'Law Society of Ireland', 'Law Society of Ireland and Construction Industry Federation', 'Land and Conveyancing Law Reform Act', 'Council Directive', 'Directive 87/102/EEC', 'Interpretation Act', 'Council Directive 87/102']",2022_IEHC_299
[],[],2022_IEHC_333
"['[2019/294/COS]', '[2011] IEHC 497', '[1897] A.C. 22']","['COMPANIES ACT 2014', 'Companies Act', '1877 Act', '1870 Act']",2022_IEHC_276
"['[2021 5729 P]', '[2014] IESC 40', '[2021] IEHC 539', '[2011] IEHC 505', '[2012] IEHC 391', '[2015] IEHC 467', '[2020] IEHC 693', '[2006] 17 Employment Law Reports 140']","['2015 Act', 'Legal Services Regulation Act 2015', '2020 Constitution']",2022_IEHC_260
"['[2022] IEHC 86', '[2020] IEHC 368', '[2013] IESC 22', '[2012] ILRM 487', '[2016] IECA 327']","['Official Secrets Act 1963', 'Protected Disclosures Act 2014', 'Directive 2019/1937', '2014 Act', 'Evidence) Act 1921']",2022_IEHC_309
"['[2018] IESC 10', '[2013] 2 IR 555', '[2020] IESC 44', '[2021] IEHC 781', '[2017] IECA 296']","['INTERNATIONAL PROTECTION ACT', 'International Protection Act', '2015 Act', 'Refugee Act', 'Act of 2015', 'Decision.', 'Tribunal’s Decision', 'Illegal Immigrant (Trafficking) Act', '1996 Act', 'Tribunal Decision']",2022_IEHC_275
"['[2016] IECA 206', '[1996] 2 IR 459', '[2015] IECA 27', '[2017] IECA 178', '[2002] 3 I.R. 510', '[2017] IECA 66', '[2019] IECA 43', '[2002] 3 I.R 510', '[2015] IECA 74', '[1984] IR 151', '[2017] IESC 24', '[1994] 1 ILRM 512', '[2012] IESC 50', '[2012] IEHC 274', '[1995] 2 ILRM 561', '[2015] IECA 41', '[2011] IEHC 103', '[2020] IECA 222', '[2020] IECA 111', '[2019] IEHC 496', '[2005] IEHC 294']","['Civil Liability and Courts Act', '2004 Act', 'European Convention', ""State's Convention"", 'Convention', 'Constitution and European Convention', 'Constitution and ECHR', 'ECHR']",2022_IECA_115
"['[2019]\xa0IESC\xa04', '[2019]\xa01\xa0I.R.\xa063', '[2020]\xa0IECA\xa0242', '[2022]\xa0IEHC\xa0227', '[2021]\xa0IEHC\xa0104']","['Judicial Council Act 2019', 'Civil Liability and Courts Act 2004', 'Social Welfare Consolidation Act 2005']",2022_IEHC_263
"['[2001] 3 IR 439', '[2015] 1 IR 516', '[2020] IESC 25', '[2016] IEHC 308', '[2014] IEHC 604', '[2021] IEHC 178', '[2017] IESC,', '[2022] IEHC 85', '[2015] 3 I.R. 493', '[2000] 4 I.R. 412', '[2007] IESC 42', '[2008] 2 I.R. 40', '[2008] 2 I.R. 514', '[2016] IEHC 36']","['2021/223 MCA', 'Residential Tenancies Act 2004', 'European Convention', 'Victims’ Rights Directive 2012/29']",2022_IEHC_326
"['[2013] IEHC 520', '[1991] 2 I.R. 539', '1 and/or Order 34', '[2015] 1 I.R. 328', '[2016] IEHC 696', '[2009] 3 I.R. 366', '[1978] I.R. 223', '[2001] 1 I.R. 627', '[2013] IESC 1', '[1991] I.L.R.M. 301', '24 71', '[2005] 2 I.R. 383', '[2016] IEHC 336', '[1992] 1 I.R. 425']","['Diseases of Animals Act 1966', 'Act of 1966', 'Statute of Limitations', 'Probation Act', 'Adoption Act', '1957 Act', 'Diseases of Animals Act', 'Round Test', '1966 Act', 'Agriculture Appeals Act']",2022_IECA_103
"['[2021] IECA 219', '[2020] IEHC 344', '[2021] IESCDET 107', '[2011] IESC 1', '[2011] 1 I.R. 384', '[2012] IESC 16', '[2012] 4 I.R. 1', '[2018] IESC 42', '[2006] IESC 23', '[2006] 3 I.R. 148', '[2013] IEHC 290', '[2008] IEHC 37', '[2005] IESC 76', '[2005] 4 I.R. 260', '[1999] 1 AC 320', '[1998] 3 All ER 1007', '[2016] EWCA 1862', '[2015] IESC 59', '[2014] IEHC 649', '[2005] IESC 83', '[2006] 1 I.R. 518', '[2016] IESC 23']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Framework Decision', 'Lithuanian Criminal Procedure Code', 'Criminal Justice (Terrorist Offences) Act 2005', 'Council Framework Decision', 'Offences Against The State Acts 1939', 'Act of 2005', 'Criminal Justice (Miscellaneous Provisions) Act 2009', 'Act of 2003 The Act of 2003']",2022_IESC_21
"['[2021 No.', '(Case C-571/17 PPU', '[2018] IESC 8', '[2020] IECA 159', '8 The', '[2020] IESC 12 MacMenamin J.', '[2021] IESC 27', '[2021] IECA 188']","['European Arrest Warrant Act', 'Act of 2003', 'Theft and Fraud Offences Act 2001', 'European Convention', 'Constitution and/or Article 2', 'Constitution and/or Articles 7', '2003 Act', 'Polish Sentences Execution Code', 'Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Framework Decision', 'United Nations Standard Minimum Rules', 'Nelson Mandela Rules', 'European Social Charter', 'Latvia 2019', 'Ombudsman’s Annual Report 2020', 'Cabinet Regulations', 'ECHR', 'Sentences Execution Code', 'European Arrest Warrant Act 2003', 'Act of 2003?', 'Convention']",2022_IEHC_384
"['[2021 No.', '[2015] IEHC 84', '[2015] IECA 309', '[2020] IEHC 659', '[2021] IECA 193', '[2004] IESC 52', '[2015] IESC 25']",[],2022_IECA_119
['[2021] IEHC 468'],['European Convention'],2022_IEHC_296
"['[2016] IEHC 448', '[2016] IEHC 394', '[2017] IEHC 366', '[2016] IESC 59', '[1994] 2 IR 128', '[2005] IEHC 11', '[2014] IESC 29', '(Case C-255/00)', '(Case C-280/18)', '[2005] IESC 6', '[2011] IESC 16', '[2017] IEHC 46', '[2018] IESC 61', '[2000] IESC 19', '[2002] 2 IR 418']","['Planning and Development Act', '2000 Act', 'Illegal Immigrants (Trafficking) Act', 'Local Government (Planning and Development) Act', '1963 Act', 'EIA Directive', 'Directive 2011/92', 'Criminal Justice Act', '1994 Act', 'Proceeds of Crime Act', '2006 Act', 'Illegal Immigrants (Trafficking) Bill, 1999']",2022_IECA_123
"['[2021 No.', '[2005] 1 I.R. 274', '[2017] IESC 31', '[1988] ILRM 373', '[1998] 1 W.L.R. 896', '[2021] IEHC 608', '[1993] 1 I.R. 157', '[1980] I.R. 251', '[2015] IECA 19', '(1981) 263 E.G. 61', '[2009] 1 A.C. 1101', '[2010] IEHC 275', '[2020] EWHC 2710 (Comm)', '[2021] 2 WLR 123', '[2022] EWHC 409 (Comm)', '[2021] IEHC 263', '[1995] 2 Lloyd’s Rep. 395']",['COVID-19 and Business Interruption Supervisory Framework'],2022_IEHC_306
[],[],2022_IEHC_347
[],"['Civil Liability and Courts Act 2004', '2004 Act', 'Ryanair Boeing 737', 'Courts and Court Officers Act 1995', 'Personal Injuries Assessment Act 2003']",2022_IEHC_310
"['[2021 1430 P]', '[2012] IEHC 166', '(No.2)', '[2002] 2 AC 773', '[1999] 3 JIC 1501', '[2018] IECA 352', '[2014] IEHC 482']","['Family Home Protection Act Declaration', 'Registration of Title Act 1964']",2022_IEHC_255
"['[2021/76 P]', '[2019] IESC 65', '[2006] 17 ELR 137', '[2018] IEHC 379', '[2012] 3 IR 549', '[2021] IECA 248', '[2013] IEHC 130', '[2017] IEHC 155', '[2019] IEHC 651', '[2019] IESC 2']","['Central Bank Act', 'Asset Covered Securities Act 2001', 'Conveyancing Act', '1881 Act']",2022_IEHC_311
['[2013 No.'],[],2022_IEHC_254
"['[1983] IR 141', '[2017] IECA 64', '[1992] IR 210', '[2012] IR 505', '[2021] IECA 96', '[2012] IESC 25', '[2018] 1 IR 505', '[2017] IESC 50', '[2017] 3 IR 707', '[2015] IECA 158', '[2017] IESC 14', '[2020] IECA 200']",[],2022_IECA_134
"['[2019] IESC 57', '(1882) 11 QBD 55', '[2001] IEHC 59', '[2003] IESC 62', '[2003] 4 IR 264', '[2007] IESC 59', '[2008] 2 IR 726', '[2006] IEHC 276', '[2006] 3 IR 566']","['Homework Book for Senior Infants.', 'Legal Services Regulation Act 2015']",2022_IEHC_346
"['[2021 / 4933 P]', '[2017] IEHC 92', '[2006] E.L.R. 127', '[2015] IECA 73', '[1997] I.R. 512', '[1987] 1 W.L.R 853AT P. 859', '] A.C. 396', '[2011] IEHC 348', '[2005] IESC 89']",[],2022_IEHC_350
['[2020] IEHC 13'],"['Legal Services Regulation Act 2015', '2015 Act']",2022_IEHC_307
"['[2019] IESC 859', '[1995] 1 ILRM 279', '[1998] IR 250', '[2014] IECA 18', '[2017] IECA 206', '[2021] IECA 289']","['CRIMINAL JUSTICE ACT 1993', 'Criminal Justice Act 1993', 'Criminal Law (Rape) (Amendment) Act', '1990 Act', 'Criminal Law (Sexual Offences) Act', '2017 Act', 'Children Act', 'Children’s Act', 'United Nations Convention']",2022_IECA_122
"['[2021 No.', '[2021] IEHC 617', '[2021] 9 JIC 0701', '[2021] IEHC 683', '[2021] 11 JIC 0502', '[2021] IEHC 708', '[2021] 11 JIC 1810', '[1982] QB 808', '[1982] 2 WLR 580', '[1991] 1 I.R. 99', '[2001] IEHC 141', '[2001] 4 I.R. 565', '[2004] UKHL 16', '[1968] AC 997', '[1994] 3 I.R. 329', '[1941] Ir Jur Rep 79', '[1991] 2 I.R. 33', '[2021] IEHC 700', '[2021] 11 JIC 1602', '[1986]  2', '[2002]  EWCA  Civ.', '[2006] UKHL 53', '[2007] 1 A.C. 650', '[2012] IEHC 66', '[2012] 3 JIC 2201', '[2015] IEHC 203', '[2015] 3 JIC 1602', '[2018] EWCA Civ 1812', '[2018] 4 WLR 123', '[2018] EWHC 1508 (Admin)']","['Planning and Development Act 2000', '2000 Act', 'Cork County Development Plan 2014', 'Code of Practice', 'Cork City and Cork County Development Plans for', 'Freedom of Information Act 2014', 'Constitution.', 'SEA directive 2001/42']",2022_IEHC_281
"['[2004] 2 I.R. 607', '[2019] IEHC 319', '[2011] IEHC 151', '[2019] IECA 76', '[2011] IESC 23', '[1998] 4 I.R. 288', '[1997] 3 I.R. 240', '[2013] 2 I.R. 555', '[2014] IEHC 567', '[2018] IECA 76', '[2018] IESC 10', '[2020] IESC 44', '[2020] IESC 63', '[2020] IESC 48']","['Citizens Rights Directive 2004/38', 'Directive 2004/38', 'Persons) Regulations', 'Directive 2004/38/EC', 'EU Treaty', '2015 Regulations', 'STATUTORY FRAMEWORK  Directive 2004/38', 'Irish Nationality and Citizenship Act', 'Refugee Act', 'Directive 2004/83/EC']",2022_IEHC_278
"['[2019 / 6522 P]', '[2019] IESC 13']",[],2022_IEHC_297
"['[1963] I.R. 368', '[1972] AC 378', '[1981] 2 All E.R. 1060']","['Criminal Damage Act 1991', 'Person Act 1997', 'Criminal Justice Act 2006', 'Criminal Justice Act', '2006 Act', 'Criminal Procedure Act 1967', 'Criminal Procedure Act 1865', 'Act of 1984', 'Persons Act 1997']",2022_IECA_118
"['[2021 No.', '[2012] 3 I.R. 396', '[2010] EWHC 2625 (Comm)', '[1990] 59 BLR 43', '[2011] IEHC 25', '[2010] 1 W.L.R. 1057', '[2011] IESC 31', '[2013] UKSC 8', '[2000] 1 WLR 2268', '[1973] 1 W.L.R. 19', '[2001] 3 All ER 513', '[2018] IECA 63', '[2013] IEHC 95', '[2017] IESC 51', '[2020] IECA 171']","['Companies Act', '2014 Act']",2022_IEHC_262
"['[2022] IECA 57', '[1972] I.R. 402', '[2011] IECCA 104']","['Theft Act', 'Misuse of Drugs Act']",2022_IECA_114
"['[2021] IECA 292', '[2019] 1 I.R. 385', '[2019] 2 ILRM 166', '[2019] IEHC 639', '[2019] IEHC 605', '[2019] IESC 28', '[2019] 1 I.R. 1', '[2018] IEHC 379', '[2021] IECA 248', '[2019] IEHC 651', '[2021] IEHC 746', '[2011] IEHC 348']","['Conveyancing Act', '1881 Act', 'Registration of Title Act', 'Land and Conveyancing Law Reform Act', '1964 Act', 'General Data Protection Regulation', '2009 Act', 'Civil Liability and Courts Act', 'Courts (Supplemental Provisions) Act', 'Courts Act']",2022_IEHC_274
"['[RECORD NO 2021 847 P]  BETWEEN', '[2012] 3 IR 152', '[2019] IESC 65', '[2019] IEHC 213', '[2019] IECA 327', '[2021] IEHC 746']","['Conveyancing Act 1881', 'Act of 1881', 'Conveyancing Act', 'Land and Conveyancing Law Reform Act 2009', '1881 Act', '2009 Act', 'Judicature (Ireland) Act 1877', '1877 Act']",2022_IEHC_331
"['[2015]\xa0IEHC\xa0670', '2015/195 R Income Tax', '[2020]\xa0IECA\xa036', '[2001]\xa0IESC\xa064', '[2002]\xa01\xa0I.R.\xa084', '[2011]\xa0IESC\xa02', '[2011]\xa01\xa0I.R.\xa0729', '[2020]\xa0IEHC\xa0552', '[2017]\xa01\xa0I.R.\xa0119', '[2017]\xa0IESC\xa031', '[2016]\xa0IESC\xa06', '[2001]\xa0IESC\xa062', '[2002]\xa04\xa0I.R. 101', '[2002]\xa03\xa0I.R. 260', '[2010]\xa0IESC\xa014', '[2010]\xa03\xa0I.R.\xa0547']","['Income Tax 2014', 'Prosecution of Criminal Offences Act 1974', 'Act of 1974']",2022_IEHC_228
