CITATION,INSTRUMENT,Neutral Citation
"['[2018/130] McGovern J.', '[2012] 3 I.R. 297', '[2015] IEHC 446', '[2011] IEHC 171,', '[2002] IERSC 21', '[2002] 1 I.R. 385', '[2016] IEHC 360', '[1986] I.R. 317', '[2016] IECA 55', '[2010] 2 I.R. 701']","['Irish Nationality and Citizenship Act 1956', 'Act of 1956', '1956 Act', 'Employment Permits Act']",2019_IECA_255
"['[2018] IEHC 685', '[2013] IESC 24']","['EUROPEAN ARREST WARRANT ACT 2003', 'Skoda Superb 2002', 'Criminal Law (Jurisdiction) Act 1976', 'European Arrest Warrant', 'Directive 2006/24/EC', 'European Arrest Warrant Framework', 'European Arrest Warrant Act', 'European Convention', '2003 Act', 'EU Council Framework Decision', 'Framework Decision', 'Convention', 'Act of 2003']",2019_IEHC_952
