CITATION,INSTRUMENT,Neutral Citation
"['[2021] IEHC 835', '[2021] IEHC 302', '[2021] IEHC 589', '[2021] IEHC 630', '[2010] IESC 3', '[2007] IEHC 398', '[2016] IEHC 673', '[2018] IEHC 104', '[2019] IEHC 368', '[2021] IEHC 82', '[2012] IESC 59', '[2017] IEHC 745', '[2020] IESC 70', '[2020] IECA 357', '[2020] IESC 11', '[2018] IEHC 103']","['Immigration Act 1999', 'Directive 2004/38', 'EU Treaty', 'Deportation Order.', '1999 Act']",2022_IEHC_413
"['[2019 No.', '85 2', '82 5', '06 6', '78  7', '(Case 1/05)', '[2007] 1 KB 545', '[2013] IEHC 424', '35 105', '[2008] ECR 1', '[1992] ECR 1', '[1980] ECR 2171', '[2019] IEHC 517', '[2019] IEHC 155', '[2009] EWCA – Civ.', '[2019] 1 WLR 5505', '[2018] IEHC 759', '[2019] IECA 329', '[2014] ECRI – 000', '[2018] IEHC 810', '[2019] IEHC 521', '[2021] IECA 1 147', '[2021] IECA 1', '[2017] IEHC 800', '[2008] IEHC 306', '[2019] IEHC 446', '[2008] IEHC 235', '[2004] IEHC 95']","['Persons) Regulations 2015', 'Council Directive 2004/38', 'Directive 2004/38', '2015 Regulations', 'Immigration Act 2004', 'Directive 2004/38/EC', ') Regulations 2015', 'Directive 73/148', 'UK Immigration (European Economic Area) Regulations 2016', 'Council Regulations 1612/68', 'Directive and 2015 Regulations', 'Employment Permits Act', '2006 Act', 'Citizens Directive', 'Impugned Decision', 'Employment Permits Act 2006']",2022_IEHC_258
"['[2021] IECA 79', '[1951] IR 311', '(1969) 14 Vanderbilt Law Rev 778', ', 2015) 5.08.', '(1944) 56(3)', '[1978] IR 314', '[1955-56', '[1925] 1 IR 90', '[2015] IEHC 330', '[2012] IEHC 35', '[2012] IECCA 72', '[1902] 2 IR 457', '[1967] IR 378', '[2018] IECA 300', '[1979] 1 QB 548', '[1948] 1 All ER 140']","['Council Framework Decision', 'European Arrest Warrant Act 2003', 'Framework Decision', 'Framework Decision.', '2003 Act']",2021_IESC_80
"['[2020 No.', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Damage Act', 'Criminal Damage Act 1991', 'Act of 2003 15', 'European Convention', 'ECHR', '2003 Act', 'European Council Framework Decision', 'Framework Decision']",2022_IEHC_58
"['2021/083/EXT', '35°40', '004°30', '003° 38', '[2014] IEHC 251', '[2011] IESC 5', '(Case C- 261/09)']","['European Arrest Warrant Act', 'Act of 2003', '2003 Act', 'Framework Decision', 'Geneva Convention', 'Criminal Code', 'Penal Code', 'Framework Decision 2002/584']",2022_IEHC_382
"['[2021] 1 Cr.', '[2022] IEHC 72', '[2022] IESCDET 26', '(2002/584/JHA)', '(Application to Third Countries) (United Kingdom) Order 2020', '2021 30', '[2018] 1 WLR 2889', '[1992] 1 I.R. 210', '[2018] 2 I.R. 357', '[2020] 3 IR 113', '[1965] I.R. 294', '[1976] I.R. 365', '[2010] 3 I.R. 783', 'ECtHR Case Law 100', '[2008] 47 E.H.R.R. 39', '(1989) 11 E.H.R.R. 439', '(2002) 35 E.H.R.R. 11', '(2012) 55 E.H.R.R 22', '(2017) 64 E.H.R.R. 19', '(2020) 71 E.H.R.R. 8', '[2018] 1 W.L.R. 2889']","['European Arrest Warrant Act', 'EAW Act 2003', 'ECHR', 'Constitution and Convention', 'European Convention', '2003 Act', 'Criminal Justice (Terrorist Offences) Act', 'European Union (European Arrest Warrant Act 2003', 'Amendment) Regulations 2021', 'Framework Decision 16', 'Council Framework Decision', 'Constitution or Convention', 'Act of 2003', 'Framework Decision', 'EAW Act', '’s Convention', 'Convention']",2022_IESC_27
"['[2001] 1 WLR 840', '[2008] 3 IR 795', '[2019] 1 IR 567', '[2020] IESC] 55', '[2018] 1 IR 417', '[2001] 1 W.L.R. 840', '[2021] IEHC 589', '[2021] IEHC 302']","['Immigration Act', 'Immigration Act 1999', 'European Convention', '1999 Act']",2021_IEHC_747
"['[2021 No.', '[2020] IESC 12', '[2021] IECA 188']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud) Offence Act', 'European Convention', 'ECHR', '2003 Act', 'European Arrest Warrant Act 2003', 'Act of 2003?', 'Convention']",2021_IEHC_839
"['[2014] IEHC 385', '[2021] IECA 340', '[2018] IEHC 810', '[2017] IEHC 800', '[2008] IEHC 306', '[2012] IEHC 484', '[1993] 1 IR 39', 'from 2011.', '[2019] IEHC 411', '[2021] IEHC 494', '[1999] 4 I.R. 26', '[2018] IEHC 760']","['Employment Permits Act 2006', 'Refugee Act 1996', 'Act of 2006', '2004 Act', '2006 Act']",2022_IEHC_245
"['[1996] 2 IR 459', '[2016] IECA 206', '[2020] IESC 67', '[1984] IR 151', '[1980] 2 N.S.W.L.R. 749', '[1994] 1 ILRM 512', '[1969] IR 385']","['Civil Service Regulations Act', 'Personal Injuries Assessment Board Act', 'Statute of Limitations']",2022_IECA_19
"['[2022 No.', '[2016] IESC 17', '[2020] IESC 12 MacMenamin J.', '[2021] IESC 27', '[2021] IECA 188']","['European Arrest Warrant Act', 'Act of 2003', 'Framework Decision', 'Criminal Justice Theft and Fraud Offences Act 2001', 'European Convention', 'Constitution and/or Articles 7', 'European Arrest Warrant Act 2003', '2003 Act', 'Act of 2005', '2013 2018', 'Act of 2003?', 'Convention', 'Federal Republic of Germany']",2022_IEHC_316
"['2021 3473 P BETWEEN', '[2019] 2 I.R. 417', '[2006] 4 I.R. 1', '[2022] IESC 24', '[2017] 1 I.R. 82', '[2010] IECCA 34', '[2002] 2 A.C. 545', '[1935] A.C. 462', '[2017] IESC 5', '(1978) 2 S.C.R. 1299', '[1996] 3 I.R. 267', '(1875) L.R. 2 C.C.R. 154', '(1889) 23 Q.B.D. 168', '[1999] 3 I.R. 145', '[1996] 1 I.R. 580', '[1994] 2 I.R. 550', '[1997] 2 LRC 593', '[2001] 3 WLR 107', '(1988) 13 EHRR 379', '[1993] 1 I.R. 102', '[1990] 3 S.C.R. 1303', '[1986] 1 S.C.R. 103', '[1986] 1 R.C.S. 103', '[2013] 2 I.R. 417', '[2021] IECA 155', '[1994] 3 I.R. 1', '[2012] 1 I.R. 697']","['2006 Act', 'Criminal Law (Amendment) Act', '2017 Act', 'Misuse of Drugs Act', '1977 Act', 'Criminal Law (Insanity) Act', 'Criminal Justice Act', 'Prevention of Corruption (Amendment) Act', 'Human Rights Act 1998', '1935 Act', 'Offences Against the State Act', 'European Convention', 'Explosive Substances Act', '1971 Act', 'Criminal Law (Sexual Offences) Act', 'Canadian Charter of Rights and Freedoms', 'Narcotic Control Act']",2022_IEHC_336
"['[2002] 2 IR 418', '[2010] IESC 3', '[2021] IEHC 302', '[2017] IEHC 745', '[2021] IEHC 589', '[2021] IEHC 683', '[2010] IEHC 386', '[2018] IEHC 96', '[2012] IESC 59', '[2013] IESC 34', '[2012] IESC 26', '[2005] IEHC 306', '[2002] 1 IR 164', '[2002] 1 I.R. 164']","['Immigration Act 1999', '1999 Act', 'Immigration Act', 'Refugee Act 1996']",2021_IEHC_835
"['[2021] IEHC 275', '[2015] 3 IR 385', '[2015] 3 IR 164', '[2018] IECA 392', '[2020] IEHC 571', '[2018] 2 IR 542']","['European Convention', 'Statement Grounding Application']",2021_IEHC_634
"['(Case C-394/12,', '[2014] 1 WLR 1895', '[2016] 1 WLR 3969', ', Case C-155/15 Karim v Migrationsverket', '; Case C-670/16 Mengesteab v Germany', '[2018] 1 WLR 865', '[2018] 1 WLR 3384', '[2019] 1 WLR 4975', '[2021] IECA 293', '[2020] IESC 46', '[2021] IEHC 717', '[2012] 3 IR 152', '[2018] IESC 16', '[2018] 3 IR 326', '[2011] IEHC 214', '[2011] 2 IR 798', '[2016] EWCA Civ 810', '[2016] 1 WLR 4894', '[1948] 1 KB 223', '(2008) 47 EHRR 18', '(2017) 65 EHRR 12', '[2013] IESC 49', '[2013] 4 IR 274']","['Dublin Convention', 'Dublin III', 'Irish Regulations', 'European Communities Act 1972', 'European Union (Dublin System) Regulations 2018', '2018 Regulations', 'International Protection Act 2015', '2015 Act', 'Charter/Article 8 ECHR', 'European Convention', 'Dublin Regulations', 'Impugned Decision', 'Human Rights 2003', 'Applicant’s Article 8.1 ECHR', 'Dublin III Regulation', 'Geneva Convention', 'ECHR', 'Charter/Article 5 ECHR']",2022_IECA_7
"['[2022] IECA 7', '[2021] IEHC 717', '[2015] IEHC 481', '(Case C-394/12,', '[2014] 1 WLR 1895', '[2016] 1 WLR 3969', ', Case C-155/15 Karim v Migrationsverket', '[2018] 1 WLR 865', '[2018] 1 WLR 3384', '[2019] 1 WLR 4975', '[2021] IECA 293', '[2020] IESC 46', '[2020] IESC 48', '[2018] IECA 102', '[2019] IESC 8', '[1996] 2 ILRM 46', '[2015] IESC 73', '[2017] IEHC 719', '[2021] IEHC 40', 'Case C 592/11 Ketelä', '[2012] ECR,', '[2012] 3 IR 152', '[2015] IECA 127']","['Dublin III Regulation', 'Dublin III', 'Dublin System Regulations', '2018 Regulations', 'European Convention', 'Dublin Regulation', 'Dublin Convention', 'European Communities Act 1972', 'European Union (Dublin System) Regulations 2018', 'International Protection Act 2015', '2015 Act', 'Charter.', 'Charter and ECHR', 'Dublin III Regulations']",2022_IEHC_198
"['[2021] IEHC 276', '[1943] 2 All ER 560', '[2015] IESC 73', 'The Application 2', '[2020] IESC 10', '[2017] IEHC 570', '[2013] 1 I.R. 227', '[1985] I.R. 697', '[2015] IESC 10', '[2017] IESC 60', '[2020] IESC 11', '[2020] 1 ILRM 1).', '[2008] 1 I.R. 283']","['International Protection Act', '2015 Act', 'Directive 2005/85/EC', 'Procedures Directive', 'Procedure 6', 'Procedures Directive and Directive 2004/83', 'Qualifications Directive', 'Refugee Act', 'EIA Directive', 'Directive 2004/83', 'Interpretation Act', '1996 Act', 'Act of 2015', 'Illegal Immigrants (Trafficking) Act', 'Directive 2013/32', 'Directive 2011/95']",2022_IESC_4
"['[2020 No.', '[2021] IEHC 521', '[2006] IEHC 250', '[2011] IEHC 59', '[2018] IEHC 535', '[2016] IEHC 646', '[2017] IEHC 185', '[2019] IEHC 33', '[2021] IECA 99']","['Illegal Immigrants (Trafficking) Act 2000', 'Immigration Act 2004', 'European Convention', 'Human Rights Act 2003', 'Immigration Act 1999', 'Art.8 ECHR', 'WHAT DOES']",2021_IEHC_766
"['[2020] IESC 55', '[2008] 3 IR 795']","['Act of 1999', 'European Convention', 'Human Rights Act 2003']",2021_IEHC_789
"['[2020] IEHC 369', '[2006] 4 I.R. 88', '[2019] IEHC 187', '[2009] E.C.R. I-9579', '[2013] 2 I.R. 631', '[2012] 4 I.R. 147', '[2017] IEHC 482', '[2006] 3 I.R. 389', '[2004] WJSC-SC 528', '[2020] IEHC 528', '[2004] 1 I.R. 576', '[1964] 1 A.E.R 341', '[1991] 2 A.C. 93', '(2004 WJSC-HC 2704', '[2018] I.R. 250', '[2020] IESC 39', '[2020] IESC 54', ', Case C-234/04, ECLI', '[1971] I.R. 330', '[1995] 3 I.R. 193', '[2005] 2 I.R. 8', '[2018] 2 I.R. 250', '[2013] 1 I.R. 142', '[2020] IESC 11', '[2004] IESC 100', '[2008] IESC 73', '[1984] I.R. 525', '[1982] I.R. 154', '[2012] IESC 16', '[2012] 4 I.R. 1', '(No.2)', '[2018] 3 I.R. 191']","['Council Framework Decision', 'Framework Decision', 'European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Terrorist Offences) Act 2005', 'Framework Decision.', 'Extradition Act 1965', 'Local Government (Planning and Development) Act 1976', 'Planning and Development Act 2000', 'Misuse of Drugs Act 1997', 'Act of 1965', 'CJEU.']",2022_IESC_10
"['[2020 No.', '01 WH 216', '[2020] EWCA Crim 1774', '(Case C-270/17 PPU)', '[2009] IESC 48', '(Case C-388/08 PPU', '[2016] IEHC 185', '[2016] IECA 130', '[2008] E.C.R. I-8983', '(Case C-479/21 PPU)']","['European Arrest Warrant Act', 'Act of 2003', 'Harassment Act', 'Harassment Act 1997', 'European Convention', 'ECHR', 'Act of 2003 35', 'European Council Framework Decision', 'Framework Decision', 'Act of 1997', 'Criminal Justice Act', 'Civil Partnership and Certain Rights and Obligations of Cohabitants Act 2010', 'Act of 2010', 'Broadcasting Act 2009', 'Children Act 2001', 'Criminal justice Act', 'Act of 2003 53', '2002 Framework Decision', 'Act of 2003 57']",2022_IEHC_72
"['[2020] IESC 55', 'Decision 31', '[2015] IEHC 720']",['Constitution and/or Article 8'],2021_IEHC_770
"['[2018] IECA 392', '[2019] IESCDET 124', '[2020] IEHC 571', '[2021] IEHC 275', '[2005] IEHC 189', '[2018] 2 IR 542', '[2004] 2 AC 368', '[2015] 3 IR 385', '[2015] 3 IR 164', '[2003] EWCA Civ 31', '[2012] IEHC 109', '[2018] IEHC 398', '[2009] IEHC 245', '[2009] 1 AC 115', '[2007] IEHC 398']","['European Convention', 'ECHR', 'Immigration Act 2004', '2004 Act']",2022_IEHC_48
"['[2021 No.', '[2015] IESC 49', '[2014] IESC 34', '[2014] 1 IR 720', '[2008] IESC 53', '[2009] 1 IR 618', '[2019] IEHC 251', '[2012] IEHC 315', '[2009] IESC 83']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice Theft and Fraud Offences Act 2001', 'Criminal Damage Act 1991', '2003 Act', 'Penal Code', 'Code of Criminal Procedure', 'Framework Decision']",2022_IEHC_194
"['[2010] 2 IR 701', '[2012] IESC 26', '[2013] 2 IR 669', '[1987] ECR 4097', 'in Case C-70/95 Sodemare & Ors.', '[1997] ECR 1', '[2012] IESC 59', '[2012] 3 IR 297', '[2011] UKUT 34', '[2018] IEHC 538', '[2002] IEHC 163', '[2011] IESC 41', '[2019] IECA 232', '(Case C-83/11)', '[2013] IEHC 424', '[2013] 1 I.R 227']","['Citizens Directive', 'European Communities (Free Movement of Persons) (No.', '2006 Regulations', 'Persons) Regulations 2015', '2015 Regulations', 'European Communities (Free Movement of Persons) Regulations 2006', 'Directive 2004/38', 'Regulations and Directive', 'Review Officer Decision', 'European Communities (Free Movement of Persons) Regulations 2015', 'EU Treaty', 'Recommendation Submission and Review Officer Decision', 'Regulations.', 'UK Solicitors Regulation', 'Citizens Rights Directive', 'Citizens” Rights Directive', 'Citizens’ Rights Directive', '2015 Regulation', 'Recommendation Submissions and Officer Review Decisions', 'Directive 73/148/EEC', 'Directive 73/148', 'CJEU', 'Citizen’s Directive']",2021_IECA_298
['[2021 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Damage Act 1991', 'Act of 2003 11', 'French Code', 'Council Framework Decision 2009/299/JHA']",2021_IEHC_639
"['[2020 631 JR]', '[2019] IEHC 489', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2002] IESC 44', '[2002] 2 I.R. 169', '[2015] IEHC 222', '[2021] IEHC 82', '[2017] IEHC 127', '[2009] 2 IR 231']","['International Protection Act', '2015 Act', 'Trafficking Directive (Directive 2011/36', 'Dublin III Regulation', 'Trafficking Directive', 'Criminal Law (Human Trafficking) Act 2008', 'Child Trafficking and Pornography Act 1998', 'Immigration Act 1999', 'Criminal Law (Human Trafficking) Act 2018', 'National Action Plan for Potential Victims of Human Trafficking.']",2022_IEHC_182
"['[2021 No.201 EXT.', '[2020] IESC 59', '[2020] IESC 12', '[2013] IESC 24', '[2021] IESC 27', '[2013] 4 I.R. 206', '[2009] IESC 48', '[2019] IEHC 433', '[2013] IESC 7', '[1960] 94 I.L.T.R 185', '[1950] 2 All E.R. 745', '[2021] IEHC 742', '[2008] IESC 52']","['European Arrest Warrant Act', 'Act of 2003', 'Anti-Drug Abuse Act', 'Penal Code', '2003 Act', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', '2002 Framework Decision', 'Convention', 'Article 8 Convention', 'European Convention', 'Road Traffic Act 2010', 'Polish Penal Code', 'Licensing Act', 'Act of 1872', 'Licensing Act 1872']",2021_IEHC_838
"['[2021 No.', '[2021] IEHC 506', '[2016] IESC 17', '[2020] IESC 12', '[2021] IESC 27', '[2022] IESC 6']","['European Arrest Warrant Act', 'Act of 2003', 'Framework Decision', 'European Convention', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Damage Act', 'Theft and Fraud Offences Act 2001', 'Person Act 1997', '2003 Act', 'European Arrest Warrant Act 2003', 'Act of 2003?', 'Convention', 'European Council Framework Decision 2009/299/JHA']",2022_IEHC_287
"['[2002] IECA 98', '[2018] 1 IR 521', '[2010] 2 IR 199', '[2010] 1 IR 635', '[2022] IESC 2']","['2004 Act', 'European Convention', 'Convention', '2003 Act', 'Human Rights Act 2003', 'ECHR', 'Immigration Act']",2022_IECA_108
"['[2021 No.', '[2009] IESC 48']","['European Arrest Warrant Act', 'Act of 2003"")', 'Act of 2003', 'Penal Code', 'General Directorate of Reintegration and Prison Services (DGRSP)', 'Technical Teams for Specialised Treatment (ETET)']",2022_IEHC_383
