CITATION,INSTRUMENT,Neutral Citation
"['[2009] IEHC 7', '[2017] IEHC 266', '[2018] IEHC 194', '[2015] IECA 27', '[2013] IESC 6', '[2016] IECA 235', '[2019] IECA 327', '[1999] 1 I.R. 501', '[2021] IESC 15', '[2021] IESC 16', '[2006] IESC 1', '[2006] 1 I.L.R.M. 363', '[1962] I.R. 180:-', '[1924] 2 I.R. 14', '[2006] IESC 21', '[2007] 1 I.L.R.M. 1].', '[1988] I.R. 1', '[2020] IECA 109', '[1986] I.R. 277', '[2019] IECA 308', '[2010] IEHC 30', '[2018] IEHC 634']","['Companies Act 2014', 'Companies Act 1963', '2014 Act', 'Companies (Consolidation) Act 1908', 'Directive 2005/56/EC']",2022_IECA_12
"['[2021] IESC 15', '[2012] IEHC 512', '[2010] IEHC 30', '[2018] IEHC 194', '[2009] IEHC 46', '[2016] IEHC 161']","['Companies Act 2014', 'Solicitors Acts 1954', 'Amendment) Regulations 1999', 'Succession Act 1965']",2022_IEHC_35
"['[2018] 2 I.R. 239', '[2021] IEHC 105', '(1956) 90 I.L.T.R. 67', '[1994] 2 I.R. 117', '[2021] IEHC 796', '[2019] IECA 155']","['PLANNING AND DEVELOPMENT ACT', 'Planning and Development Act', '2000 Act', 'Habitat’s Directive', 'Environment (Miscellaneous Provisions) Act', 'Courts of Justice Act', 'Courts of Justice Act 1924', 'Courts of Justice Act 1936', 'Principal Act', '1924 Act', '1936 Act', '2009 Act']",2022_IEHC_23
"['2022  1', '[2010] IEHC 129', '(AMBER)', '[1966] AC 552', '[2012] All ER D 345', '[1991] 1 AC 398']","['Housing Act 1966', 'Occupiers Liability Act 1995', 'Housing Acts 1966', 'Occupier’s Liability Act', '1995 Act', 'Occupiers’ Liability Act 1995', 'Occupiers Liability Act']",2022_IEHC_19
"['[2006 No.', '[1996] 2 I.R. 459', '[2004] 1 I.R. 512', '[1966] I.R. 662', '[2015] 4 I.R. 37', '[2020] IEHC 293', '[2009] IEHC 4', '[2021] IEHC 103', '[2021] IEHC 288']","['Credit Institutions (Stabilisation) Act', 'Irish Bank Resolution Corporation Act', 'Code of Conduct on Mortgage Arrears', 'Common Law Procedure Amendment Act', 'Statute of Limitations', 'Circuit Court Rules']",2022_IEHC_12
"['[2014] IESC 21', '[2013] IESC 44', '[2001] 4 IR 436']",['European Convention'],2022_IEHC_28
"['[1996] 2 IR 459', '[2016] IECA 206', '[2020] IESC 67', '[1984] IR 151', '[1980] 2 N.S.W.L.R. 749', '[1994] 1 ILRM 512', '[1969] IR 385']","['Civil Service Regulations Act', 'Personal Injuries Assessment Board Act', 'Statute of Limitations']",2022_IECA_19
"['[2021 No.', '[2021] IEHC 648', '[2015] IEHC 484', '[2015] 7 JIC 2107', '[2021] IEHC 636', '[2021] 10 JIC 1302', '[2021] IESCDET 124', '[2021] IESC 42', '[2021] 7 JIC 1606', '[2021] IESC 79', '[2021] 12 JIC 0704', '[2020] IEHC 632', '[2020] 12 JIC 1105']","['PLANNING AND DEVELOPMENT ACT 2000', 'Transfer of Sentenced Persons Act 1995', '2000 Act', 'Habitats Directive']",2022_IEHC_1
"['[2019 No.', '[1987] A.C. 189', '[1997] 2 I.L.R.M. 45']","['Civil Liability and Courts Act 2004', 'Act of 2004']",2021_IEHC_854
"['[2012 No.', '[1996] 2 I.R. 459', '[2021] IEHC 138', '[2017] IECA 178']",[],2021_IEHC_823
"['[2021] IECA 322', '[1995] 1 ILRM 279', '[2008] IECCA 110', '[2019] IECA 191', '[2016] IECA 204']","['CRIMINAL JUSTICE ACT 1993', 'Criminal Justice Act 1993', 'Child Trafficking and Pornography Act 1998', '1998 Act', 'Criminal Law (Sexual Offences) Act 2017']",2021_IECA_344
"['[2002] 2 IR 418', '[2010] IESC 3', '[2021] IEHC 302', '[2017] IEHC 745', '[2021] IEHC 589', '[2021] IEHC 683', '[2010] IEHC 386', '[2018] IEHC 96', '[2012] IESC 59', '[2013] IESC 34', '[2012] IESC 26', '[2005] IEHC 306', '[2002] 1 IR 164', '[2002] 1 I.R. 164']","['Immigration Act 1999', '1999 Act', 'Immigration Act', 'Refugee Act 1996']",2021_IEHC_835
"['(Case C-394/12,', '[2014] 1 WLR 1895', '[2016] 1 WLR 3969', ', Case C-155/15 Karim v Migrationsverket', '; Case C-670/16 Mengesteab v Germany', '[2018] 1 WLR 865', '[2018] 1 WLR 3384', '[2019] 1 WLR 4975', '[2021] IECA 293', '[2020] IESC 46', '[2021] IEHC 717', '[2012] 3 IR 152', '[2018] IESC 16', '[2018] 3 IR 326', '[2011] IEHC 214', '[2011] 2 IR 798', '[2016] EWCA Civ 810', '[2016] 1 WLR 4894', '[1948] 1 KB 223', '(2008) 47 EHRR 18', '(2017) 65 EHRR 12', '[2013] IESC 49', '[2013] 4 IR 274']","['Dublin Convention', 'Dublin III', 'Irish Regulations', 'European Communities Act 1972', 'European Union (Dublin System) Regulations 2018', '2018 Regulations', 'International Protection Act 2015', '2015 Act', 'Charter/Article 8 ECHR', 'European Convention', 'Dublin Regulations', 'Impugned Decision', 'Human Rights 2003', 'Applicant’s Article 8.1 ECHR', 'Dublin III Regulation', 'Geneva Convention', 'ECHR', 'Charter/Article 5 ECHR']",2022_IECA_7
"['[2019 No.', '[2006] IEHC 289', '[2009] IEHC 397']","['COMPANIES ACT 2014', 'Companies Act 2014', 'Act of 2014', 'Taxes Consolidation Act', 'Companies Act']",2022_IEHC_24
"['[1935] AC 462', '[2021] IEHC 60', '[1992] I.L.R.M. 674', '[2019] IESC 86']","['Criminal Justice (Theft and Fraud Offences) Act 2001', 'Criminal Justice (Administration) Act 1924', '1924 Act']",2022_IEHC_32
"['[2017 231 SP] IN', '[2007] IEHC 120', '(1970) 106 I.L.T.R. 82', '[1990] 2 I.R. 143', '[2003] 2 I.R. 250', '[1998] 4 I.R. 527', '[1984] I.R. 599']","['SUCCESSION ACT', 'Succession Act', '1965 Act']",2022_IEHC_65
"['[2004] IR 359', '[2019] IECA 260', '[2015] IECCA 2', '[2018] IECA 343', '[2020] IECA 55', '[2020] IECA 140']","['Misuse of Drugs Act 1977', 'Misuse of Drugs Act 1984', 'Irish Medicines Board (Miscellaneous Provisions) Act 2006', 'Misuse of Drugs Act']",2022_IECA_14
"['[2020 No.', '[2020] IEHC 601', '[2020] IEHC 477', '[2021] IEHC 281', '[2019] IEHC 186', '[2021] IECA 259', 'and Case C-470/16 North East Pylon Pressure Campaign', '[2018] IESC 36', '[2021] IESC 51', '[2007] IEHC 30']","['Planning and Development Act', 'EIA Directive', 'Waste Water Discharge (Authorisation) Regulations', 'Waste Water Discharge (Authorisation) (Environmental Impact Assessment) Regulations', 'Legal Services Regulation Act', 'Aarhus Convention', 'IPPC Directive', 'Act of 2015', 'Act of 2000', 'Miscellaneous Provisions) Act', 'Legal Services Regulatory Act', 'Convention']",2022_IEHC_25
"['[2019] IEHC 825', '[2019] 12 JIC 0601', '[2021] IECA 217', '[2021] 7 JIC 3001', '[2008] ECR 1', '[2017] IEHC 308', '[2017] 5 JIC 1103', '[2017] IESC 25', '[2018] 1 I.R. 189', '[2021] IECA 98', '[2021] 3 JIC 2902', '[2015] IESC 11', '[2015] 2 JIC 1901', '2015 WJSC-SC 25217', '[2017] IESC 46', '[2018] 2 I.R. 1', '[1982] 11 JIC 2401', '1983 WJSC-HC 611', '[1984] 12 JIC 2102', '1985 WJSC-HC 181', '[1986] 11 JIC 2602', '2004 WJSC-SC 2866', '[1993] 1 I.R. 405', '[2001] IEHC 148', '[2001] 10 JIC 1905', '[2005] IEHC 408', '[2005] 4 JIC 2803', '[2002] 1 I.L.R.M. 439', '[2007] IEHC 258', '[2007] 7 JIC 2604', '[2012] IEHC 406', '[2012] 10 JIC 0401', '[2010] IEHC 404', '[2010] 10 JIC 0702\xa0(Unreported', '[2011] IEHC 81', '[2011] 3 JIC 0802', '[1993] IR 405', '[2012] 10 JIC 0401\xa0[', '[2014] IEHC 632', '[2015] IEHC 248', '[2018] IEHC 654', '[2018] 11 JIC 2001', '[2021] IECA 291', '[2021] 11 JIC 0501 (Unreported', '[2020] IEHC 634', '[2020] 12 JIC 1601', '[2021] IEHC 97', '[2021] 2 JIC 0507', '[2021] IECA 345', '[2021] 12 JIC 2105', '[2021] IEHC 542', '[2021] 7 JIC 3003', '[2021] IEHC 618', '[2021] 10 JIC 0101', '[2004] IESC 50', '[2004] 7 JIC 2906', '[2006] IESC 9', '[2006] 4 I.R. 329', '[2016] IECA 78', '[2016] 3 JIC 0304', '2016 WJSC-CA 7503', ', Case C-329/17 ...', '[2019] IEHC 646', '[2019] 9 JIC 2002', '[2019] IEHC 47', '[2019] 2 JIC 0405', '[2020] IECA 22', '[2020] 2 JIC 0502', '[2008] IEHC 295', '[2008] 6 JIC 1902', '[2002] 1 I.L.R.M. 409', '[2012] IEHC 14', '[2012] 1 JIC 2501', '[2016] IEHC 620', '[2016] 11 JIC 0809', '2016 WJSC-HC 1447', '[2019] IEHC 789', '[2019] 5 JIC 2109', '[2016] IECA 92', '[2016] 3 JIC 1602', '2016 WJSC-CA 1837', '[2010] IEHC 310', '[2021] IEHC 450', '[2021] 7 JIC 0702', '[2021] IEHC 583', '[2021] 9 JIC 2101', '[2015] IEHC 838', '[2015] 10 JIC 1608', '[2019] IECA 257', '[2019] 10 JIC 1607', '[2020] IEHC 608', '[2020] 11 JIC 2404', '[2009] IESC 78', '[2010] 1 I.R. 336']","['PLANNING AND DEVELOPMENT ACT 2000', 'Planning and Development Act 2000', 'Environment (Miscellaneous Provisions) Act 2011', 'Forestry Act 2014', 'Roads Act 1993', 'Planning and Development Regulations 2001', 'County Offaly Development Plan 2014', 'Directive 2011/92', 'European Communities (Environmental Impact Assessment) (Agriculture) Regulations 2011', 'Environmental (Miscellaneous Provisions) Act 2011', '2000 Act', 'Wildlife Act 1976', 'Planning and Development Act 1976', '1976 Act', 'Act of 1963', 'Act', 'Act of 2000', '1963 Act', 'Planning and Development Act 1963', 'Regulations of Statutory Instrument 65', 'Regulations of 2011', ""Regulations'"", 'Act of 2011', 'Planning and Development Act', 'Regulations 2001', 'PDR 2001', 'EIA Directive', 'Directive 79/409/EEC', 'Directive 92/43EEC', '2001 Regulations', 'Directive 92/43/EEC', 'Directive 2009/147', 'Natura 2000', 'Habitats Directive', 'Birds Directive', 'Forestry Act', 'Occupiers’ Liability Act 1995', '1995 Act']",2022_IECA_6
"['(Case 461/17)', '[1996] 3 IR 435', '[2019] IEHC 888', '[2020] IEHC 601', '[2015] IECA 272', '[1996] 3 I.R. 435', '[2006] IEHC 15', '[2007] 4 IR 112', '[2014] IEHC 400', '[2018] IESC 31', '[2017] IEHC 773', '[2015] IEHC 18', '[2006] IEHC 400', '[2009] IEHC 202', '[2010] IEHC 68']","['Directive 2011/9/EU', 'Directive 97/43/EEC', 'Habitats Directive', 'EU Birds Directive', 'Natura 2000', 'Planning and Development Act 2000', 'CJEU’', '2000 Act']",2021_IEHC_834
"['[2018] 1 I.R. 189', '[2018] IESC 54', '[2001] 33 E.H.R.R. 18', '[1997] IEHC 89', '[2020] IESC 42', '[2003] IEHC 101', '[2015] IECA 27', '[2019] IECA 337', '[2018] IECA 402', '[2007] 3 I.R. 13', '[1985] I.R. 120', '[1987] I.R. 333']","['PLANNING AND DEVELOPMENT ACT 2000', 'Planning and Development Act 2000', 'Act of 2000', 'Act of 1963', 'Habitats Directive', '2000 Act', 'Planning and Development Regulations', 'Planning and Development Regulations 2001']",2021_IECA_345
"['[2018] IECA 392', '[2019] IESCDET 124', '[2020] IEHC 571', '[2021] IEHC 275', '[2005] IEHC 189', '[2018] 2 IR 542', '[2004] 2 AC 368', '[2015] 3 IR 385', '[2015] 3 IR 164', '[2003] EWCA Civ 31', '[2012] IEHC 109', '[2018] IEHC 398', '[2009] IEHC 245', '[2009] 1 AC 115', '[2007] IEHC 398']","['European Convention', 'ECHR', 'Immigration Act 2004', '2004 Act']",2022_IEHC_48
"['[2007] 4 IR 471', '[2017] IEHC 802', '[2005] EWCA Crim 888', '[1997] 1 IR 392', '[2002] 2 IR 246', '[2005] 2 IR 321', '[1976] IR 325', '[2018] 2 IR 337', '(1972) 1 Frewen 351', '[1994] 3 IR 306', '[2000] 4 IR 356', '[2015] IECA 76']","['Criminal Justice (Theft and Fraud Offences) Act 2001', 'Criminal Justice Act 1984']",2022_IECA_18
"['[2021 No.', '[2008] IEHC 93', '[2010] 4 I.R 554', '[2012] 4 I.R 681', '[2016] IEHC 599', '[2020] 2 I.R 1']",[],2021_IEHC_814
"['(Case C – 254/19)', '[2015] IEHC 271', '[2011] IESC 2', '[2017] IEHC 541', '[2015] IEHC 633', '[2014] IEHC 232', '[2009] EWCA Civ 1061', '(Case C-179/06)', '[2021] IEHC 362', '[2020] IEHC 122', '[2017] IEHC 311', '[2021] IEHC 424']","['Directive 92/43/EEC', 'Habitats Directive', 'Road Traffic Act 1994', 'Road Traffic Acts 1961', 'EIA Directive', 'Natura 2000', 'Tralee Bay Complex Special Protection Area', '1994 Act', 'Council Directive 92/43']",2022_IEHC_29
"['[2016] 2IR 185', '[2003] 2 IR 430', '[1983] IR 88', '[1975] AC 396', '[2019] IESC 28']",[],2022_IEHC_52
