CITATION,INSTRUMENT,Neutral Citation
"['[2006] IEHC 438', '[1965] 1 I.R. 180', '[1994] 2 ILRM 321', '[2021] IECA 293', '[2015] IESC 103', '[2015] 4 I.R. 535', '[1968] I.R. 11', '[2003] 1 I.R. 442', '[2015] IESC 66', '[2016] 2 I.R. 438', '[2016] IESC 60', '[2017] 3 I.R. 320']","['Directive 2006/115/EC', 'Copyright and Related Rights Act 2000', 'EU Rental & Lending Directive 2006/115', '2006 Directive', 'Copyright & Related Rights Act', 'EU Directive', 'Copyright Act', '2000 Act', 'Act of 2000', 'European Directive', 'Directive 2006/115', 'CJEU', 'WIPO Performances and Phonograms Treaty 1996', 'Rules of 1905', '1963 Rules']",2022_IECA_8
"['[2020 No.', '[2021] IEHC 424', '[2021] 7 JIC 0201', '[2021] IEHC 636', '[2021] 10 JIC 1302', '[2021] IEHC 771', '(ECLI:EU:C:2007:14)', '[1995] ECR I-04921', '[2002] ECR I 1147', '[1980] I.R. 269', '[1993] 1 I.R. 39', '[2003] IESC 42', '[2003] 3 I.R. 197', '[2006] IEHC 102', '[2007] 4 I.R. 112', '[2011] IESC 2', '[2011] 1 I.R. 729', '[2011] IEHC 488', '[2011] 11 JIC 2205', '[2012] IEHC 23', '[2012] 1 JIC 1205', '[2013] 2 I.R. 221', '[2014] IEHC 351', '[2014] 2 ILRM 506', '[2015] IEHC 481', '[2015] 7 JIC 0708', '[2015] IEHC 484', '[2015] 7 JIC 2107', '[2016] 7 JIC 1906', '[2016] IEHC 646', '[2016] 11 JIC 1404', '[2017] IESC 13', '[2017] 1 I.R. 53', '[2017] IESC 60', '[2017] 7 JIC 2706', '[2017] IEHC 311', '[2017] 5 JIC 1211', '[2018] IESC 31', '[2018] 2 I.L.R.M. 453', '[2018] IEHC 566', '[2018] 10 JIC 1203', '[2018] IEHC 622', '[2018] 10 JIC 3009', '[2019] IESC 18', '[2019] 2 I.L.R.M. 1', '[2019] IEHC 80', '[2019] 2 JIC 1501', '[2019] IESC 90', '[2020] 1 I.L.R.M. 637', '[2019] IEHC 186', '[2019] 3 JIC 2901', '[2019] IEHC 820', '[2019] 12 JIC 0502', '[2020] IEHC 39', '[2020] 1 JIC 3104', '[2020] IESC 49', '[2020] 2 I.L.R.M. 233', '[2020] IEHC 122', '[2020] 3 JIC 0502', '[2020] IEHC 151', '[2020] 3 JIC 1003', '[2020] IEHC 218', '[2020] 5 JIC 1501', '[2020] IEHC 402', '[2020] 8 JIC 1702', '[2020] IEHC 429', '[2020] 8 JIC 3101', '[2020] IEHC 586', '[2020] 11 JIC 2501', '[2020] IEHC 622', '[2020] 12 JIC 0201', '[2021] IESC 42', '[2021] 7 JIC 1606', '[2021] IEHC 362', '[2021] 5 JIC 2705', '[2021] IEHC 594', '[2021] 9 JIC 3003']","['Planning and Development Act 2000', '2000 Act', 'EIA directive 2014/52', 'Aarhus Convention', 'Aarhus convention', 'convention', 'Habitats Directive', 'Convention', 'CJEU.', 'Directive 79/409/EEC', 'Directive 92/43/EEC', 'Directive 2000/60', 'Directive 2009/147/EC', 'Directive 2011/92', 'Directive 2014/52', 'UN/ECE Convention', 'Natural Habitats) Regulations 2011', ') Regulations 2013', 'Amendment) Regulations 2013', 'Amendment) Regulations 2015']",2022_IEHC_2
"['[1996] 2 I.R. 459', '[2016] IECA 206', '[2019] IEHC 289', '[2015] IECA 280']",[],2022_IEHC_36
"['[2020] IEHC 36', '[2020] IECA 87', '[2014] 1 IR 749', '[1893] 1 QB 439', '[2015] IESC 96', '[2015] 2 IR 656', '2nd Ed.', '[2019] IESC 84']",[],2022_IECA_11
"['[1967] IR 89', '[2016] IEHC 304']",['Courts Act 1988'],2022_IEHC_9
"['[2020] 1 I.R 211', '[2013] IESC 22', '[2004] 2 I.R 20', '[2010] IEHC 3', '[2020] IECA 120', '[2018] IEHC 123', '[2006] 3 I.R. 566', '[2017] IECA 258', '[2006] 3 I.R 566']",['Civil Lability Act'],2022_IEHC_20
"['[2022] IECA 3   Birmingham P.', '[2009] 2 IR 381', '[2009] 2 IR 395', '[2010] 1 IR 129', '[2003] 4 IR 355', '[2009] IECCA 49', '[2007] 2 IR 336', '[1999] 7 JIC 1202']",['Criminal Justice Act 1984'],2022_IECA_3
"['[2021] IESC 79', '[2021] IEHC 254', '[2021] IEHC 422', '[2021] IESCDET 109', '[1972] IR 241', '[2000] IESC 53', '[2000] 4 IR 337', '[1999] 4 IR 99', '[2021] IESC 1']","['Environmental Impact Assessment Directive (Directive 2011/92', 'EIA Directive', 'Habitats Directive (Directive 92/43/EEC', 'Natura 2000', 'Water Framework Directive (Directive 2006/60', 'Surface Water Regulations']",2021_IESC_83
"['[2014] IEHC 385', '[2018] IEHC 760', '[2019] IECA 255', '[2015] IEHC 799', '[2020] IECA 187', '[2000] 4 I.R. 412', '[2012] IESC 59', '[2019] IESC 59', '[1999] 4 I.R. 26', '[2019] 3 I.R. 317', '[1986] I.R. 642', '[2019] IEHC 553']",[],2021_IECA_340
"['[2018 No.', '5619 P.]', '8 E. The Pleaded Case……………………………………………………………………….. 19', '[1933] AC 70', '[1997] 3 IR 43', '[1988] 373', '[1998] 1 WLR 896', '[2005] 1 IR 274', '[2012] 2 IR 327', '[2017] IESC 31', '[2019] IESC 2', '[2015] AC 1619', '[2011] 1 WLR 2900', '[2017] UKSC 24', '[2007] IEHC 271', '[1985] AC 191', '[2012] IESC 23', '[1997] AC 313', '[2007] 4 IR 175', '[2019] IEHC 829', '[2020] IECA 213', '[1954] IR 35', '[1930] 2 KB 83', '[1931] 2 KB 113', '[1975] NI 7', '[1984] IR 1', '(1977) 180 CLR 266', '[2017] IECA 74', '[1978] ILRM 136', '[1943] IR 380', '[1956] 1 WLR 303', '(1889) 14 P.D. 64', '[1997] 2 IR 193', '[1997] 2 IR 531', '[2002] IR 17', '[2017] IEHC 607', '[1995] C.L.C. 117', '(1926) Ltd', '[1939] 2 K.B. 206', '[1973] 1 WLR 601', '[2016] AC 742', '[1995] EMLR 472', '[2002] 1 AC 408', '[1985] IR 289', '[2007] 2 IR 696', '[2018] IEHC 444', '[1984] IR 296', '[1986] IR 603', '(1935) 69 ILTR 232', '[1984] IR 696', '[1985] IR 367', '[2007] IEHC 80', '[2013] IEHC 514', '[2017] IEHC 699', '[2018] IEHC 653', '[2001] 1 IR 64', '[1982] IR 466', '[2005] 1 IR 604', '[1898] 2 QB 547:-', '[2016] 1 IR 742']","['F. Trial', 'MUDs Act', 'Multi-Unit Developments Act', 'Building Regulations', 'Building Control Regulations 1991', 'Building Regulations 1991', 'Building Control Act 1990', 'MCA', 'Building Control Act', 'MCA Clarion', 'MCA.', 'Planning and Development Acts 2000', 'Building Control Acts 1990', 'Building Control Acts.', '1980 Act', '1967 Act', 'Planning and Development Act', 'Companies Act', 'Landlord and Tenant Act', '1931 Act', 'Court’s Act', '1981 Act', 'Equal Status Acts', 'Clarion’s MUDs Act', 'Family Home Protection Act', '1976 Act', 'Act of 1976', 'Irish Constitution', 'Environment (Miscellaneous Provisions) Act', '2011 Act', 'MUD Act', 'Building Control Acts/Building Regulations']",2021_IEHC_811
"['[2017]\xa0IECA\xa0291', '[2020]\xa0IEHC\xa012', '[2019]\xa0IESC\xa049', '[2020]\xa01\xa0I.R.\xa0364', '[2021]\xa0IECA\xa093']","['Registration of Deeds and Title Act 2006', 'Courts of Justice Act 1924', 'Courts Act 1981']",2021_IEHC_796
"['[2014 No.', '[2001] B.C.J. No.', '[2004] B.C.J. No.', '[2012] B.C.J. No.', '[2020] IEHC 403', '[2020] 6 JIC 2302', '[2020] IEHC 665', '[2020] 12 JIC 1407']",[],2021_IEHC_779
"['[2021 No.', '(1969) 7 CRNS 42', '[2009] IESC 48', '[2021] IESC 45']","['Terrorism Act 2000', 'Explosive Substances Act 1883', 'Terrorism Act 2006', 'European Arrest Warrant Act', 'Act of 2003', 'Offences Against the State Act 1939', 'Unlawful Organisation (Suppression) Order 1939', '1939 Act', 'Explosive Substances Act', 'Firearms Act', 'Firearms Act 1964', 'Criminal Law (Jurisdiction Act', 'Offences Against the State (Amendment) Act 1998', 'Act of 1939', 'Criminal Justice (Terrorist Offences) Act 2005', '2003 Act', 'Offences Against the State Act', 'UK Terrorism Act 2006', 'Convention', 'Terrorism Act', 'UK Terrorism Act 2000', 'Terrorist Offences Act 2005', 'Act of 1998', '2005 Act', 'Terrorist Act Offences Act 2005', 'Offences Against the State Act 1998', 'UK Terrorism Offences Act 2000', 'European Arrest Warrant Act 2003']",2022_IEHC_144
[],"['PLANNING AND DEVELOPMENT ACT', 'Residential Tenancies Act 2016', '2016 Act', 'Environment (Miscellaneous Provisions) Act 2011', '2011 Act']",2022_IEHC_16
"['[2018 7377 P]', '[2013] IEHC 135', '[2001] 4 I.R. 463', '(1987) 37 D.L.R. (4th) 685', '[2011] 1 I.R. 47', '2018/3542 P  55', '2019/120 P 57', '2018/6818 P 61']","['Constitution, European Convention', 'Stamp Duties Consolidation Act']",2022_IEHC_17
['[1985] IESC 8'],"['Dublin Circuit Criminal Court', 'Children Act', 'Criminal Justice Act', 'Act of 1993', 'Criminal Justice (Miscellaneous Provisions) Act', 'Act of 1951', 'Act of 1997']",2022_IECA_30
"['[2021 No.', '[2015] IESC 49', '[2014] IESC 34', '[2014] 1 IR 720', '[2008] IESC 53', '[2009] 1 IR 618', '[2019] IEHC 251', '[2012] IEHC 315', '[2009] IESC 83', '(2002/584/JHA)', '[2011] IEHC 287', '2 T 120/2013', '[2019] IECA 182', '[2017] IEHC 482', '[2021] IEHC 632', '(Case C-640/15)', '[2021] IECA 188']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Road Traffic Act 2010', '2003 Act', 'Framework Decision', 'Criminal Code', 'Council Framework Decision 2009/299/JHA', 'Framework Decision 2002/584', 'Act of 2003?', 'Convention', 'European Convention']",2022_IEHC_145
"['[1978]\xa0I.R.\xa0409', '[2016]\xa0IECA\xa039', '[2020]\xa0IEHC\xa0149', '[2020]\xa01\xa0I.R.\xa0394', '[2020]\xa02 I.L.R.M.\xa0483', '[2021]\xa0IEHC\xa0452', '[1992]\xa01\xa0I.R. 119', '[2001]\xa0Q.B. 36']","['CIVIL LIABILITY ACT 1961', 'Civil Liability Act 1961', 'Legal Services Regulation Act 2015']",2021_IEHC_754
"['[1999]\xa0IESC\xa076', '[2000]\xa01\xa0I.R.\xa0345', '[1967]\xa0I.R.\xa0323', '[2016]\xa0IECA\xa0243', '[2002]\xa02\xa0I.L.R.M.\xa022', '[2015]\xa0IECA\xa0249', '[2002]\xa0IESC\xa069', '[2002]\xa04\xa0I.R.\xa0409', '[2008]\xa0IEHC\xa052', '[1997]\xa0IEHC\xa074', '[2017]\xa0IEHC\xa0285', '[2021]\xa0IECA\xa068', '[2006]\xa0IESC\xa015', '[2007]\xa01\xa0I.R.\xa0156', '[2021]\xa0IECA\xa0167', '[2013]\xa0IEHC\xa0439']","['Civil Liability Act 1961', 'Legal Services Regulation Act 2015']",2022_IEHC_4
"['[2020 276 COS] IN', '[1998] 2 ILRM 435', '[2013] IEHC 544']","['Companies Act', 'Friendly Societies Acts 1896', 'Industrial and Provident Societies Acts 1893', 'Companies Act 2014']",2021_IEHC_826
"['[2013] IESC 48', '[2013] 4 IR 417', '[2018] IECA 132', '[2013] IESC 36', '[2014] 1 ILRM 1', '(1843) 11 M &W 827', '(1972)', '[2005] 3 I.R. 601', '[1979] AC 705', '(1885) 10 App.', '(1834) C.M. & R. 211', '[2000] 1 A.C.  335', '[1891] 2 Ch.', '[1904] A.C. 476', '[1914] A.C. 338', '[2010] IEHC 152', '[2012] IESC 25', '[2018] 1 IR 505']","['Naas Town Council Compulsory Purchase (Corban’s Lane/Friary Road Improvement) Order No.', 'Council’s Compulsory Purchase Order', 'Statutory Compensation Code', 'Roads Act 1993', '1993 Act', 'Road Act 1993', 'Roads Act 1973']",2021_IECA_341
['[2021 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR']",2022_IEHC_76
"['[2015] IECA 307', '[2012] IECCA 82']","['Offences Against the Person Act', 'Criminal Law (Rape) Act 1981', 'Sex Offenders Act 2001', 'Criminal Justice Act 1984', 'Interviews) Regulations 1997', 'Court’s Decision 50']",2022_IECA_51
"['[2018] IESC 80', '[2001] 4 IR 445', '[2016] IESC 49', '[2016] 1 IR 676', '[2018] EWCA Civ 366', '[2018] 1 WLR 3969', '[2017] UKSC 67', '[2018] AC 391', '[1982] QB 1053', '[2017] IECA 250', '[2019] IECA 63', '[2019] IESC 7', '[2019] 3 IR 482', '[2009] IESC 41', '[2009] 2 ILRM 77', '[1994] 1 WLR 512']","['Solicitors (Amendment) Act 1960', '1960 Act', 'Legal Services Regulation Act 2015', '2015 Act', 'Solicitors (Amendment) Act 1994', 'Solicitors Act 1954', 'Solicitors’ Accounts Regulations']",2022_IECA_2
"['2021 12', '[1996] 2 IR 79', '[1892] 3 CH 38']","['European Convention', 'Criminal Law (Insanity) Act 2006', 'Lunacy Regulation (Ireland) Act 1871', '1871 Act', 'Assisted Decision-Making (Capacity) Act 2015', '2015 Act']",2022_IEHC_21
"['2020/79 CA]', ', 2018.', '[2018] IEHC 485', '[2021] IESC 26', '[2018] IECA 352', '[2011] IEHC 438', '[2021] IEHC 761']","['Land and Conveyancing Law Reform Act 2013', 'Registration of Title Act', 'Land and Conveyancing Law Reform Act 2009', '1964 Act', 'Act of 1964', 'Registration of Title Act 1964', 'Companies Act 2014']",2022_IEHC_8
"['[1996] 2 I.R. 459', '[2016] IECA 206', '[2021] IEHC 763', '[2018] IEHC 7:-', '[2017] IEHC 345', '[2007] IEHC 431', '[2015] IECA 280', '[2021] IECA 287', '[2015] IESC 32']",[],2022_IEHC_37
"['[2008] 1 I.R. 277', '[2015] IEHC 271']","['2016 Act', 'Habitats Directive', 'European Council Directive 92/43/EEC', '2011 Regulations', '2000 Act', 'Habitats Directive (Council Directive 92/43', 'Habitats Regulations', 'Planning and Development Act 2000', 'Superior Court Rules']",2022_IEHC_18
"['[2019 No.', '[2020] IESCDET 109', '[2005] IESC 34:-', '[1981] 1 IR 306', '[2000] 3 IR 321', '[2014] IESC 21', '[1999] IESC 54', '[2021] IECA 3', '[1998] 2 IR 61', '[1988] SLT 611', '[1987] QB 565', '[1969] 1 AC 191', '[2002] 1 AC 615', '[1999] PNLR 826', '(1843) 3 Hare 100', '[2001] 4 IR 463', '[2013] IESC 44', '[1996] 1 IR 468', '[1986] IR 90', '[1997] 2 ILRM 486', '[2010] 2 IR 118', '[2013] IESC 52', '[1993] 3 IR 501', '[1988] Ch 229', '[2021] IESC 12', '[2000] 4 IR 337', '[2009] 4 IR 74', '[2006] 2 IR 191', '[2019] IECA 336', '[2009] IEHC 210']","['European Convention', 'Consumer Protection Code', 'Data Protection Act', 'Data Protection Acts', 'Legal Services Regulation Act', 'Barrister’s Professional Conduct Tribunal', 'Data Protection Acts 1998', 'Lisbon Treaty', 'Defamation Act', 'EU Directive 95/46/EC', 'Data Protection Directive', 'General Data Protection Regulation', 'Human Rights Act', 'Convention', 'EU Directive']",2021_IEHC_825
"['[2006] IESC 20', '(App.', '[2015] IECA 153', '[1991] 1 IR 60', '[2007] IECCA 97', '[1992] 2 IR 362', '[2012] IECCA 78', '[2008] IECCA 67', '[1981] 1 WLR 1039', '[2021] IESC 60', '[2020] IECA 176', '[2015] IESC 31', '[2020] IESC 26']","['Offences Against the State Act 1939', 'Criminal Justice (Terrorist Offences) Act 2005', 'Offences Against the State Act 1972', 'Criminal Procedure Act 2010', 'Offences Against the State (Amendment) Act 1972', '1972 Act', 'Garda Síochána Acts 2005', 'Offences Against the State Acts 1939', 'Criminal Law Act 1976', 'Criminal Justice (Money Laundering and Terrorist Financing) Act 2010', 'Act of 1972', 'Constitution.', 'Criminal Procedure Act 2021', '2010 Act']",2021_IECA_342
"['[2021] IEHC 17', '[2019] IEHC 883', '[2019] IECA 232', '(Case C-316/85)', '(Case C-1/05)', '(Case C-423/12)', '(Case C-83/11)', '[2018] IEHC 458', '[2019] IEHC 487', '[2021] IECA 1', '[2021] IECA 298', '(Case C-200/02)', '[2012] IESC 26']","['Citizenship Directive', '2015 Regulations', 'Citizens Directive', 'Regulation 5(5)(a)']",2021_IECA_339
"['[2020] IEHC 200', '[2005] 1 I.R. 274', '[1998] 1 W.L.R. 896']",[],2022_IEHC_22
"['[2021] IEHC 163', '[2020] 1 I.R 211', '[2002] IEHC 113', '[1997] 3 I.R 573', '[2017] IECA 258', '[2020] IECA 36', '[2019] IEHC 720', '[2017] IECA 248', '(1882) 11 Q.B.D 55', '[2003] 4 I.R 264', '(1969) 15th', '[2003] 4 I.R. 264', '[2004] 2 I.R 20', '[2009] IEHC 292', '(1988) 5 ANZ Insurance Cases 60', '[1981] VicSC 595', '[1906] 2 KB 217', '[1991] 2 I.R 424', 'Hall 2019) 140']","['Competition Act', '[Owners’] Proceedings)', 'Fire Safety Regulations', 'Building Regulations', 'General Application) Regulations 2007', 'Directive 2001/95/EC', 'Superior Court Rules', 'Data Protection Acts']",2022_IEHC_34
"['[2018] 2 IR 337', '[2008] 4 IR 204', '[2020] IECA 15', 'Decision 54', '[2021] IECA 178']","['Criminal Justice (Theft and Fraud Offences) Act 2001', 'Criminal Damage Act', 'Criminal Justice (Public Order) Act']",2022_IECA_44
"['2022 1', '[2015] IEHC 854']","['SUCCESSION ACT', 'Succession Act', 'Act of 1965']",2022_IEHC_14
"['[2016] IESC 55', '[1943] I.R. 16', '[2015] IEHC 557', '[2021] IEHC 118', '[1939] I.R. 413', '[2011] IEHC 142', '[1982] ILRM 421', '[1982] I.R. 466', '[2001] 1 I.R. 64', '[1988] I.R. 258', '[2013] 3 I.R. 533', '[2020] IESC 60', '[1981] I.R. 117', '[2019] IESC 50', '[1985] I.L.R.M. 200', '[2020] IECA 298', '[2016] IESC 33']","['Taxes Consolidation Act 1997', 'Finance (Tax Appeals) Act', 'Summary Jurisdiction Act 1857', 'Courts (Supplemental Provisions) Act 1961', 'Finance Act 2012', 'Act 2019', '2019 Act', '2012 Act', 'Interpretation Act 2005', 'Finance Act 1989', '1989 Act', 'Finance Act 1992', 'Capital Gains Tax Act 1975', '1975 Act', 'Act of 1975', 'Finance Act']",2022_IEHC_43
"['[2017 468 P]', '[2016] IECA 243', '[1967] I.R. 323', '[2001] 4 I.R. 52', '[2015] IECA 249', '[2017] IEHC 285', '[2000 1 I.R. 345', '[2002] 4 I.R. 409', '[2021] IECA 68']","['Civil Liability Act 1961', 'Occupier’s Liability Act', '1995 Act', 'Civil Liability Act', '1961 Act']",2021_IEHC_844
"['[2021 No.', '[2012] IEHC 434', '[2012] IESC 37', '[2012] 4 I.R. 147', '[2020] IESC 12', '[2016] ISEC 17']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR']",2022_IEHC_38
"['[2014 No.', '[1996] 2 I.R. 459', '[2017] IECA 178', '[2021] IEHC 138']",[],2021_IEHC_853
"['[2021 No.', '[2021] IEHC 422', '[2021] 7 JIC 0205', '[2021] IEHC 509', '[2021] 7 JIC 2802', '[2021] IEHC 683', '[2021] 11 JIC 0502', '[2021] IECA 259', '[1965] I.R. 70', '[2021] IEHC 143', '[2021] 3 JIC 1217', '[2015] IECA 28', '[2015] 1 I.R. 627', '[2021] IEHC 312', '[2021] 5 JIC 1002', '[2021] IEHC 597', '[2021] 10 JIC 0702', '[2020] IECA 72', '[2020] 3 JIC 2001', '[2020] IEHC 322', '[2020] 7 JIC 0103', '[2018] IEHC 622', '[2018] 10 JIC 3009', 'and Case T-9/19 ClientEarth v. European Investment Bank (General Court of the European Union', '[2017] IESC 13', '[2017] 1 I.R. 53', '[2014] EWCA Civ 1539', '[Case C-240/09,', '[2016] EWHC 2618', '[2013] IEHC 430', '[2013] 2 I.R. 373', 'In Case C-530/11 European Commission v. United Kingdom (Court of Justice of the European Union', 'ECE/MP.PP/C.1/2010/6/Add.3', '[2009] EWCA Civ 107', '[2000] IEHC 34', '[2000] 4 I.R. 321', '[2020] IEHC 621', '[2020] 11 JIC 2702', '[2021] IEHC 265', '[2021] 5 JIC 2704']","['PLANNING AND DEVELOPMENT ACT 2000', 'TENANCIES ACT 2016', 'Aarhus Convention', '2016 Act', 'Planning and Development Act 2000', 'Residential Tenancies Act 2016', 'Habitats Directive', 'Habitats Regulations', 'EIA Directive', '2000 Act', 'Planning and Development Regulations 2001', '2001 Regulations', 'Environment (Miscellaneous Provisions) Act 2011', 'Council Directive 85/337', 'Directive 2003/35/EC', 'justice Council Directive 85/337/EEC', 'Council Directive', 'Directive 2001/42', 'Directive 2008/1/EC', 'directive 85/337', '2011 EIA', '2011 Act', 'European Communities (Birds and Natural Habitats) Regulations 2011', 'Decision 2005/370', 'Convention', '2004 Act', 'Planning and Compulsory Purchase Act 2004].', 'Legal Services Regulation Act 2015', '2015 Act', 'CJEU 77', 'CJEU']",2022_IEHC_6
"['[2015]\xa0IECA\xa093', '[2002]\xa0IESC\xa061', '[2002]\xa03\xa0I.R.\xa0493']","['Recognition and Enforcement of Judgments', 'Lugano Convention', 'Hague Convention', 'Order 12(26)RSC', 'Legal Services Regulation Act 2015']",2021_IEHC_795
"['[2020 No.', '(1843) 3 Hare 100', '[2019] IESCDET 232', '[1955] I.R. 170', '[2015] IEHC 200', '[2003] IESC 1', '[1885] 16 LR IR 314', '[1915] 1 IR 345', '[1996] 1 Lloyds Law Reports 278', '[2002] W.L.R 72', '[2002] 2 All E.R. 737', '[2012] IEHC 20', '[1981] I.R. 306', '[2014] 2 I.R. 301', '(1987) 37 D.L.R. (4th) 685', '[2021] IECA 174', '[2009] IEHC 207', '[2014] IESC 66', '[1986] 1 I.R. 425']","['Land and Conveyancing Law Reform Act', 'Personal Insolvency Act', 'Act of 2009', 'Judgments (Ireland) Act']",2022_IEHC_15
"['[2019 No.', '[1972] I.R. 36', '[1968] AC 192', '[2007] 2 I.R. 421', '[2008] 1 I.R. 227', '[1991] I.L.R.M. 641', '[2015] EWHC 28', '[2014] EWHC 957', '[2012] IEHC 179', '[2010] 3 I.R. 783', '(Application no.', '[2021] EWHC 1269']","['EXTRADITION ACT', 'Extradition Act', 'Act of 1965', 'Criminal Code', 'Moldovan Criminal Code', 'Criminal Justice (Theft and Fraud Offences) Act', 'United Nations Committee Against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment', 'European Convention', 'ECHR', 'Official Secrets Act', 'Prison Act', 'Offences Against the Person Act', 'Framework Decision', 'Act of 2003', '[Washington Treaty', 'Council Framework Decision', 'ECHR 2001', 'ECHR 2001-XI']",2021_IEHC_828
"['[2019] IECCA 133', '[2004] 4 I.R. counsel', '[2008] IECCA 110', '(2004) 4 IR 356', '(2008) IECCA 110', '[2019]  and', '[2019] IECA 213', '[2020] IECA 15', '[2020] IECA 166', '[2019] IECA 221', '[2018] IECA 2']","['Misuse of Drugs Act 1977', 'Criminal Justice (Theft and Fraud) Offences Act 2001']",2022_IECA_45
