CITATION,INSTRUMENT,Neutral Citation
"['[2019 No.', '[2019] IEHC 367', '[2019] 5 JIC 1011', '[2020] IEHC 401', '[2020] 8 JIC 1701', '[2006] IEHC 250', '[2016] IEHC 222', '[2015] IEHC 383', '[2009] IEHC 510', '[2015] 4 I.R. 144', '[2016] IEHC 646', '[2016] 11 JIC 1404', '[2016] IEHC 544', '[2016] 10 JIC 1401', '[2019] IEHC 47', '[2019] 2 JIC 0405', '[2017] IESC 61', '[2018] 1 I.L.R.M. 109', '[2012] IESC 29', '[2012] 2 I.R. 570', '[2015] IESC 21', '[2004] IESC 97', '[2005] 2 I.R. 383', '[2005] 1 I.L.R.M. 321', '[1992] I.L.R.M. 674', '[2014] IESC 31', '[2019] IECA 360', '[2014] IEHC 159', '[1995] 2 I.R. 113', '[2009] IESC 5', '[2009] 3 I.R. 322', '[2000] IESC 16', '[2001] 1 I.L.R.M. 132', '3 14', '1 15', '[2012] IESC 49', '[2012] 3 I.R. 152', '[2017] IECA 284', '[2019] 1 I.R. 567', '[2006] IESC 44', '[2007] 2 I.R. 133', '28 USC s. 1291', '135 S.Ct.']","['1877 Act', 'Illegal Immigrants (Trafficking) Act 2000']",2020_IEHC_485
"['[2019 No.', '[2019] IEHC 367', '[2019] 5 JIC 1011', '[2020] IEHC 401', '[2020] 8 JIC 1701', '[2020] IEHC 485', '[2020] 10 JIC 1202', '[2020] IECA 22', '[2016] IEHC 462', '[2016] 7 JIC 2921', '2016 WJSC-HC 418', '[2019] IEHC 879']","['Civil Registration Act 2004', 'UN Convention', '2004 Act']",2021_IEHC_76
"['[2015] IEHC 664', '[2019] IEHC 126', '[2007] 3 IR 732', '[2012] IEHC 233', '[2014] IEHC 391', '[2008] 1 IR 699', '[2006] IEHC 379']","['European Arrest Warrant Act', 'Act of 2003', 'European Convention', 'ECHR', 'Council Framework Decision', 'Framework Decision', 'ECHR.', 'Council Framework Decision 2009/299/JHA', 'European Union (Consequential Provisions) Act']",2020_IEHC_515
"['[2018 No.', '[2015] 4 IR 535']","['Electoral (Amendment) Act 2014', 'Legal Services Regulation Act 2015']",2020_IECA_337
['[2020 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'European Convention', 'ECHR']",2020_IEHC_692
"['[2015] IEHC 664', '[2019] IEHC 126']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act']",2020_IEHC_387
"['[2019] IEHC 730', '[2016] IECA 415', '[2018] IEHC 187', '[1970] IR 317', '[2020] IESCDET 43', '[2020] IESC 11', '[2018] EWCA Civ 383', '[2018] Imm AR 1015', '[2017] IESC 61', '[2018] 1 ILRM 109', '[2019] CSOH 77', '[2019] IEHC 891']","['International Protection Act 2015', '2015 Act', 'Criminal Law (Rape) (Amendment) Act 1990', 'Immigration Act 1999', '1999 Act', 'Procedures Directive', 'Refugee Convention', 'Act of 2015', 'Council Directive 2001/55', 'Council Directive 2004/83', 'Qualification Directive', 'Council Directive 2005/85', 'UN Convention', 'Status of Refugees of 1951', 'Irish Act', 'Qualifications Directive', 'Directive 2004/83/EC', ') Act 2019']",2020_IESC_62
"['[2020 No.', '[2020] IEHC 344', '[2012] IESC 37', '[2012] 4 I.R. 147', '[2014] IEHC 320', '[2016] IESC 17', '[2016] 2 I.L.R.M. 262', '[2019] IECA 182', '[2020] IESC 12', '[2012] IEHC 12', '[2020] IEHC 143', '[2020] ECHR 363']","['European Arrest Warrant Act', 'Act of 2003', 'European Convention', 'ECHR', 'Act of 2003 19', 'Road Traffic Act', 'Act of 1961', 'Framework Decision', 'Act of 2003:-', 'Act of 2003 42', 'Act of 2003 54']",2020_IEHC_699
"['[2020 No.', '(Application to Third Countries) (United Kingdom) Order 2020']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR', 'Framework Decision', 'CJEU', 'European Arrest Warrant Act 2003', 'European Arrest Warrant', 'Amendment) Order 2020']",2021_IEHC_10
['[2015] 4 IR 535'],"['Electoral (Amendment) Act 2014', 'Legal Services Regulation Act 2015']",2020_IECA_310
['[2020] IESC 12'],"['RECORD NUMBER', 'European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Public Order) Act', 'Criminal Justice Act', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR', 'Framework Decision']",2020_IEHC_532
"['[2010] IEHC 386', '[2008] 3 IR 795', '[2007] 4 IR 309', '[2015] 3 IR 385', '[2018] IESC 16', '[2012] IEHC 394', '[2020] IESC 20']","['International Protection Act 2015', 'Act of 2015', '2015 Act', 'European Convention', 'Acts of 1999', 'Dublin III Regulation', 'Deportation Order  43']",2021_IEHC_100
"['[2018 No.', '[2020] IEHC 360', '[1986] 2 All ER 941', '[2006] IEHC 250', '(No.2)', '[2009] IEHC 510', '[2016] IEHC 646', '[2015] IESC 64', '[2015] IEHC 389', '[2008] UKHL 41']","['Illegal Immigrants (Trafficking) Act 2000', 'Persons) Regulations 2015', 'Immigration Act', 'Act of 2000', 'Employment Permits (Amendment) Act 2014', 'Dublin III Regulation', '1999 Act', 'Art.8 ECHR']",2020_IEHC_436
"['[2008] IESC 52', '[2008] 4 IR 480', '[2009] IESC 48', '[2016] IECA 90', '[1973] IR 223', '[2014] UKSC 23', '[2009] IEHC 159', '[2008] IEHC 53', '[2013] EWCA Crim 1', '[2012] IEHC 233']","['European Arrest Warrant Act 2003', 'Act of 2003', 'European Arrest Warrant Act', 'European Convention', 'ECHR', 'Council Framework Decision', 'Framework Decision', 'Criminal Code', 'Criminal Justice Act', 'Act of 1984', 'Act of 1999', 'Criminal Procedure (Scotland) Act', 'UK Bail Act', 'UK Proceeds of Crime Act', 'Act of 2003:-', 'Lisbon Treaty']",2020_IEHC_573
"['[2020 No.', '[2005] IESC 76', '[2005] 4 I.R. 260', '[2011] IESC 1', '[2011] 1 I.R. 384', '[2012] IESC 16', '[2012] 4 I.R. 1', '[2020] IEHC 318', '[2020] IEHC 344']","['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR', 'Act of 2003 7', 'Convention', 'Act of 2003 14', 'Act of 2003 15']",2020_IEHC_695
[],"['Costs Application', 'Citizens Directive', 'Regulations of 2015']",2020_IESC_73
"['[2020] IEHC 143', '[2018] IESC 27', '[2018] 2 IR 357', '[2020] IESC 12', '(Application to Third Countries and Amendment) and Extradition (Amendment) Act']","['European Arrest Warrant Act 2003', 'Act of 2003', 'European Convention', 'Convention', 'Council Framework Decision', 'Framework Decision', 'European Arrest Warrant']",2020_IEHC_396
['[2020] IESC 59'],"['RECORD NUMBER 2020/5', 'European Arrest Warrant Act 2003', 'Act of 2003', '2002 Framework Decision']",2020_IEHC_569
"['[2012] IESC 16', '[2012] 4 IR 1', '[2017] IEHC 482', '[2020] IEHC 143', '[2012] IESC 37', '[2012] 4 I.R. 147', '[2012] 4 IR 147', '[2002] WJSC-SC 725', '[2002] 12 JIC 0201', '[2007] IEHC 15', '[2008] IESC 3', '[2008] 4 I.R. 42', '[1992] 1 I.R. 223', '[2012] 4 I.R. 1', '[2006] IESC 45', '[2006] 4 I.R. 88', '[1984] 1 IR 525', '[1987] IR 23', '[2003] UKHL 40', '[2004] 1 A.C. 816', '[2005] IEHC 189', '[1947] K.B. 842', '[1961] Ch.', '[2016] IESC 17', '[2016] 2 ILRM 262', '[2007] IESC 21', '[2007] 3 IR 732', '[2012] IEHC 233', '[2014] IEHC 391', '[2007] IESC 30', '[2008] 1 IR 699', '[2006] IEHC 379', '[2020] IESC 12']","['RECORD NUMBER 2019/377', 'European Arrest Warrant Act 2003', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', 'European Convention', 'ECHR', 'Criminal Law (Extraterritorial Jurisdiction) Act', 'Act of 2019', 'Act of 2003 18', 'Act 2003', 'Act of 2003:-', 'Offences against the Person Act 1861', 'Offences Against the Person Act', 'State’ (s. 44', 'Interpretation Act', 'Act of 2005', 'Criminal Justice (Miscellaneous Provisions) Act 2009', 'Act of 2009', '2009 Act', '2005 Act', 'Interpretation Act 2005', 'Constitution of Ireland 1937', 'Criminal Law (Amendment) Act 1935', 'Convention', '2003 Act']",2020_IEHC_528
"['[2016] IEHC 297', '[2016] IESC 17', '[2020] IESC 12', '94 MacMenamin J.']","['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR', '2003 Act', 'European Union (Consequential Provisions) Act']",2020_IEHC_657
['[2017 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Firearms Act 1925', 'European Convention', 'ECHR', 'Act of 2003  8', 'Criminal Code', 'Act of 2003 14']",2021_IEHC_31
"['(Case C-83/11)', '[2013] EWCA Civ.', '(Case C-127/08)', 'Decision 66', '[2019] IECA 329', '[2013] IEHC 424', '(Case C-1/05)', '(Case C-423/12)', '[2018] IEHC 779', '[2018] IEHC 778', '[2019] IEHC 487', '[2005] E.C.R. I-1215', '[2007] 1 C.M.L.R. 41', '[2017] UKUT 164', '[2017] EWHC 1365 (Admin)', '[2009] EWCA Civ 1426].', '[2019] IECA 232', '[2009] IEHC 500', '[1993] 1 IR 39', '[1986] IR 642']","['European Communities (Free Movement of Persons) Regulations 2015', 'Directive 2004/38/EC', 'Impugned Decision', 'European Convention', 'Human Rights Act 2003', 'EU Treaty', 'Regulations?', 'Regulations (Article 3(2)(a)', 'Directive 2004/38', 'UK Regulations', 'European Economic Area) Regulations 2016', 'Directive of 2004/38/EC', 'First Decision', 'Citizen’s Rights Directive', '2015 Regulations', '[United Kingdom] Immigration Rules', 'Citizens Directive', 'Directive 73/148']",2021_IECA_16
"['[2018] IEHC 103', '[2011] IEHC 32', '[2011] 2 I.R. 522', '[1983] 1 A.C. 145', '[1996] 3 I.R. 537', '[2018] IEHC 222', '[2019] IESCDET 54', '[1996] 2 I.R. 537', '[2018] IESC 24', '[2018] 2 I.R. 542', '[2017] 1 I.R. 372', '[2017] IEHC 95', '(Application No.', '[2013] IESC 9', '[2013] IESC 8', '[2017] IESC 40', '[1965] I.R. 294', '[2006] IEHC, 305', '[2007] 2 I.R. 313', '[2010] 2 I.R. 199', '[1944] I.R. 35', '[1995] 1 I.R. 321', '[1985] I.R. 532', '[1985] I.R. 733', '[1982] I.L.R.M. 263', '[1945] 151 Fed.', '[1969] S.C. 113', '[1952] 3 SALR 771', '[1954] P. 258', '[1953] 3 W.L.R. 849', '(App.', '[2004] 2 A.C. 369', '[2020] IESC 11']","['2015 Regulations', 'Regulations of 2006', 'Civil Registration Act 2004', 'Council Directive', 'Civil Registration (Amendment) Act 2014', '2004 Act', 'Immigration Act 1999', '1999 Act', 'European Communities (Free Movement of Persons) (No.', 'European Convention', 'ECHR', 'Civil Registration Act', '2014 Act', 'Interpretation Act 2005', 'Family Law Act 1995', 'Act of 1995', '2004 Directive', 'Council Directive 2004/38', 'Family Law Act 2019', '2015 Act']",2020_IESC_48
"['[2020 No.', '[2015] IEHC 664', '[2019] IEHC 126', '[2020] IESC 59', '(Case C-94/18)', '[2018] IESC 47']","['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Convention', 'Act of 2003 8', 'EU - UK Withdrawal Agreement 2019', 'European Convention']",2021_IEHC_89
"['[2017 No.', '(Case C-354/20 PPU)', '(Case C-412/20 PPU)', '(Case C-216/18 PPU)', '(2018)', '[2019] IESC 80']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Framework Decision']",2021_IEHC_27
['[2020 No.'],"['Act of 2003', 'European Arrest Warrant Act', 'Council Framework Decision', 'Framework Decision', 'Convention']",2021_IEHC_137
"['[220] IEHC 513', '[2018 No.', '[2020] IEHC 360', '[2020] IEHC 436']","['Persons) Regulations 2015', 'Illegal Immigrants (Trafficking) Act 2000']",2020_IEHC_513
"['[2019 No.', '[2015] IEHC 338', '[2020] IESC 40', '[2020] IEHC 606', '(Case C-571/17 PPU', '[2016] IESC 17', '[2015] IESC 49']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Framework Decision']",2020_IEHC_682
"['[2019 No.', '[2019] IEHC 367', '[2019] 5 JIC 1011', ', Case C-200/02 (', '[2016] IEHC 468', '[2016] 7 JIC 2924', '[2008] IESC 25', '[2008] 3 I.R. 795', '[2018] IEHC 781', '[2018] 12 JIC 1814', '[2017] IECA 296', '[2018] 2 I.L.R.M. 56', '[2019] IEHC 47', '[2019] 2 JIC 0405', '[2020] IECA 22', '[2015] IESC 53', '[2016] 2 I.R. 403', '[2008] UKHL 40', '[2008] 1 WLR 1420', '[2014] IESC 29', '[2014] 4 I.R. 277', '[2011] IEHC 473', '[1996] AC 284', '[2018] IEHC 504', '[2018] 7 JIC 1607', '[2020] IESC 11', '[2006] IESC 44', '[2007] 2 I.R. 133', '[2018] IEHC 187', '[2018] 3 JIC 2206']","['Immigration Act 1999', 'EU Treaty', 'Illegal Immigrants (Trafficking) Act 2000', '1877 Act', 'European Convention', 'Human Rights Act 2003', 'ECHR', '2000 Act', '2003 Act']",2020_IEHC_401
"['[2020 No.', '[2014] IESC 34', '[2014] 1 IR 720', '[2017] IEHC 421', '[2020] IEHC 17', '[2015] IESC 55', '[1991] 1 I.R. 251', '[2014] IEHC 51', '[2016] IEHC 81', '[2016] IEHC 82']","['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Act of 2003 8', 'Act of 2003 12', 'French Customs Code']",2020_IEHC_694
"['[2019 No.', '[2020] IESC 12', '[2019] IEHC 481', '[2013] IEHC 323', '[2016] IESC 17', '[2010] IESC 45', '[2013] IESC 24', '(No.2)']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Penal Code', 'European Convention', 'Convention', 'Framework Decision', '2003 Act']",2020_IEHC_417
[],"['Regulations between 2014', 'EU Treaty']",2021_IEHC_85
"['[2015] EWCA Civ.', '(Case 283/81)', '[2018] IEHC 458', '[2018] IEHC 698', '[2019] IEHC 521', '[2019] IECA 232', '[2020] IESC 27', '[2013] IESC 16', '[2019] IECA 330', '(Case C-83/11)', '[2008] EWCA Civ 13', '[2008] WLR D 11 \t68', '[2020] IESC 78', '(1982) Case 283/81', '[2019] IEHC 566', 'OUP 2015) 64', '[2011] IEHC 488', '[2019] IECA 329', '[2010] IESC 3', '[2012] IESC 59', '[1982] ECR 3415', '[2018] IEHC 785', '(Case C-1/05)', '[2017] IEHC 800', '[2000] ECR I 4001', '[1991] ECR I 1273', '[2005] ECR I 1215', '(Case C-423/12)', '[2013] IEHC 424']","['Persons) Regulations 2015', '2015 Regulations', '2006 Regulations', 'Initial Decision', 'Directive 2004/38/EC', 'Citizens Directive', 'EU Treaty', 'Residential Tenancies Act 2004', 'Impugned Decision', 'Immigration Act 1999', 'European Convention', 'Directive 2004/38', 'Citizens’ Rights Directive', 'Directive 73/148/EEC', 'EC Treaty', 'Directive 73/148', 'Jia/Khan test']",2021_IECA_1
"['[2018] IESC 42', '[2015] IEHC 662', '[2016] IEHC 802', '[2016] UKSC 8', '[2016] IESC 336', '[2004] 1 IR 40', '[2013] IEHC 323', '[2016] IESC 17']","['European Arrest Warrant Act', 'Act of 2003', 'Framework Decision  2', 'EC) Framework Decision', '2002 Framework Decision', 'European Arrest Warrant Act 2003', 'Act of 2003  5', 'Act of 2003 6', 'European Convention', 'Act of 2003 23', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Damage Act', 'Act of 2003 33', 'Act of 2003 39', 'Convention', 'Framework Decision 2002/584', 'Framework Decision', 'Criminal Procedure Code', 'Alytus Decision', 'Code of Criminal Procedure of the Republic of Lithuania (hereinafter CCP)', 'Vilnius Decision']",2020_IEHC_358
['[2020 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Act of 1997', 'Children’s Act', 'Criminal Law (Rape) (Amendment) Act', 'Act of 2003 10', 'Council Framework Decision 2009/299/JHA', 'Criminal Procedure Act']",2021_IEHC_50
