CITATION,INSTRUMENT,Neutral Citation
"['[2018 NO.', '[2020] IESC 59', '[2020] IEHC 515']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'Criminal Damage Act', '2002 Framework Decision', 'Framework Decision']",2020_IEHC_680
"['[2020] IEHC_643 THE', '[2019 No.', '[2020] IEHC 500', '[2020] 10 JIC 1501', '[2006] IEHC 250', '[2008] IEHC 2', '[2010] IESC 3', '[1986] I.R. 642', '[2010] 2 I.R. 701', '[2014] IESC 50', '[2019] IESC 75', '[2017] IESC 80', '[2011] UKSC 12', '[2012] AC 245', '[2018] IESC 16', '[2018] 3 I.R. 326']",[],2020_IEHC_643
"['[1996] 2 IR 459', '[1984] IR 151', '[2004] IEHC 99', '[2010] IEHC 66', '[2015] IECA 24', '[2016] IECA 206']","['Civil Service Regulations Act', 'Personal Injuries Assessment Board Act 2003', 'PIAB Act', 'Civil Service Regulations Act 1956']",2021_IEHC_44
"['[2018 No.', '[2008] UKHL 41', '[2015] IESC 64', '[2013] IEHC 603', '(Case C-94/18)']","['Persons) Regulations 2015', 'Immigration Act 1999', 'European Communities (Free Movement of Persons) Regulations 2006', 'International Protection Act 2015', 'Art.8 ECHR']",2020_IEHC_360
"['[2018] IEHC 134', '[2015] 4 IR 535']","['EU Directive', 'European Communities (Reception Conditions) Regulations 2018', 'EU Directive 2013/33']",2021_IEHC_29
"['113 §§ 1', '[2020] IESC 12']","['RECORD NUMBER 2019/187', 'European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'Act of 2003 18', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR']",2020_IEHC_531
"['[2019 No.', 'Decision 16', '[2016] IEHC 128', '[2016] IEHC 129', '[2015] IEHC 805', '[2010] 3 IR 783', '[2015] IEHC 339', '[2019] IESC 80', '[2018] IEHC 153', '(2018) IEHC,', '[2018] IEHC 639', '(Application No.', '[2010] IESC 45']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Polish Criminal Code', 'Criminal Code', 'Criminal Code) iv', 'Criminal Code) v.', 'Framework Decision', 'Polish Code', 'European Convention', 'Convention', 'Code of Criminal Procedure of Poland', 'Journal of Laws 2019', 'System of Common Courts Act', 'Supreme Court Act', 'Code of Criminal Procedure)', 'Council Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Charter.']",2021_IEHC_108
"['[2018] IESC 45', '[2019] IEHC 183', '[2000] 4 IR 412', '[2016] IESC 32', '[2011] IESC 14', '[2007] 2 IR 81', '[2015] 4 IR 535', '[2020] IECA 21', '[2020] IESC 9', '[2015] IESC 103']","['European Convention', 'ECHR']",2020_IECA_359
"['[2014] IEHC 385', '[2018] IESC 31', '[2012] IESC 59', '[2017] IESC 61']","['Directive 2004/38', 'Regulations 2015', 'EU Treaty', 'Persons) Regulations 2015', 'Directive/Regulation', 'Regulations and Directive']",2021_IEHC_63
"['[2013] IESC 7', '[2013] 1 IR 470']","['European Arrest Warrant Act', 'Act of 2003', 'Road Traffic Act', 'Act of 1961']",2020_IEHC_582
"['[2019 No.', '[2017 No.', '[1983] I.R. 88', '[2002] 2 I.R. 418', '[2002] 1 I.L.R.M. 401', '[2000] IESC 19', '[2000] 2 I.R. 360', '[1986] I.L.R.M. 593', '[2002] 1 I.R. 164', '[1986] I.R. 642', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2014] IESC 50', '[2008] IEHC 192', '[2016] IECA 48', '[2012] IESC 26', '[1997] 2 I.R. 489', '[2018] IEHC 98', '[2018] 1 JIC 1607', '[2016] IEHC 474', '[2016] 7 JIC 2930', '[2019] IEHC 365', '[2019] 4 JIC 3009', '[2016] IEHC 673', '[2016] 11 JIC 2108', '[2017] IEHC 681', '[2017] 10 JIC 0407', '[2019] IEHC 537', '[2019] 7 JIC 0102', '[2018] IEHC 142', '[2018] 2 JIC 2709', '[2018] IEHC 187', '[2018] 3 JIC 2206', '[2018] IESC 16', '[2018] 3 I.R. 326', '[2016] IEHC 669', '[2016] 11 JIC 1418', '[2019] IEHC 61', '[2019] 1 JIC 2914', '[2017] IEHC 652', '[2017] 10 JIC 0608', '[2016] IEHC 468', '[2016] 7 JIC 2924', '[2015] IECA 210', '[2015] 3 I.R. 411', '[2016] IEHC 531']",['Criminal Law (Rape) (Amendment) Act 1990'],2020_IEHC_500
"['[2009] IESC 48', '(Case C-327/18 PPU)']","['European Arrest Warrant Act', 'Act of 2003', 'Internal Market Bill 2020', 'Act of 2003  8', 'Framework Decision', 'Council Framework Decision', 'Road Traffic Act', 'Criminal Justice Act', 'Criminal Justice (Theft and Fraud Offences) Act', 'Internal Market Bill 2020 18', 'European Convention', 'ECHR']",2020_IEHC_598
"['[2019 No.', '[2020] IESC 59']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', '2002 Framework Decision']",2021_IEHC_38
"['[1973] I.R. 140', '[1981] ILRM 324', '[1995] 1 IR 484', '[2018] IESC 57', '[2010] 1 I.R. 635']","['Irish Nationality and Citizenship Act', 'Act of 1956', 'Act of 1935', 'Charter)', 'Constitution.', 'Constitution']",2021_IESC_6
"['[2019] IEHC 794', '[1981] Q.B. 115', '[1976] 1 WLR 362', '[1988] ILRM 306', '[1990] N.I. 295', '[2006] IEHC 240', '2 I.R. 81', '[2008] 2 I.R. 775', '[2011] 1 I.R. 443', '[2015] 2 I.R. 718', '[2020] IECA 183', '[2002] 4 I.R. 515', '[2006] IEHC 32', '[2007] 1 WLR 1864', '[2015] IECA 27', '[2013] IESC 6', '[2013] 3 I.R. 718']","['European Communities (Free Movement of Persons) Regulations 2015', 'Directive 2004/38', 'Legal Services Regulation Act 2015']",2020_IECA_343
"['2019/581/JR', '[2000] 2 IR 360', '[2011] IEHC 38', '[2008] IESC 26', '[2009] 3 IR 795', '[2017] IECA 282']","['Immigration Act 1999', 'Act of 1999', 'Criminal Justice (United Nations Convention Against Torture) Act', 'European Convention', 'Constitution.']",2020_IEHC_561
"['[2020] IESC 46', '[2017] IEHC 490']","['Dublin III Regulation', 'Transfer Decision', 'Dublin Regulation', 'Transfer Decision  14', 'Charter.', 'Geneva Convention', 'ECHR', 'European Union (Withdrawal) Act 2018']",2020_IEHC_648
"['(Case C-509/18)', '[2020] IEHC 121', '(Case C-627/19 PPU)', '[2020] IESC 12', '(Case C-270/71;', '(Case C-571/71 PPU', '[2018] IESC 8', '[2016] IESC 17']","['European Arrest Warrant Act 2003', 'Act of 2003', 'European Convention', 'Convention', 'Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Framework Decision:-', '2003 Act']",2020_IEHC_389
"['[2017] IEHC 745', '[2020] IEHC 60', '[2019] IEHC 759']","['Immigration Act 1999', '1999 Act']",2020_IEHC_649
"['[2017] IEHC 816', '[2011] UKSC 4', '[2004] UKHL 27', '(App.', '[2003] IESC 3', '[2014] IEHC 29', '[2009] IEHC 279', '[2014] IESC 65', '[2008] 3 I.R. 795', '[2015] IECA 192', '[2019] IECA 123', '(Case C-34/09) 8 March 2011', '[2016] IECA 292', '[2017] IECA 317', '[2019] IESC 82', '[2019] UKSC 59', '[2011] IEHC 248', '[2010] 2 I.R. 701', '[2012] IESC 18', '[2012] 2 I.L.R.M. 233', '[2019] IESC 75', '[2020] IECA 184', '[2016] IECA 217', '[2018] 2 I.R. 591', '[2017] IESC 80', '(Case C-69/10)', '(Case C-89/17)', '[2011] IEHC 38', '[2014] IEHC 62']","['Irish Born Child Scheme 2005', 'European Convention', 'ECHR’)', 'CJEU’', 'of Human Rights Act 2003', '‘ECHR Act', 'International Protection Act 2015', 'Directive 2004/38/EC', 'EU Communication concerning Directive 2004/38', 'ECHR Act 2003', 'Convention', 'Immigration Act 2004', 'State.', 'Referring to Directive 2004/38/EC', 'Appellants’ Case Notwithstanding', '‘Returns’ Directive', 'Irish Constitution', 'Procedures Directive', 'Directive 2004/38', 'Community rules', 'Zambrano test']",2020_IECA_246
"['[2013] IEHC 290', '[2011] IESC 1', '[2020] IESC 12']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act']",2020_IEHC_433
"['[2020] IESC 000', '[2016] IESC 17', '[Case C-571/17]']","['European Arrest Warrant Act 2003', '2003 Act', 'Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Act of 2003']",2020_IESC_40
"['[2009] IESC 48', '[2019] IEHC 251', '[2013] IESC 7', '[2013] 1 IR 470', '[2020] IEHC 143']","['European Arrest Warrant Act', 'Act of 2003', 'European Convention', 'ECHR', 'Framework Decision', 'Council Framework Decision', 'Misuse of Drugs Act', 'Firearms Act', 'Act of 1925', 'Extradition Act 1965', 'Act of 2003 26']",2020_IEHC_690
"['(Case C-627/19 PPU)', '[2020] IESC 12']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR', 'Framework Decision 2002/584', 'CJEU', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2003:-']",2020_IEHC_517
['(Case C-327/18 PPU)'],"['European Arrest Warrant Act 2003', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR', 'Convention']",2020_IEHC_350
"['[2020 No.', '[2020] IESC 12']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR', 'Act of 2003\t 11', 'Act of 2003 13']",2021_IEHC_74
"['[2007] 3 IR 603', '[2005] IEHC 380', '2013 IESC 4', '[2017] IEHC 800', '[2018] IEHC 758', '[2020] IEHC 21', '[2018] 759', '[2019] IEHC 446', '[2008] 3 I.R. 795', '[2017] IECA 51', '[2017] IEHC 750']","['Immigration Act 1999', 'Dublin III Regulation', 'Refugee Act 1996', 'UN Convention', 'ECHR', 'Pakistan Penal Code', 'International Protection Act 2015', 'Act 1999', 'Immigration Act', 'International Protection Act', 'Act of 1996']",2021_IEHC_62
"['[2014] IEHC 270', '[2020] IESC 59', '(Application no.', '[2015/145 EXT] 60', '[2017/50 EXT] 73', '[2016] IEHC 796', '[2017] IEHC 419', '[2010] IESC 37', '[2016] IESC 17', '[2020] IESC 12', '[2015] IEHC 662', '[2019] IECA 278', '[2020] IEHC 77', '[2019] IESC 80', '[2018] IEHC 639', '[2018] IEHC 153', '41 § 2', '438 § 1', '(Application No.', '[2010] IESC 45']","['European Convention', 'Convention', 'European Arrest Warrant Act 2003', 'Act of 2003', 'EU Directive 2012/13', 'Misuse of Drugs Act', 'European Communities (Control of Drug Precursors) Regulations', 'Regulations of 2009', 'Public Order Act', 'Act of 1994', 'Criminal Code', 'Code of Criminal Procedure', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Law (Sexual Offences) Act', 'Council Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Framework Decision', '2002 Framework Decision', 'Act of 1997', 'Charter.', 'Polish Penal Code', 'Directive.', '2012 Directive', 'Framework Decision 2002/584', 'Journal of Laws 2019', 'Journal of Laws 2020', 'Code of Penal Procedure']",2021_IEHC_109
"['[2018 No.', '[2020] IEHC 517', '(Case C-627/19 PPU)', '[2020] IEHC 77']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Council Framework Decision', 'Framework Decision', 'Framework Decision 2002/584', 'CJEU', 'Directive 2012/13']",2021_IEHC_3
"['[2011] IEHC 197', '[2012] IESC 11', '[2012] 2 I.R. 266', '[2012] 13 I.L.R.M. 153', '[2013 No.', '670 J.R.]', '(Application to Third Countries and Amendment) and Extradition (Amendment) Act 2012', '[2014] IEHC 114', '[2014] IEHC 139', '[2015] IEHC 339', '[2018] IECA 130', '(Application no.', '[2018] IECA 76', 'and Case C221/17 Tjebbes v. Minister van Buitenlandse Zaken', 'in Case C-556/17 Alekszij Torubarov v. Bevándorlási és Menekültügyi Hivatal', '[2014] IEHC 31', '[1981] I.L.R.M. 113', '[2019] IESC 47', '[2019] IEHC 47', '[2019] 2 JIC 0405', '[2000] 3 I.R. 240', '[2016] IECA 48', '[2020] IECA 22', '[1965] I.R. 217', '328 US 654', '[1960] I.R. 239', '[2014] 3 I.R. 420', '[2017] 2 IR 43', '[2016] IEHC 514', '[1992] 2 I.R. 197', '[2016] 2 I.R. 403', '[1989] 1 QB 811', '[2003] 3 I.R. 623', '[1995] 3 I.R. 86', '[2015] IESC 53', '2 1965 IR 217', '2 IR  197', '015 IESC 57', '2 IR 43', '2008 3 IR 663', '[2017] FC 473', '[2000] 4 I.R. 412', '[1986] ILRM 225', '[1975] I.R. 398', '[2008] 3 I.R. 122', '[1975] IR 398', '[1997] 2 I.R. 291', '[1988] I.R. 724', '[2012] IESC 59', '[2012] 3 I.R. 297', '[2011] 4 I.R. 1', '[1970] I.R. 317', '2017 IESC 74', '3 IR 785', '1994 ELR 103:-']","['Irish Nationality and Citizenship Act', 'Act of 1956', '1956 Act', 'ECHR', 'Irish Nationality and Citizenship Act 1956', 'Irish Nationality and Citizenship Regulations 2002', 'Offences against the State Act 1939', 'Criminal Law Act 1976', 'Post Office (Amendment) Act 1951', '1939 Act', 'Extradition Act 1965', 'European Arrest Warrant', 'European Convention', 'of Human Rights Act 2003', '2003 Act', 'Human Rights 1948', 'Refugee Act 1996', 'Act of 1935', 'Re Solicitors Act', 'Garda Síochána (Discipline) Regulations 1971', 'Solicitors Act', 'Irish Constitution', 'Constitutional Review Group 1996 (Stationery Office, Dublin, 1996', 'Greyhound Industry Act 1958', 'British Nationality Act 1948', 'Status of Aliens Act 1918', 'BNSA of 1918', 'Charter)', 'Canadian citizenship (Citizenship Act', 'Amended Act', 'Citizenship Act', 'Fisheries Act', 'RSC 1985', 'Strengthening Canadian Citizenship Act', 'Status of Aliens Act 1914', '2002 Act', 'International Protection Act 2015', 'Constitution.']",2020_IESC_63
"['[2016] IEHC 379', '[2019] IECA 332', '[2006] IEHC 166', '[2016] IEHC 468', '[2008] IESC 25', '[2008] 3.I.R. 795', '[2013] IEHC 237', '[2000] 2 I.R. 360', '[1995] 2 I.L.R.M. 125', '[2006] IEHC] 177', '[2008] 3 I.R. 663', '[2008] 3 I.R. 79', '[2020] IESC 30', '[2020] IESC 35']","['Immigration Act 1999', '1999 Act', 'Refugee Act 1996', 'European Convention', 'Constitution.', 'Immigration Act 2000', 'ECHR', 'Convention', 'Act of 1999', '[Immigration Act']",2021_IECA_50
"['[2020 No.', '(Case C-327/18 PPU)', '[2018] IESC 47']","['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR', 'Act of 2003 11', 'Act of 2003 14', 'EU - UK Withdrawal Agreement 2019', 'Council Framework Decision 2002/584', 'European Arrest Warrant Act 2003', 'CJEU']",2021_IEHC_61
"['[2008] 4 I.R. 480', '[2014] 1 I.R. 720', '[2015] IESC 49', '[2009] IESC 48', '[2019] IEHC 250', '[2019] IEHC 68', '[2020] IEHC 316']","['European Arrest Warrant Act 2003', 'Criminal Code', 'Act of 2003', 'European Convention', 'Convention', 'Road Traffic Act 2010', 'Act of 2010', 'Criminal Justice and Public Order Act', 'Constitution and/or Article 2', 'ECHR 2016', 'Council Framework Decision 2002/58/JHA', 'Council Framework Decision 2009/299/JHA']",2020_IEHC_607
"['07 D 7897', '(2002/584/JHA)', '[2020] IEHC 77', '[1994] 3 IR 593', '[1986] IR 495', '[1999] 4 IR 364', '[2019] NICC 8', '[2017] 3 I.R. 562', '[2015] 3 IR 619', '[2007] IESC 21', '[2007] 3 IR 732', '[2011] IESC 48', '[2013] 4 IR 662', '[2016] IESC 25', '[2010] IESC 45', '[2019] IESC 80', '30 EHRR CD 57', '[1997] 3 IR 484']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Explosive Substances Act 1883', 'Act of 1883', 'Council Framework Decision', 'Framework Decision', 'Criminal Jurisdiction Act 1975', 'Criminal Law (Jurisdiction) Act', 'Criminal Evidence (Northern Ireland) Order 1988', 'Criminal Evidence (NI) Order 1988', 'European Convention', 'Convention', 'Offences Against the State Act', '1984 Act', 'Act of 1984']",2020_IECA_341
"['[2020 No.', '[2012] 3 IR 297', '1 13', '1 14', '[2002] 2 IR 418', '[2019] IEHC 538', '[1986] IR 642', '[1970] IR 317', '[2011] IEHC 171', '(Case C-417/11)', '[2002] 2 I.R. 418', '[2002] 1 I.L.R.M. 401', '2 45', '[2012] IEHC 291', '[2010] 2 IR 701', '[2015] 3 IR 164', '[2018] 2 IR 542', '[2018] IEHC 631', '[1993] 1 IR 39', '(App.', '(2014) 58 EHRR 17', '[2015] I.R. 164', '[2021] IEHC 32', '[2001] 1 IR 190', '[2006] 2 IR 221', '[2013] 1 IR 247']","['International Protection Act 2015', 'Act of 2015', 'Democratic Republic of Congo', 'International Protection Act 2016', 'Art.8(1) ECHR', '2015 Act', 'Impugned Decision 11', 'Impugned Decision 5', 'International Protection 2015', 'European Convention', 'Act of 2004', 'Immigration Act 2004', '2004 Act', 'Act of 2015 and/or Art.8(1) ECHR', 'Immigration Act 1999', 'Freedom of Information Act 1997', 'Refugee Act 1996', 'Act of 1996', 'Criminal Justice (UN Convention Against Torture) Act 2000', 'ECHR', 'Criminal Justice (UN Convention against Torture) Act 2000', 'Act of 1999', 'Art.8 ECHR', '’ Art.8 ECHR', '1999 Act', 'Employment Permits (Amendment) Act 2014', 'Illegal Immigrants (Trafficking) Act 2000', 'Act of 2000', 'Gas Act 1976', 'Act of 1976']",2021_IEHC_82
"['[2018 No.', '[2020] IEHC 360', '[1986] 2 All ER 941', '[2006] IEHC 250', '(No.2)', '[2009] IEHC 510', '[2016] IEHC 646', '[2015] IESC 64', '[2015] IEHC 389', '[2008] UKHL 41']","['Illegal Immigrants (Trafficking) Act 2000', 'Persons) Regulations 2015', 'Immigration Act', 'Act of 2000', 'Employment Permits (Amendment) Act 2014', 'Dublin III Regulation', '1999 Act', 'Art.8 ECHR']",2020_IEHC_431
"['[2020 No.', '[2018] IESC 47', '(Case C-327/18 PPU)']","['Act of 2003', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR', 'EU - UK Withdrawal Agreement 2019', 'European Arrest Warrant Act']",2021_IEHC_95
"['[2020] IEHC EXT THE', '[2019] IESC 80', '[2018] IEHC 584', '[2020] IESC 12']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR', 'IV Criminal Code 256/08', 'Criminal Code', 'Act of 2003:-', '2003 Act']",2020_IEHC_519
"['[2020] IESC 000', '[2019] IECA 330', '[2018] IEHC 458', '[2011] UKUT 341', '[2012] INLR 53', '[2020] IESCDET 89', '[2010] 2 IR 701', '[2019] IEHC 566', 'OUP 2015) 64', '[2011] IEHC 488']","['Directive 2004/38/EC', 'Irish 2006 Regulations', '2006 Regulations', 'Directive.', '[United Kingdom]Immigration Rules', 'Citizens Directive', 'Citizens Directive.', 'Treaty of Versailles of 1919', 'Directive 2004/38']",2020_IESC_78
"['[2019 No.', '(Case C-423/12)', '[2019] IECA 232', '[2019] IEHC 883', '[2021] IECA 1', '(Case C-1/05)', '[2019] IEHC 521', '[2013] IEHC 424', '[2015] EWCA Civ.', '[2017] IEHC 800', '[2018] IEHC 458', '[2019] IEHC 487', '(Case C-109/01)', '[2009] EWCA Civ.', '[2019] IECA 330', '[2020] IESC 78', '[2009] EWCA Civ 1426].', '[2010] 2 IR 701', '[2009] IEHC 500', '[2015] EWCA Civ 1383', '[1991]  ECR  I-1273', '[2005] ECR I-1215', '(Case  C-423/12)']","['Citizens’ Rights Directive (Directive 2004/38', 'Persons) Regulations 2015', 'Directive 2004/38', 'Review Decision', 'European Communities (Free Movement of Persons) Regulations 2015', 'Directive 2004/38/EC', 'EU Treaty', 'Immigration Act 1999', 'European Convention', 'Citizens’ Rights Directive', 'EC (Free Movement of Persons) Regulations 2015', 'Citizen’s Rights Directive', 'Schengen States via Stockholm/Arlanda', 'Migrationsverket (Swedish Migration Agency)', 'Immigration Regulations', 'Citizens Directive', 'European and Economic Area) Regulations 2006', 'Citizens Rights Directive', '[United Kingdom] Immigration Rules', '2006 Regulations', 'European Union (Free Movement of Persons) Regulations 2015', 'Regulations of 2006', 'Regulations and Directive', ""Citizens' Rights Directive"", 'Initial Decision - \t‘Money', 'Directive 73/148/EEC', 'Treaty', 'Directive 73/148', 'test', 'Directive/Regulations']",2021_IEHC_17
"['[2019] IEHC 21', 'Review Decision 33', '[2019] IEHC 489', '[2002] 2 I.R. 418', '[2018] IESC 16', '[2018] 3 IR 326']","['Refugee Act 1996', 'International Protection Act 2015', '2015 Act', 'European Convention', 'ECHR', 'Review Decision', 'D.E.’s Convention']",2021_IEHC_40
"['[2018] IESC 42', '[2013] IEHC 216', '[2013] IEHC 290', '[2011] 1 I.R. 384', '[2012] IESC 16', '[2013] IEHC 62', '[2012] IEHC 575', '[1999] 1 AC 320', '[2014] IEHC 132', '[2006] IEHC 379', '[2007] IESC 21', '(Case C-278/16)', '[2009] NICty 5', '[2017] IEHC 598', '[2016] 2 I.L.R.M. 262', '[2012] 4 I.R. 147', '[2014] IEHC 320', '[2019] IECA 182', '[2008] IESC 38', '[2018] C-220/18 PPU', '(Case C-216/18)', '[2010] 3 I.R. 783', 'The CJEU']","['Lithuanian Criminal Code', 'European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', '2002 Framework Decision 6', 'European Arrest Warrant Act 2003', 'Act of 2003 7', 'Act of 2003  10', 'Act of 2003 11', 'Act of 2003 12', '2003 Act', 'EU Directive 2010/64', 'Act of 2003 17', 'Firearms Act', 'European Convention', 'Convention', 'Act of 2003 28', 'Criminal Procedure Code', 'Criminal Justice (Terrorist Offences) Act 2005', 'Criminal Justice (Miscellaneous Provisions) Act', 'Directive 2010/64', 'Translation Directive', 'European Directive', 'Framework Directive', 'Framework Decision 2002/584']",2020_IEHC_344
"['[2019 No.', '(Case C-571/17 PPU', '[2010] 1 IR 456']","['European Arrest Warrant Act 2003', 'Penal Code', 'Criminal Justice (Public Order) Act', 'Criminal Justice (Offences Relating to Information Systems) Act 2017', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2003', 'European Convention', 'Convention', 'Framework Decision', 'Framework Decision 2002/584', 'Framework Decision 2009/299', 'Act of 2003 31', 'Framework Decision/s.']",2020_IEHC_606
