CITATION,INSTRUMENT,Neutral Citation
"['[2016] IEHC 662', '[2019] 1 I.R. 385', '[2015] IEHC 591', '[2013] IEHC 130', '[1961] Ch.', '[2019] 1 I.R. 619', '2020  29', '[1961] Ch 375', '2020 38', '[2020] IEHC 534']","['Registration of Title Act', 'Conveyancing Act', '2014 Act', 'Land and Conveyancing Law Reform Act']",2021_IEHC_638
"['[2000] 2 IR 199', '[1997] 3 IR 140', '[1991] 2 A.C. 447', '[2017] 1 IR 417', '[2016] IECA 307', '[2012] IECCA 76', '[2017] IECA 98', '[2021] IESC 8', '[2014] IECCA37 and', '[1980] 2 Frewen 36']",['Criminal Justice (Administration) Act 1924'],2021_IECA_276
"['[2021] IEHC 308', '[2021] IEHC 11', '[2020] IESC 51', '[1970] I.R. 154', '[2017] IESC 21', '[1970] 1 I.R. 154']","['Legal Services Regulation Act 2015', 'Legal Aid – Custody Issues Scheme Provisions and Guidance Document', 'Legal Aid – Custody Issues Scheme (', 'Attorney General’s Legal Aid Scheme)', 'Legal Aid – Custody Issues Scheme']",2021_IECA_260
"['[2017 No.', '[2020] IESC 6', '[2015] IECA 236', '[2016] 3 I.R. 427', '[2016] IECA 93']",['Civil Liability and Courts Act 2004'],2021_IEHC_659
"['[2019] IECA 138', '[2015] IEHC 667', '[1995] WJSC-HC 439', '[2012] IEHC 406', '[2013] IEHC 234', '[2013] IEHC 397', '[2010] IEHC 404', '[1976] ILRM 50', '[2005] IEHC 189']","['PLANNING AND DEVELOPMENT ACT', 'Planning and Development Act 2000', '2000 Act', 'Planning and Development Regulations 2001', 'Planning Regulations', 'Planning and Development Regulations']",2021_IEHC_618
"['[2019] IEHC 782', '[2020] IECA 180', '[2017] 3 I.R. 320', '[2008] 4 I.R. 117', '[2013] IECCA 46', '[1976] I.R. 325', '[1994] 2 I.R. 236', '[1986] I.R. 362', '[2012] 2 I.R. 266', '[2001]) 1 I.R. 180', '(Application No.', '(2010) E.H.R.R. 20', '(2003, Case C-224/01)', '(2020) 71 E.H.R.R. 22', '(1995) 20 E.H.R.R. 585', '(1993) 16 E.H.R.R. 558', '(2001) 31 E.H.R.R. 52', '(1983) 5 E.H.R.R. 1', '(1993) 16 E.H.R.R. 242', '(1990) 12 E.H.R.R. 24', '(2003) 36 E.H.R.R. 2', '(1998) 26 E.H.R.R. 187', '(2006) 42 E.H.R.R. 13', '(2005) 40 E.H.R.R. 40', '(2000) 30 E.H.R.R. 715', '(2000) 30 E.H.R.R. 328', '[2012] IEHC 430 64', '[2012] IEHC 430', '[1988] I.L.R.M. 629', '[1973] I.R. 121', '(App.', '(2020) 71 E.H.R.R. 22 76', '[2021] IESC 61', '(2003) 36 E.H.R.R. 34', '[2019] IESC 81']","['Criminal Justice Act', 'Constitutional and Convention', 'European Convention', 'Human Rights Act', 'ECHR Act 2003', 'Convention', 'Evolution of ECHR Jurisprudence', 'ECHR Act', '2003 Act', 'ECHR', 'Summer of 2019', 'Act of 2003', 'Constitution 83', 'Constitution.']",2021_IESC_68
"['[2021] IEHC 275', '[2015] 3 IR 385', '[2015] 3 IR 164', '[2018] IECA 392', '[2020] IEHC 571', '[2018] 2 IR 542']","['European Convention', 'Statement Grounding Application']",2021_IEHC_634
"['[2016] 2 I.R. 385', '[2015] UKUT 366', '[2016] IECA 193', '[2018] IESC 31', '[2018] IEHC 782', '[2019] IEHC 23', '[2017] IEHC 660', '[1999] IEHC 8', '[1993] 1 IR 39', '[1998] 1IR 34', '[2008] IEHC 73', '[1982] I.L.R.M. 421', '[1998] 1 I.R. 34', '[2020] IECA 33', '[2015] IECA 126', '[2015] 2 IR 156', '[2018] IESC 27', '[2013] IESC 34', '[2013] 2 IR 699', '[1969] 2 QB 37', '[1961] IR 239', '[2016] 2 IR 385']","['VALUATION ACT 2001', 'Valuation Act', 'Valuation Act 2001-', 'Act).', 'Valuation Act 2001', 'Appeals) Rules 2008', '2001 Act', 'Decision  33', 'Tribunal’s Decision', 'Social Welfare (Consolidation) Act']",2021_IEHC_663
"['[2020] IECA 183', '[2021] IEHC 11', '[2021] IEHC 224', '[2006] 3 IR 504']","['Finance Act 2005', 'Legal Services Regulation Act 2015', 'Superior Courts (Costs Order) 2019 SI 584/2019.', 'Customs Consolidation Act 1876']",2021_IEHC_623
"['[2020 No.', '[2001] 4 IR 607', '[2002] IEHC 14', '[2003] 4 IR 1', '[2020] IECA 87']",['Service Agreement 119'],2021_IEHC_635
['[2019] IECA 320'],"['Legal Services Regulation Act 2015', '2015 Act', 'Dublin Metropolitan Police Act of 1842', '1842 Act']",2021_IESC_69
"['[1996] 1 I.R. 580', '[1999] 4 I.R. 364', '[2018] 1 I.R. 810', '[1997] 3 I.R. 484', '[2016] 3 I.R. 123', '[2003] 3 I.R. 377', '[2006] 4 I.R. 329']","['Misuse of Drugs Act', 'Act of 1977', 'Criminal Justice Act', 'Act of 1984', 'Offences Against the State (Amendment) Act']",2021_IECA_261
"['[1989] IR 91', '[2020] IESC 6']",[],2021_IEHC_681
['[2021 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Damage Act 1991', 'Act of 2003 11', 'French Code', 'Council Framework Decision 2009/299/JHA']",2021_IEHC_639
"['[2020] IESC 000', '[2019] IECA 00', '[2020] IEHC 178', '[1932] AC 562', '(1868) LR 3 HL 330', '[2008] IEHC 29', '[2016] IESC 46', '11 QBD 503', '[2020] IESC 66', '[2018] IESC 5', '[2016] IESC 6', '[2011] IEHC 490', '[2002] 1 IR 84', '[1978] AC 728', '[1988] IR 337', '[1988] AC 175', '[1990] 2 AC 605', '[2012] 1 IR 37', '[2004] 2 IR 573', '[2011] IEHC 72', ', 2018) 7.4.47.', '[1980] ILRM 82', '[1980] ILRM 242', '(1981) 72 Cr App R 1', '(1986) 68 DLR (4th) 229', '[2000] 1 AC 360', '(2001) 53 NSWLR 43', '[2007] FCA 1503', '[2007] VSC 526', '[2011] NSCA 108', '[2008] EWHC 454', '[2001] NSWCA 186', '[2009] 254 ALR 432', '[2002] HCA 54', '[1991] PL 64.Whatever', '[1964] Ch.', '[1968] 2 Q.B. 118', '[1974] 1 W.L.R. 498', '[1986] 1 W.L.R. 1', '[1965] IR 1', '[2012] IEHC 23']","['Prison Rules 2007', 'Prison Act 2007', 'Irish Constitution', 'Legal Services Regulation Act 2015', 'Rules of 1905', '1963 Rules']",2021_IESC_65
[],"['International Protection Act 2015', '2015 Act', 'Evidence  15']",2021_IEHC_603
"['[2014 No.', '[2016 No.', '[2014] IESC 76', '[2014] 4 I.R. 365', '[2017] IEHC 27', '[2017] 1 JIC 2303', '[2018] IEHC 579', '[2018] 10 JIC 1506', '[2019] IECA 491', '[2019] 12 JIC 1810']","['BANKRUPTCY ACT 1988', 'Bankruptcy Act 1988', 'European Convention']",2021_IEHC_592
"['[2017] 2 I.R. 8186', '[2021] IESC 67', '[2021] IESC 47', '[2020] IECA 183']","['European Convention', 'Legal Services Regulation Act']",2021_IESC_73
