Neutral Citation,Judge,Court,Link,Judge ID
2022_IEHC_62,Holland J.,High Court,https://en.wikipedia.org//wiki/David_Holland_(judge),27542
2022_IEHC_63,Phelan J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Phelan,8597
2022_IEHC_64,Barr J.,High Court,https://en.wikipedia.org//wiki/Anthony_Barr_(judge),28678
2022_IEHC_66,Simons J.,High Court,https://en.wikipedia.org//wiki/Garrett_Simons,25571
2022_IEHC_67,Simons J.,High Court,https://en.wikipedia.org//wiki/Garrett_Simons,25571
2022_IEHC_68,Simons J.,High Court,https://en.wikipedia.org//wiki/Garrett_Simons,25571
2022_IEHC_70,Hyland J.,High Court,https://en.wikipedia.org//wiki/Niamh_Hyland,5564
2022_IEHC_71,"Burns, Paul J.",High Court,https://en.wikipedia.org//wiki/Paul_Burns_(judge),7210
2022_IEHC_72,"Burns, Paul J.",High Court,https://en.wikipedia.org//wiki/Paul_Burns_(judge),7210
2022_IEHC_74,Phelan J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Phelan,8597
2022_IEHC_75,Phelan J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Phelan,8597
2022_IEHC_77,Barrett J.,High Court,https://en.wikipedia.org//wiki/Max_Barrett_(judge),59347
2022_IEHC_78,Butler J.,High Court,https://en.wikipedia.org//wiki/Nuala_Butler,61569
2022_IEHC_79,Butler J.,High Court,https://en.wikipedia.org//wiki/Nuala_Butler,61569
2022_IEHC_80,Egan J.,High Court,https://en.wikipedia.org//wiki/Emily_Egan,31435
2022_IEHC_82,Allen J.,Court of Appeal,https://en.wikipedia.org/wiki/Senan_Allen,6010
2022_IEHC_83,Humphreys J.,High Court,https://en.wikipedia.org//wiki/Richard_Humphreys_(judge),3783
2022_IEHC_84,Ferriter J.,High Court,https://en.wikipedia.org//wiki/Cian_Ferriter,39428
2022_IEHC_85,Meenan J.,High Court,https://en.wikipedia.org//wiki/Charles_Meenan,4695
2022_IEHC_86,Stack J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Stack,46033
2022_IEHC_87,Phelan J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Phelan,8597
2022_IEHC_88,Butler J.,High Court,https://en.wikipedia.org//wiki/Nuala_Butler,61569
2022_IEHC_89,Ferriter J.,High Court,https://en.wikipedia.org//wiki/Cian_Ferriter,39428
2022_IEHC_90,Owens J.,High Court,https://en.wikipedia.org//wiki/Alexander_Owens,31158
2022_IEHC_92,McDonald J.,High Court,https://en.wikipedia.org//wiki/Denis_McDonald,9843
2022_IEHC_93,"Burns, Paul J.",High Court,https://en.wikipedia.org//wiki/Paul_Burns_(judge),7210
2022_IEHC_94,Ferriter J.,High Court,https://en.wikipedia.org//wiki/Cian_Ferriter,39428
2022_IEHC_95,Twomey J.,High Court,https://en.wikipedia.org//wiki/Michael_Twomey_(judge),21245
2022_IESC_10,Mac Menamin J.,Supreme Court,https://en.wikipedia.org//wiki/John_MacMenamin,57964
2022_IESC_10,Charleton J.,Supreme Court,https://en.wikipedia.org//wiki/Peter_Charleton,60366
2022_IESC_10,O'Malley J.,Supreme Court,https://en.wikipedia.org//wiki/Iseult_O%27Malley,7730
2022_IESC_10,Baker J.,Supreme Court,https://en.wikipedia.org//wiki/Marie_Baker,59697
2022_IESC_10,Hogan J.,Supreme Court,https://en.wikipedia.org//wiki/Gerard_Hogan,7394
2022_IESC_11,O'Donnell C.J.,Supreme Court,https://en.wikipedia.org/wiki/Donal_O%27Donnell,1552
2022_IESC_11,MacMenamin J.,Supreme Court,https://en.wikipedia.org/wiki/John_MacMenamin,20749
2022_IESC_11,Dunne J.,Supreme Court,https://en.wikipedia.org//wiki/Elizabeth_Dunne,26176
2022_IESC_11,Charleton J.,Supreme Court,https://en.wikipedia.org//wiki/Peter_Charleton,60366
2022_IESC_11,Woulfe J.,Supreme Court,https://en.wikipedia.org//wiki/S%C3%A9amus_Woulfe,59252
2022_IESC_2,Dunne J.,Supreme Court,https://en.wikipedia.org//wiki/Elizabeth_Dunne,26176
2022_IESC_2,O'Malley J.,Supreme Court,https://en.wikipedia.org//wiki/Iseult_O%27Malley,7730
2022_IESC_2,Baker J.,Supreme Court,https://en.wikipedia.org//wiki/Marie_Baker,59697
2022_IESC_2,Woulfe J.,Supreme Court,https://en.wikipedia.org//wiki/S%C3%A9amus_Woulfe,59252
2022_IESC_3,O'Donnell C.J.,Supreme Court,https://en.wikipedia.org/wiki/Donal_O%27Donnell,1552
2022_IESC_3,Mac Menamin J.,Supreme Court,https://en.wikipedia.org//wiki/John_MacMenamin,57964
2022_IESC_3,Dunne J.,Supreme Court,https://en.wikipedia.org//wiki/Elizabeth_Dunne,26176
2022_IESC_3,Charleton J.,Supreme Court,https://en.wikipedia.org//wiki/Peter_Charleton,60366
2022_IESC_3,Hogan J.,Supreme Court,https://en.wikipedia.org//wiki/Gerard_Hogan,7394
2022_IESC_4,O'Donnell C.J.,Supreme Court,https://en.wikipedia.org/wiki/Donal_O%27Donnell,1552
2022_IESC_4,Mac Menamin J.,Supreme Court,https://en.wikipedia.org//wiki/John_MacMenamin,57964
2022_IESC_4,O'Malley J.,Supreme Court,https://en.wikipedia.org//wiki/Iseult_O%27Malley,7730
2022_IESC_4,Baker J.,Supreme Court,https://en.wikipedia.org//wiki/Marie_Baker,59697
2022_IESC_4,Hogan J.,Supreme Court,https://en.wikipedia.org//wiki/Gerard_Hogan,7394
2022_IESC_6,O'Donnell C.J.,Supreme Court,https://en.wikipedia.org/wiki/Donal_O%27Donnell,1552
2022_IESC_6,Mac Menamin J.,Supreme Court,https://en.wikipedia.org//wiki/John_MacMenamin,57964
2022_IESC_6,Dunne J.,Supreme Court,https://en.wikipedia.org//wiki/Elizabeth_Dunne,26176
2022_IESC_6,Charleton J.,Supreme Court,https://en.wikipedia.org//wiki/Peter_Charleton,60366
2022_IESC_6,Baker J.,Supreme Court,https://en.wikipedia.org//wiki/Marie_Baker,59697
2022_IESC_6,Hogan J.,Supreme Court,https://en.wikipedia.org//wiki/Gerard_Hogan,7394
2022_IESC_7,O'Donnell C.J.,Supreme Court,https://en.wikipedia.org/wiki/Donal_O%27Donnell,1552
2022_IESC_7,Mac Menamin J.,Supreme Court,https://en.wikipedia.org//wiki/John_MacMenamin,57964
2022_IESC_7,Dunne J.,Supreme Court,https://en.wikipedia.org//wiki/Elizabeth_Dunne,26176
2022_IESC_7,O'Malley J.,Supreme Court,https://en.wikipedia.org//wiki/Iseult_O%27Malley,7730
2022_IESC_7,Woulfe J.,Supreme Court,https://en.wikipedia.org//wiki/S%C3%A9amus_Woulfe,59252
2022_IESC_8,O'Donnell C.J.,Supreme Court,https://en.wikipedia.org/wiki/Donal_O%27Donnell,1552
2022_IESC_8,Dunne J.,Supreme Court,https://en.wikipedia.org//wiki/Elizabeth_Dunne,26176
2022_IESC_8,Charleton J.,Supreme Court,https://en.wikipedia.org//wiki/Peter_Charleton,60366
2022_IESC_8,Woulfe J.,Supreme Court,https://en.wikipedia.org//wiki/S%C3%A9amus_Woulfe,59252
2022_IESC_8,Hogan J.,Supreme Court,https://en.wikipedia.org//wiki/Gerard_Hogan,7394
2022_IESC_9,O'Donnell C.J.,Supreme Court,https://en.wikipedia.org/wiki/Donal_O%27Donnell,1552
2022_IESC_9,Dunne J.,Supreme Court,https://en.wikipedia.org//wiki/Elizabeth_Dunne,26176
2022_IESC_9,Charleton J.,Supreme Court,https://en.wikipedia.org//wiki/Peter_Charleton,60366
2022_IESC_9,Baker J.,Supreme Court,https://en.wikipedia.org//wiki/Marie_Baker,59697
2022_IESC_9,Woulfe J.,Supreme Court,https://en.wikipedia.org//wiki/S%C3%A9amus_Woulfe,59252
2021_IECA_339,Donnelly J.,Court of Appeal,https://en.wikipedia.org//wiki/Aileen_Donnelly,43866
2021_IECA_339,Noonan J.,Court of Appeal,https://en.wikipedia.org//wiki/Seamus_Noonan,23253
2021_IECA_339,Murray J.,Supreme Court,https://en.wikipedia.org//wiki/Brian_Murray_(judge),2138
2021_IECA_340,Donnelly J.,Court of Appeal,https://en.wikipedia.org//wiki/Aileen_Donnelly,43866
2021_IECA_340,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2021_IECA_340,Hunt J.,High Court,https://en.wikipedia.org//wiki/Tony_Hunt_(judge),63239
2021_IECA_341,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2021_IECA_341,Faherty J.,Court of Appeal,https://en.wikipedia.org//wiki/Mary_Faherty,2494
2021_IECA_341,Pilkington J.,Court of Appeal,https://en.wikipedia.org//wiki/Teresa_Pilkington,57053
2021_IECA_342,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2021_IECA_342,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2021_IECA_342,Edwards J.,Court of Appeal,https://en.wikipedia.org//wiki/John_A._Edwards,25997
2021_IECA_342,Kennedy J.,Court of Appeal,https://en.wikipedia.org//wiki/Isobel_Kennedy,12485
2021_IECA_344,McCarthy J.,Court of Appeal,https://en.wikipedia.org//wiki/Patrick_McCarthy_(judge),51049
2021_IECA_344,Kennedy J.,Court of Appeal,https://en.wikipedia.org//wiki/Isobel_Kennedy,12485
2021_IECA_344,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2021_IECA_345,Faherty J.,Court of Appeal,https://en.wikipedia.org//wiki/Mary_Faherty,2494
2021_IECA_345,Power J.,Court of Appeal,https://en.wikipedia.org//wiki/Ann_Power,37651
2021_IECA_345,Collins J.,Court of Appeal,https://en.wikipedia.org//wiki/Maurice_Collins_(judge),29689
2021_IECA_347,Edwards J.,Court of Appeal,https://en.wikipedia.org//wiki/John_A._Edwards,25997
2021_IECA_347,McCarthy J.,Court of Appeal,https://en.wikipedia.org//wiki/Patrick_McCarthy_(judge),51049
2021_IECA_347,Keane J.,High Court,https://en.wikipedia.org//wiki/David_Keane_(judge),60885
2021_IEHC_754,Simons J.,High Court,https://en.wikipedia.org//wiki/Garrett_Simons,25571
2021_IEHC_779,Humphreys J.,High Court,https://en.wikipedia.org//wiki/Richard_Humphreys_(judge),3783
2021_IEHC_795,Simons J.,High Court,https://en.wikipedia.org//wiki/Garrett_Simons,25571
2021_IEHC_796,Simons J.,High Court,https://en.wikipedia.org//wiki/Garrett_Simons,25571
2021_IEHC_811,Barniville J.,High Court,https://en.wikipedia.org//wiki/David_Barniville,18202
2021_IEHC_811,Barniville J.,Supreme Court,https://en.wikipedia.org//wiki/David_Barniville,18202
2021_IEHC_811,Barniville J.,Court of Appeal,https://en.wikipedia.org//wiki/David_Barniville,18202
2021_IEHC_814,Twomey J.,High Court,https://en.wikipedia.org//wiki/Michael_Twomey_(judge),21245
2021_IEHC_816,O'Moore J.,High Court,https://en.wikipedia.org//wiki/Brian_O%27Moore,37106
2021_IEHC_817,Ferriter J.,High Court,https://en.wikipedia.org//wiki/Cian_Ferriter,39428
2021_IEHC_823,Meenan J.,High Court,https://en.wikipedia.org//wiki/Charles_Meenan,4695
2021_IEHC_825,Butler J.,High Court,https://en.wikipedia.org//wiki/Nuala_Butler,61569
2021_IEHC_826,Quinn J.,High Court,https://en.wikipedia.org//wiki/Michael_Quinn_(judge),61167
2021_IEHC_828,"Burns, Paul J.",High Court,https://en.wikipedia.org//wiki/Paul_Burns_(judge),7210
2021_IEHC_834,Barr J.,High Court,https://en.wikipedia.org//wiki/Anthony_Barr_(judge),28678
2021_IEHC_835,Hyland J.,High Court,https://en.wikipedia.org//wiki/Niamh_Hyland,5564
2021_IEHC_836,Hyland J.,High Court,https://en.wikipedia.org//wiki/Niamh_Hyland,5564
2021_IEHC_844,Heslin J.,High Court,https://en.wikipedia.org//wiki/Mark_Heslin,3178
2021_IEHC_853,Meenan J.,High Court,https://en.wikipedia.org//wiki/Charles_Meenan,4695
2021_IEHC_854,Barrett J.,High Court,https://en.wikipedia.org//wiki/Max_Barrett_(judge),59347
2021_IESC_83,O'Donnell C.J.,Supreme Court,https://en.wikipedia.org/wiki/Donal_O%27Donnell,1552
2021_IESC_83,Dunne J.,Supreme Court,https://en.wikipedia.org//wiki/Elizabeth_Dunne,26176
2021_IESC_83,Hogan J.,Supreme Court,https://en.wikipedia.org//wiki/Gerard_Hogan,7394
2022_IECA_11,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2022_IECA_11,Murray J.,Supreme Court,https://en.wikipedia.org//wiki/Brian_Murray_(judge),2138
2022_IECA_11,Pilkington J.,Court of Appeal,https://en.wikipedia.org//wiki/Teresa_Pilkington,57053
2022_IECA_12,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2022_IECA_12,Binchy J.,Court of Appeal,https://en.wikipedia.org//wiki/Donald_Binchy,58114
2022_IECA_12,Pilkington J.,Court of Appeal,https://en.wikipedia.org//wiki/Teresa_Pilkington,57053
2022_IECA_14,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_14,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_14,Kennedy J.,Court of Appeal,https://en.wikipedia.org//wiki/Isobel_Kennedy,12485
2022_IECA_14,Donnelly J.,Court of Appeal,https://en.wikipedia.org//wiki/Aileen_Donnelly,43866
2022_IECA_17,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_17,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_17,Kennedy J.,Court of Appeal,https://en.wikipedia.org//wiki/Isobel_Kennedy,12485
2022_IECA_17,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2022_IECA_18,Edwards J.,Court of Appeal,https://en.wikipedia.org//wiki/John_A._Edwards,25997
2022_IECA_18,McCarthy J.,Court of Appeal,https://en.wikipedia.org//wiki/Patrick_McCarthy_(judge),51049
2022_IECA_18,Kennedy J.,Court of Appeal,https://en.wikipedia.org//wiki/Isobel_Kennedy,12485
2022_IECA_19,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_19,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_19,Noonan J.,Court of Appeal,https://en.wikipedia.org//wiki/Seamus_Noonan,23253
2022_IECA_19,Binchy J.,Court of Appeal,https://en.wikipedia.org//wiki/Donald_Binchy,58114
2022_IECA_2,Donnelly J.,Court of Appeal,https://en.wikipedia.org//wiki/Aileen_Donnelly,43866
2022_IECA_2,Haughton J.,Court of Appeal,https://en.wikipedia.org//wiki/Robert_Haughton,12919
2022_IECA_2,Collins J.,Court of Appeal,https://en.wikipedia.org//wiki/Maurice_Collins_(judge),29689
2022_IECA_3,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_3,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_3,Kennedy J.,Court of Appeal,https://en.wikipedia.org//wiki/Isobel_Kennedy,12485
2022_IECA_3,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2022_IECA_30,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_30,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_30,McCarthy J.,Court of Appeal,https://en.wikipedia.org//wiki/Patrick_McCarthy_(judge),51049
2022_IECA_30,Donnelly J.,Court of Appeal,https://en.wikipedia.org//wiki/Aileen_Donnelly,43866
2022_IECA_4,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_4,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_4,McCarthy J.,Court of Appeal,https://en.wikipedia.org//wiki/Patrick_McCarthy_(judge),51049
2022_IECA_4,Murray J.,Supreme Court,https://en.wikipedia.org//wiki/Brian_Murray_(judge),2138
2022_IECA_40,Edwards J.,Court of Appeal,https://en.wikipedia.org//wiki/John_A._Edwards,25997
2022_IECA_40,McCarthy J.,Court of Appeal,https://en.wikipedia.org//wiki/Patrick_McCarthy_(judge),51049
2022_IECA_40,Kennedy J.,Court of Appeal,https://en.wikipedia.org//wiki/Isobel_Kennedy,12485
2022_IECA_44,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_44,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_44,Edwards J.,Court of Appeal,https://en.wikipedia.org//wiki/John_A._Edwards,25997
2022_IECA_44,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2022_IECA_45,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_45,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_45,Edwards J.,Court of Appeal,https://en.wikipedia.org//wiki/John_A._Edwards,25997
2022_IECA_45,McCarthy J.,Court of Appeal,https://en.wikipedia.org//wiki/Patrick_McCarthy_(judge),51049
2022_IECA_5,Costello J.,Court of Appeal,https://en.wikipedia.org//wiki/Caroline_Costello,41498
2022_IECA_5,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2022_IECA_5,Murray J.,Supreme Court,https://en.wikipedia.org//wiki/Brian_Murray_(judge),2138
2022_IECA_5,Barniville J.,High Court,https://en.wikipedia.org//wiki/David_Barniville,18202
2022_IECA_5,Barniville J.,Supreme Court,https://en.wikipedia.org//wiki/David_Barniville,18202
2022_IECA_5,Barniville J.,Court of Appeal,https://en.wikipedia.org//wiki/David_Barniville,18202
2022_IECA_51,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_51,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2022_IECA_51,Edwards J.,Court of Appeal,https://en.wikipedia.org//wiki/John_A._Edwards,25997
2022_IECA_51,McCarthy J.,Court of Appeal,https://en.wikipedia.org//wiki/Patrick_McCarthy_(judge),51049
2022_IECA_6,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2022_IECA_6,Pilkington J.,Court of Appeal,https://en.wikipedia.org//wiki/Teresa_Pilkington,57053
2022_IECA_6,Humphreys J.,High Court,https://en.wikipedia.org//wiki/Richard_Humphreys_(judge),3783
2022_IECA_7,Edwards J.,Court of Appeal,https://en.wikipedia.org//wiki/John_A._Edwards,25997
2022_IECA_7,Faherty J.,Court of Appeal,https://en.wikipedia.org//wiki/Mary_Faherty,2494
2022_IECA_7,Collins J.,Court of Appeal,https://en.wikipedia.org//wiki/Maurice_Collins_(judge),29689
2022_IECA_8,Costello J.,Court of Appeal,https://en.wikipedia.org//wiki/Caroline_Costello,41498
2022_IECA_8,Noonan J.,Court of Appeal,https://en.wikipedia.org//wiki/Seamus_Noonan,23253
2022_IECA_8,Barniville J.,High Court,https://en.wikipedia.org//wiki/David_Barniville,18202
2022_IECA_8,Barniville J.,Supreme Court,https://en.wikipedia.org//wiki/David_Barniville,18202
2022_IECA_8,Barniville J.,Court of Appeal,https://en.wikipedia.org//wiki/David_Barniville,18202
2022_IECA_9,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2022_IECA_9,Noonan J.,Court of Appeal,https://en.wikipedia.org//wiki/Seamus_Noonan,23253
2022_IECA_9,Haughton J.,Court of Appeal,https://en.wikipedia.org//wiki/Robert_Haughton,12919
2022_IEHC_1,Humphreys J.,High Court,https://en.wikipedia.org//wiki/Richard_Humphreys_(judge),3783
2022_IEHC_10,Allen J.,Court of Appeal,https://en.wikipedia.org/wiki/Senan_Allen,6010
2022_IEHC_11,Holland J.,High Court,https://en.wikipedia.org//wiki/David_Holland_(judge),27542
2022_IEHC_119,Biggs J.,High Court,https://en.wikipedia.org//wiki/Caroline_Biggs,6915
2022_IEHC_12,Allen J.,Court of Appeal,https://en.wikipedia.org/wiki/Senan_Allen,6010
2022_IEHC_14,Allen J.,Court of Appeal,https://en.wikipedia.org/wiki/Senan_Allen,6010
2022_IEHC_144,Biggs J.,High Court,https://en.wikipedia.org//wiki/Caroline_Biggs,6915
2022_IEHC_145,Biggs J.,High Court,https://en.wikipedia.org//wiki/Caroline_Biggs,6915
2022_IEHC_15,Allen J.,Court of Appeal,https://en.wikipedia.org/wiki/Senan_Allen,6010
2022_IEHC_16,Holland J.,High Court,https://en.wikipedia.org//wiki/David_Holland_(judge),27542
2022_IEHC_17,Stack J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Stack,46033
2022_IEHC_18,Twomey J.,High Court,https://en.wikipedia.org//wiki/Michael_Twomey_(judge),21245
2022_IEHC_19,Jordan J.,High Court,https://en.wikipedia.org//wiki/John_Jordan_(judge),1303
2022_IEHC_2,Humphreys J.,High Court,https://en.wikipedia.org//wiki/Richard_Humphreys_(judge),3783
2022_IEHC_20,Twomey J.,High Court,https://en.wikipedia.org//wiki/Michael_Twomey_(judge),21245
2022_IEHC_21,Hyland J.,High Court,https://en.wikipedia.org//wiki/Niamh_Hyland,5564
2022_IEHC_22,Twomey J.,High Court,https://en.wikipedia.org//wiki/Michael_Twomey_(judge),21245
2022_IEHC_23,Phelan J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Phelan,8597
2022_IEHC_24,Quinn J.,High Court,https://en.wikipedia.org//wiki/Michael_Quinn_(judge),61167
2022_IEHC_25,Allen J.,Court of Appeal,https://en.wikipedia.org/wiki/Senan_Allen,6010
2022_IEHC_26,Owens J.,High Court,https://en.wikipedia.org//wiki/Alexander_Owens,31158
2022_IEHC_28,Butler J.,High Court,https://en.wikipedia.org//wiki/Nuala_Butler,61569
2022_IEHC_29,Barr J.,High Court,https://en.wikipedia.org//wiki/Anthony_Barr_(judge),28678
2022_IEHC_3,Simons J.,High Court,https://en.wikipedia.org//wiki/Garrett_Simons,25571
2022_IEHC_30,Irvine P.,High Court,https://en.wikipedia.org/wiki/Mary_Irvine,6568
2022_IEHC_32,Barr J.,High Court,https://en.wikipedia.org//wiki/Anthony_Barr_(judge),28678
2022_IEHC_34,Twomey J.,High Court,https://en.wikipedia.org//wiki/Michael_Twomey_(judge),21245
2022_IEHC_35,Hyland J.,High Court,https://en.wikipedia.org//wiki/Niamh_Hyland,5564
2022_IEHC_36,Ferriter J.,High Court,https://en.wikipedia.org//wiki/Cian_Ferriter,39428
2022_IEHC_37,Ferriter J.,High Court,https://en.wikipedia.org//wiki/Cian_Ferriter,39428
2022_IEHC_38,"Burns, Paul J.",High Court,https://en.wikipedia.org//wiki/Paul_Burns_(judge),7210
2022_IEHC_4,Simons J.,High Court,https://en.wikipedia.org//wiki/Garrett_Simons,25571
2022_IEHC_43,Stack J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Stack,46033
2022_IEHC_48,Hyland J.,High Court,https://en.wikipedia.org//wiki/Niamh_Hyland,5564
2022_IEHC_52,Dignam J.,High Court,https://en.wikipedia.org//wiki/Conor_Dignam,4974
2022_IEHC_6,Humphreys J.,High Court,https://en.wikipedia.org//wiki/Richard_Humphreys_(judge),3783
2022_IEHC_65,Stack J.,High Court,https://en.wikipedia.org//wiki/Siobh%C3%A1n_Stack,46033
2022_IEHC_76,Biggs J.,High Court,https://en.wikipedia.org//wiki/Caroline_Biggs,6915
2022_IEHC_8,Barr J.,High Court,https://en.wikipedia.org//wiki/Anthony_Barr_(judge),28678
2022_IEHC_9,Coffey J.,High Court,https://en.wikipedia.org//wiki/Paul_Coffey_(judge),8258
2021_IECA_242,Donnelly J.,Court of Appeal,https://en.wikipedia.org//wiki/Aileen_Donnelly,43866
2021_IECA_242,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2021_IECA_242,Power J.,Court of Appeal,https://en.wikipedia.org//wiki/Ann_Power,37651
2021_IECA_243,Birmingham P.,Supreme Court,https://en.wikipedia.org//wiki/George_Birmingham,14013
2021_IECA_243,Birmingham P.,Court of Appeal,https://en.wikipedia.org//wiki/George_Birmingham,14013
2021_IECA_243,Kennedy J.,Court of Appeal,https://en.wikipedia.org//wiki/Isobel_Kennedy,12485
2021_IECA_243,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2021_IECA_247,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2021_IECA_247,Faherty J.,Court of Appeal,https://en.wikipedia.org//wiki/Mary_Faherty,2494
2021_IECA_247,Collins J.,Court of Appeal,https://en.wikipedia.org//wiki/Maurice_Collins_(judge),29689
2021_IECA_248,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2021_IECA_248,Haughton J.,Court of Appeal,https://en.wikipedia.org//wiki/Robert_Haughton,12919
2021_IECA_248,Murray J.,Supreme Court,https://en.wikipedia.org//wiki/Brian_Murray_(judge),2138
2021_IECA_249,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2021_IECA_249,Donnelly J.,Court of Appeal,https://en.wikipedia.org//wiki/Aileen_Donnelly,43866
2021_IECA_249,Noonan J.,Court of Appeal,https://en.wikipedia.org//wiki/Seamus_Noonan,23253
2021_IECA_250,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2021_IECA_250,Ni Raifeartaigh J.,Court of Appeal,https://en.wikipedia.org/wiki/%C3%9Ana_N%C3%AD_Raifeartaigh,53073
2021_IECA_250,Murray J.,Supreme Court,https://en.wikipedia.org//wiki/Brian_Murray_(judge),2138
2021_IECA_251,Donnelly J.,Court of Appeal,https://en.wikipedia.org//wiki/Aileen_Donnelly,43866
2021_IECA_251,Noonan J.,Court of Appeal,https://en.wikipedia.org//wiki/Seamus_Noonan,23253
2021_IECA_251,Binchy J.,Court of Appeal,https://en.wikipedia.org//wiki/Donald_Binchy,58114
2021_IECA_252,Noonan J.,Court of Appeal,https://en.wikipedia.org//wiki/Seamus_Noonan,23253
2021_IECA_252,Faherty J.,Court of Appeal,https://en.wikipedia.org//wiki/Mary_Faherty,2494
2021_IECA_252,Binchy J.,Court of Appeal,https://en.wikipedia.org//wiki/Donald_Binchy,58114
2021_IECA_253,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2021_IECA_253,Faherty J.,Court of Appeal,https://en.wikipedia.org//wiki/Mary_Faherty,2494
2021_IECA_253,Collins J.,Court of Appeal,https://en.wikipedia.org//wiki/Maurice_Collins_(judge),29689
2021_IECA_255,Whelan J.,Court of Appeal,https://en.wikipedia.org//wiki/M%C3%A1ire_Whelan,49920
2021_IECA_255,Murray J.,Supreme Court,https://en.wikipedia.org//wiki/Brian_Murray_(judge),2138
2021_IECA_255,Pilkington J.,Court of Appeal,https://en.wikipedia.org//wiki/Teresa_Pilkington,57053
