,Neutral Citation,Citation,Citation ID
7760,2022_IECA_131,2021_IEHC_212,27995
7761,2022_IECA_131,2016_IEHC_709,23070
7762,2022_IECA_131,2012_IEHC_425,47212
7763,2022_IECA_131,2018_IECA_35,29490
7770,2022_IECA_132,2016_IECA_10,31192
7771,2022_IECA_132,2007_IEHC_38,19013
7772,2022_IECA_132,1998_IEHC_168,6535
7773,2022_IECA_132,2006_IEHC_318,5577
7774,2022_IECA_132,2021_IECH_67,34233
7775,2022_IECA_132,2021_IECA_3,21391
7776,2022_IECA_132,2019_IECA_256,43462
7777,2022_IECA_132,2016_IECA_62,739
7786,2022_IECA_135,2015_IECA_65,18426
7787,2022_IECA_135,2020_IECA_181,41425
7788,2022_IECA_135,1990_ILRM_780,37094
7792,2022_IECA_136,2020_IECA_367,31326
7793,2022_IECA_136,2017_IECA_111,61577
7794,2022_IECA_136,2016_IECA_270,21418
7795,2022_IECA_136,2017_IECA_71,18328
7796,2022_IECA_136,2021_IECA_185,36722
7797,2022_IECA_136,2019_EWCA_2101,29866
7804,2022_IECA_137,2021_IEHC_115,41038
7805,2022_IECA_137,2019_IESC_28,16064
7806,2022_IECA_137,2022_IESC_2,24917
7807,2022_IECA_137,2019_IESC_65,55665
7808,2022_IECA_137,2000_IESC_80,49148
7809,2022_IECA_137,2008_IEHC_376,17274
7810,2022_IECA_137,2013_IEHC_311,14635
7811,2022_IECA_137,2019_IESC_92,4996
7812,2022_IECA_137,1993_ILRM_657,27823
7813,2022_IECA_137,2008_IEHC_447,9047
7824,2022_IECA_139,2019_IEHC_628,26997
7825,2022_IECA_139,2019_IEHC_854,57945
7826,2022_IECA_139,2013_IESC_44,58301
7827,2022_IECA_139,1993_ILRM_497,57790
7828,2022_IECA_139,2021_IEHC_320,11311
7829,2022_IECA_139,2019_IESC_72,35145
7830,2022_IECA_139,2013_IESC_16,45153
7838,2022_IECA_140,2019_IECA_260,33527
7840,2022_IECA_142,2021_IECA_293,22075
7841,2022_IECA_142,1998_EMLR_161,40168
7842,2022_IECA_142,2015_IESC_103,23819
7843,2022_IECA_142,2020_IECA_110,34000
7844,2022_IECA_142,2020_IEHC_345,17640
7845,2022_IECA_142,2006_IEHC_240,61085
7846,2022_IECA_142,2020_IECA_183,23385
7847,2022_IECA_142,2012_IESC_39,17065
7848,2022_IECA_142,2011_IEHC_100,6550
7849,2022_IECA_142,2012_IEHC_391,4302
7850,2022_IECA_142,2020_IEHC_277,4372
7862,2022_IECA_143,2019_IECA_173,1393
7864,2022_IECA_144,2019_IESC_85,56851
7866,2022_IECA_145,2010_IESC_62,41180
7867,2022_IECA_145,2013_IESC_53,36162
7868,2022_IECA_145,2011_IEHC_4,29194
7869,2022_IECA_145,2017_IEHC_676,22901
7870,2022_IECA_145,2019_IECA_233,7851
7871,2022_IECA_145,2015_IECA_40,41492
7872,2022_IECA_145,2017_IECA_74,57658
7873,2022_IECA_145,2001_IEHC_195,31060
7874,2022_IECA_145,2017_IESC_31,434
7875,2022_IECA_145,2013_IEHC_208,50511
7886,2022_IECA_146,2002_IEHC_14,65367
7887,2022_IECA_146,2022_IECA_11,38012
7888,2022_IECA_146,2020_IECA_87,59220
7889,2022_IECA_146,2015_IESC_96,20060
7890,2022_IECA_146,2014_IESC_44,54830
7896,2022_IECA_149,2016_IESC_64,59477
7898,2022_IECA_150,2019_IECA_260,33527
7899,2022_IECA_150,2015_IECA_290,59741
7902,2022_IEHC_265,2011_IEHC_103,33825
7904,2022_IEHC_321,2012_IESC_43,2032
7905,2022_IEHC_321,2009_IEHC_318,20126
7906,2022_IEHC_321,2020_IESC_6,48261
7907,2022_IEHC_321,2021_IESC_36,4761
7908,2022_IEHC_321,2020_IECA_242,15398
7914,2022_IEHC_322,2020_IESC_26,28054
7915,2022_IEHC_322,2020_IECA_69,55811
7916,2022_IEHC_322,2011_IEHC_110,27952
7917,2022_IEHC_322,2017_IEHC_248,31998
7918,2022_IEHC_322,2019_IESC_86,55871
7919,2022_IEHC_322,1988_ILRM_177,41263
7920,2022_IEHC_322,2014_IESC_50,45839
7921,2022_IEHC_322,2010_IEHC_287,51851
7922,2022_IEHC_322,2019_IECA_124,41676
7932,2022_IEHC_327,2021_IEHC_140,8951
7933,2022_IEHC_327,2022_IEHC_83,8540
7934,2022_IEHC_327,2006_IEHC_137,36475
7935,2022_IEHC_327,2021_IEHC_415,31820
7936,2022_IEHC_327,2020_IECA_183,23385
7937,2022_IEHC_327,2020_IEHC_673,40795
7938,2022_IEHC_327,2018_IESC_36,49327
7939,2022_IEHC_327,2018_IESC_31,23140
7940,2022_IEHC_327,2016_IEHC_666,34064
7941,2022_IEHC_327,2018_IECA_103,11337
7942,2022_IEHC_327,2020_IEHC_216,9063
7943,2022_IEHC_327,2021_IECA_108,25605
7944,2022_IEHC_327,2018_IESC_44,60501
7945,2022_IEHC_327,2021_IESC_15,44846
7960,2022_IEHC_330,2020_IEHC_562,13419
7961,2022_IEHC_330,2021_IECA_177,878
7964,2022_IEHC_335,2019_IEHC_462,55483
7965,2022_IEHC_335,2020_IEHC_56,37450
7966,2022_IEHC_335,2021_IESC_77,49837
7967,2022_IEHC_335,2002_IRLR_109,13884
7972,2022_IEHC_340,2020_IEHC_562,13419
7973,2022_IEHC_340,2021_IECA_177,878
7974,2022_IEHC_340,2015_IECA_236,57056
7978,2022_IEHC_341,2012_IEHC_106,15214
7980,2022_IEHC_342,2019_IESC_41,58510
7981,2022_IEHC_342,2017_IESC_31,434
7982,2022_IEHC_342,2019_IESC_2,64137
7983,2022_IEHC_342,1988_ILRM_373,55599
7984,2022_IEHC_342,2021_IEHC_78,35787
7985,2022_IEHC_342,2011_UKSC_50,8309
7986,2022_IEHC_342,2015_UKSC_36,51364
7994,2022_IEHC_348,2004_IEHC_359,33071
7996,2022_IEHC_349,2020_IEHC_477,48698
7997,2022_IEHC_349,2020_IEHC_601,19342
7998,2022_IEHC_349,2021_IEHC_281,34161
7999,2022_IEHC_349,2022_IEHC_25,65122
8000,2022_IEHC_349,2022_IEHC_231,5278
8001,2022_IEHC_349,2018_IESC_36,49327
8002,2022_IEHC_349,2022_IEHC_327,1915
8003,2022_IEHC_349,2021_IEHC_362,38471
8004,2022_IEHC_349,2021_IESC_51,59887
8014,2022_IEHC_351,2006_IEHC_207,28924
8015,2022_IEHC_351,1987_ILRM_669,47624
8016,2022_IEHC_351,2016_IECA_298,6557
8017,2022_IEHC_351,2013_IEHC_360,45714
8022,2022_IEHC_354,2014_IEHC_79,62858
8023,2022_IEHC_354,2006_IEHC_223,25493
8024,2022_IEHC_354,2006_IESC_27,20383
8025,2022_IEHC_354,2017_IEHC_217,24436
8026,2022_IEHC_354,2013_IEHC_146,35233
8032,2022_IEHC_355,2016_IECA_206,49935
8033,2022_IEHC_355,2015_IECA_74,44142
8034,2022_IEHC_355,2008_IESC_4,20386
8035,2022_IEHC_355,2017_IEHC_346,52968
8036,2022_IEHC_355,2017_IECA_178,51939
8037,2022_IEHC_355,2019_IEHC_289,49037
8038,2022_IEHC_355,2021_IECA_287,62630
8039,2022_IEHC_355,2020_IESC_67,57426
8048,2022_IEHC_357,2021_IESC_15,44846
8049,2022_IEHC_357,2006_IESC_1,63913
8050,2022_IEHC_357,2013_IEHC_359,51078
8051,2022_IEHC_357,2007_UKHL_21,33924
8052,2022_IEHC_357,2013_IESC_53,36162
8053,2022_IEHC_357,2019_IEHC_213,22776
8054,2022_IEHC_357,2009_IEHC_7,32541
8062,2022_IEHC_359,2021_IECA_287,62630
8063,2022_IEHC_359,2020_IESC_67,57426
8064,2022_IEHC_359,2020_IEHC_372,22340
8065,2022_IEHC_359,2010_IESC_27,9092
8070,2022_IEHC_364,2002_IESC_69,20716
8071,2022_IEHC_364,2021_IECA_68,24076
8074,2022_IEHC_365,2016_IEHC_69,24324
8076,2022_IEHC_366,2016_IEHC_18,1374
8077,2022_IEHC_366,2017_IEHC_63,63816
8078,2022_IEHC_366,2018_IEHC_684,6539
8079,2022_IEHC_366,2019_IECA_86,32283
8084,2022_IEHC_367,2016_IEHC_742,13139
8085,2022_IEHC_367,2006_IEHC_156,24246
8086,2022_IEHC_367,2007_IEHC_313,30565
8087,2022_IEHC_367,2015_IESC_21,43722
8088,2022_IEHC_367,1996_ILRM_290,28836
8089,2022_IEHC_367,2008_IEHC_42,3220
8096,2022_IEHC_369,2016_IECA_206,49935
8097,2022_IEHC_369,2015_IECA_74,44142
8098,2022_IEHC_369,2022_IEHC_126,32793
8102,2022_IEHC_370,2008_IEHC_289,23712
8103,2022_IEHC_370,2008_IESC_71,14649
8104,2022_IEHC_370,2010_IEHC_516,19656
8105,2022_IEHC_370,2013_IESC_34,19004
8106,2022_IEHC_370,2018_IESC_31,23140
8107,2022_IEHC_370,2012_IESC_59,8889
8108,2022_IEHC_370,2019_IEHC_553,10964
8109,2022_IEHC_370,2021_IESC_36,4761
8110,2022_IEHC_370,2022_IEHC_141,46168
8120,2022_IEHC_371,2020_IEHC_163,57637
8121,2022_IEHC_371,2016_IEHC_309,55356
8124,2022_IEHC_372,2021_IECA_259,22028
8125,2022_IEHC_372,2022_IEHC_6,30203
8126,2022_IEHC_372,2022_IEHC_337,17363
8127,2022_IEHC_372,2022_IEHC_328,3617
8128,2022_IEHC_372,2021_IEHC_265,29773
8134,2022_IEHC_373,2021_IEHC_297,3475
8135,2022_IEHC_373,2014_IESC_8,20804
8136,2022_IEHC_373,2021_IEHC_568,51442
8140,2022_IEHC_379,1989_ILRM_639,33092
8141,2022_IEHC_379,2001_IESC_63,19554
8142,2022_IEHC_379,2005_IEHC_296,49545
8143,2022_IEHC_379,2007_IEHC_170,61663
8144,2022_IEHC_379,2001_IESC_64,35689
8145,2022_IEHC_379,2014_IEHC_446,45451
8152,2022_IEHC_380,2020_IEHC_104,25711
8154,2022_IEHC_386,2014_IEHC_213,23585
8155,2022_IEHC_386,2021_IECA_113,57919
8156,2022_IEHC_386,1988_ILRM_629,49641
8157,2022_IEHC_386,2020_IESC_28,28338
8158,2022_IEHC_386,2014_IEHC_483,11646
8159,2022_IEHC_386,2013_IESC_11,61649
8160,2022_IEHC_386,2020_IEHC_154,16701
8161,2022_IEHC_386,2021_IECA_352,13491
8162,2022_IEHC_386,2018_IESC_49,64796
8163,2022_IEHC_386,2019_IESC_6,58685
8164,2022_IEHC_386,2017_IECA_43,63939
8165,2022_IEHC_386,2020_IECA_239,6027
8166,2022_IEHC_386,2011_IEHC_361,18713
8167,2022_IEHC_386,2005_IEHC_216,46990
8182,2022_IEHC_389,2018_IEHC_515,8502
8183,2022_IEHC_389,2020_IEHC_419,63111
8184,2022_IEHC_389,2013_UKSC_33,36623
8188,2022_IEHC_391,2017_IEHC_240,40632
8189,2022_IEHC_391,2018_IEHC_790,64712
8190,2022_IEHC_391,2015_IEHC_153,15971
8194,2022_IEHC_393,2009_IEHC_206,38269
8195,2022_IEHC_393,2019_IEHC_555,6675
8196,2022_IEHC_393,2001_IEHC_141,15290
8197,2022_IEHC_393,2012_IEHC_163,235
8198,2022_IEHC_393,2020_IEHC_402,41776
8199,2022_IEHC_393,2020_IEHC_151,61446
8200,2022_IEHC_393,2010_IEHC_495,63883
8201,2022_IEHC_393,2015_IEHC_757,10530
8202,2022_IEHC_393,2021_IEHC_683,36887
8203,2022_IEHC_393,2020_IEHC_371,62257
8204,2022_IEHC_393,2005_EWHC_3261,19775
8205,2022_IEHC_393,2018_IESC_31,23140
8206,2022_IEHC_393,2021_IEHC_322,44118
8207,2022_IEHC_393,2019_IESC_90,25717
8208,2022_IEHC_393,2020_IEHC_586,24333
8209,2022_IEHC_393,2019_IEHC_488,65355
8210,2022_IEHC_393,2008_IEHC_192,48768
8211,2022_IEHC_393,2012_ABQB_571,15737
8212,2022_IEHC_393,2022_IEHC_7,32224
8213,2022_IEHC_393,2021_IEHC_453,25506
8214,2022_IEHC_393,2004_IEHC_109,56757
8215,2022_IEHC_393,2016_IEHC_113,18122
8216,2022_IEHC_393,2019_IEHC_888,2411
8217,2022_IEHC_393,2020_IEHC_356,1883
8218,2022_IEHC_393,2020_IEHC_400,21095
8219,2022_IEHC_393,2012_IEHC_539,11461
8220,2022_IEHC_393,2018_IESC_56,30647
8221,2022_IEHC_393,2019_EWHC_2992,53851
8222,2022_IEHC_393,2009_IEHC_274,6255
8223,2022_IEHC_393,2009_IEHC_599,63619
8224,2022_IEHC_393,2015_IESC_31,1986
8225,2022_IEHC_393,2021_IECA_317,9731
8226,2022_IEHC_393,2020_IEHC_225,28903
8227,2022_IEHC_393,2020_IEHC_622,5493
8228,2022_IEHC_393,2019_IEHC_450,48428
8229,2022_IEHC_393,2020_IECA_268,20418
8230,2022_IEHC_393,2002_IESC_59,14805
8231,2022_IEHC_393,2022_IEHC_281,2129
8232,2022_IEHC_393,2011_IEHC_193,20788
8233,2022_IEHC_393,2014_EWHC_4225,34952
8234,2022_IEHC_393,2017_IEHC_783,3328
8235,2022_IEHC_393,2020_IEHC_564,49406
8278,2022_IEHC_395,2020_IEHC_294,35882
8279,2022_IEHC_395,2022_IEHC_393,4794
8280,2022_IEHC_395,1998_IEHC_97,5049
8281,2022_IEHC_395,2020_IEHC_307,25822
8282,2022_IEHC_395,2011_EWHC_606,31317
8283,2022_IEHC_395,2015_EWHC_1078,64368
8284,2022_IEHC_395,2020_IEHC_225,28903
8285,2022_IEHC_395,2021_IECA_317,9731
8294,2022_IEHC_397,2016_IEHC_353,1801
8295,2022_IEHC_397,2000_IEHC_189,12427
8296,2022_IEHC_397,2009_IEHC_41,45758
8297,2022_IEHC_397,2009_IEHC_15,12428
8298,2022_IEHC_397,2008_IESC_14,9002
8304,2022_IEHC_402,2019_IEHC_184,40611
8305,2022_IEHC_402,2013_IEHC_43,58982
8306,2022_IEHC_402,2012_IEHC_142,11059
8307,2022_IEHC_402,2009_IEHC_141,46477
8312,2022_IEHC_403,2017_IEHC_13,25860
8313,2022_IEHC_403,2017_IEHC_94,27303
8314,2022_IEHC_403,2018_IEHC_710,14050
8315,2022_IEHC_403,2017_IECA_297,25608
8316,2022_IEHC_403,2007_IEHC_169,62126
8317,2022_IEHC_403,2008_IEHC_229,40952
8318,2022_IEHC_403,2013_IEHC_258,9998
8319,2022_IEHC_403,2008_IEHC_192,48768
8328,2022_IEHC_410,2022_IEHC_365,22237
8330,2022_IEHC_416,2017_IEHC_287,33996
8331,2022_IEHC_416,1993_BCLC_676,64984
8332,2022_IEHC_416,2017_IESC_31,434
8333,2022_IEHC_416,2015_UKSC_36,51364
8334,2022_IEHC_416,2015_IEHC_272,3298
8340,2022_IEHC_417,2016_IEHC_318,46936
8341,2022_IEHC_417,2012_IEHC_285,16916
8344,2022_IEHC_424,2015_IECA_265,25136
8345,2022_IEHC_424,2020_IEHC_686,60086
8346,2022_IEHC_424,2020_IECA_302,49415
8347,2022_IEHC_424,2019_IESC_10,50520
8352,2022_IEHC_438,2021_IECA_3,21391
8354,2022_IEHC_440,2021_IEHC_732,13155
8355,2022_IEHC_440,2017_IEHC_94,27303
8356,2022_IEHC_440,2019_IEHC_269,62456
8357,2022_IEHC_440,2007_IEHC_369,48217
8358,2022_IEHC_440,2015_IEHC_528,29060
8359,2022_IEHC_440,2017_IECA_296,37765
8360,2022_IEHC_440,2015_IEHC_441,63320
8361,2022_IEHC_440,2021_IESC_24,34021
8362,2022_IEHC_440,2015_IESC_57,12415
8363,2022_IEHC_440,2020_IESC_63,34977
8364,2022_IEHC_440,2019_IEHC_47,41393
8365,2022_IEHC_440,2021_IEHC_781,36188
8366,2022_IEHC_440,2022_IEHC_164,63400
8367,2022_IEHC_440,2020_IEHC_615,26112
8368,2022_IEHC_440,2009_IESC_81,43745
8369,2022_IEHC_440,2015_IESC_64,55404
8370,2022_IEHC_440,2013_IESC_4,13675
8388,2022_IEHC_441,2010_IEHC_133,15786
8389,2022_IEHC_441,2017_IESC_35,13097
8392,2022_IEHC_442,2021_IEHC_408,22000
8393,2022_IEHC_442,2020_IECA_114,5575
8394,2022_IEHC_442,2020_IEHC_646,50506
8395,2022_IEHC_442,2017_IECA_288,59836
8396,2022_IEHC_442,2020_IEHC_46,2591
8397,2022_IEHC_442,2015_IECA_74,44142
8398,2022_IEHC_442,2019_IECA_156,30682
8399,2022_IEHC_442,2019_IECA_43,15339
8400,2022_IEHC_442,2014_IEHC_488,47867
8401,2022_IEHC_442,2021_IEHC_5,45959
8402,2022_IEHC_442,2017_IESC_24,39852
8403,2022_IEHC_442,2012_IESC_50,3869
8404,2022_IEHC_442,2008_IESC_26,12969
8405,2022_IEHC_442,2016_IECA_206,49935
8420,2022_IESC_25,2017_IEHC_741,1303
8421,2022_IESC_25,2011_IEHC_24,16085
8422,2022_IESC_25,2008_IEHC_190,17410
8423,2022_IESC_25,2012_IEHC_484,63498
8424,2022_IESC_25,2020_IECA_154,41996
8425,2022_IESC_25,2016_IEHC_360,57260
8426,2022_IESC_25,2012_IESC_63,4025
8427,2022_IESC_25,2011_IEHC_526,59621
8428,2022_IESC_25,2019_IESC_50,41457
8429,2022_IESC_25,2019_UKSC_13,17418
8430,2022_IESC_25,2019_IESC_34,3995
8431,2022_IESC_25,2018_IEHC_103,11874
8432,2022_IESC_25,2019_IESC_54,52868
8433,2022_IESC_25,2008_INLR_683,42843
8434,2022_IESC_25,2010_IESC_49,1469
8450,2022_IESC_26,2021_IESC_82,36512
8451,2022_IESC_26,2022_IESC_14,10352
8452,2022_IESC_26,2022_IESC_18,62560
8453,2022_IESC_26,2021_IECA_114,53210
8454,2022_IESC_26,2021_IEHC_11,55014
8455,2022_IESC_26,2021_IESC_63,48169
8456,2022_IESC_26,2022_IESC_16,51672
8457,2022_IESC_26,2015_IESC_66,36264
8458,2022_IESC_26,2016_IESC_60,52857
8468,2022_IESC_28,2022_IESC_19,6162
8469,2022_IESC_28,2021_IESC_63,48169
8470,2022_IESC_28,2022_IESC_16,51672
8471,2022_IESC_28,2014_IEHC_79,62858
8472,2022_IESC_28,2021_IEHC_224,42859
8473,2022_IESC_28,2022_IESC_18,62560
8480,2022_IESC_29,2014_IESC_17,44504
8481,2022_IESC_29,2017_IESC_1,10074
8482,2022_IESC_29,2015_IESC_31,1986
8483,2022_IESC_29,2007_IEHC_108,3480
8484,2022_IESC_29,2010_UKSC_43,61727
8485,2022_IESC_29,2017_IESC_54,23734
8492,2022_IECA_100,2019_IESC_65,55665
8493,2022_IECA_100,2020_IESC_42,2144
8494,2022_IECA_100,2019_IECA_327,51315
8495,2022_IECA_100,2016_IECA_235,54628
8496,2022_IECA_100,2019_IECA_18,63565
8497,2022_IECA_100,2015_IECA_27,25282
8498,2022_IECA_100,2020_IECA_121,31892
8499,2022_IECA_100,2020_IESC_9,26739
8500,2022_IECA_100,2015_IESC_103,23819
8501,2022_IECA_100,2022_IEHC_6,30203
8512,2022_IECA_102,2012_IEHC_580,42699
8514,2022_IECA_120,2019_ILRM_19,30500
8515,2022_IECA_120,2019_IESC_89,33321
8516,2022_IECA_120,2013_IEHC_111,33887
8517,2022_IECA_120,2019_IECA_210,18010
8518,2022_IECA_120,2017_IEHC_439,38997
8519,2022_IECA_120,2015_IECA_215,19848
8520,2022_IECA_120,1993_ILRM_557,14218
8521,2022_IECA_120,1999_IEHC_116,7512
8522,2022_IECA_120,2017_IECA_77,55175
8523,2022_IECA_120,2016_IESC_32,22748
8524,2022_IECA_120,2020_IECA_88,55569
8525,2022_IECA_120,2005_ECHR_873,23404
8526,2022_IECA_120,2016_IEHC_302,19836
8527,2022_IECA_120,2016_IEHC_363,65522
8528,2022_IECA_120,2020_UKSC_31,35489
8544,2022_IECA_76,2022_IECA_76,39640
8545,2022_IECA_76,2019_IESC_57,33345
8546,2022_IECA_76,2015_IEHC_450,58534
8547,2022_IECA_76,2019_IECA_57,63876
8548,2022_IECA_76,2015_IEHC_296,52000
8549,2022_IECA_76,2019_IESC_48,56381
8550,2022_IECA_76,1999_IESC_26,35181
8551,2022_IECA_76,2017_IECA_258,8241
8552,2022_IECA_76,2020_IESC_9,26739
8564,2022_IECA_77,2014_IESC_48,50278
8565,2022_IECA_77,2011_IEHC_367,376
8566,2022_IECA_77,2021_IEHC_116,524
8567,2022_IECA_77,2015_IECA_126,16372
8568,2022_IECA_77,2015_IEHC_29,37529
8569,2022_IECA_77,2011_IEHC_439,47119
8570,2022_IECA_77,2013_IEHC_182,53652
8571,2022_IECA_77,2006_IEHC_323,4372
8580,2022_IECA_78,2014_IESC_44,54830
8581,2022_IECA_78,2014_IESC_21,32302
8582,2022_IECA_78,2019_IESC_84,62528
8583,2022_IECA_78,2020_IECA_318,55235
8584,2022_IECA_78,1996_IESC_1,63240
8585,2022_IECA_78,2001_IESC_94,403
8586,2022_IECA_78,2009_IEHC_220,741
8587,2022_IECA_78,2020_IECA_211,1000
8588,2022_IECA_78,2015_IESC_10,58309
8589,2022_IECA_78,2013_IESC_16,45153
8590,2022_IECA_78,2016_IESC_9,54324
8602,2022_IECA_81,2020_IECA_140,36686
8603,2022_IECA_81,2018_IECA_120,37983
8606,2022_IECA_82,2017_IESC_41,32112
8607,2022_IECA_82,2006_IESC_9,21798
8608,2022_IECA_82,2005_IEHC_134,27087
8612,2022_IECA_83,2021_IECA_17,62991
8613,2022_IECA_83,2018_IEHC_798,15366
8614,2022_IECA_83,2011_IEHC_269,11475
8618,2022_IECA_85,2015_IEHC_405,54603
8619,2022_IECA_85,2020_IECA_101,41456
8622,2022_IECA_86,2006_IEHC_209,22711
8623,2022_IECA_86,2015_IESC_20,62498
8626,2022_IECA_87,2020_IEHC_185,54000
8627,2022_IECA_87,2020_IEHC_311,15691
8628,2022_IECA_87,2011_IEHC_25,38483
8629,2022_IECA_87,1998_UKHL_52,2537
8630,2022_IECA_87,2020_IECA_150,47578
8631,2022_IECA_87,2021_IESC_58,20728
8632,2022_IECA_87,2020_IESC_37,52699
8633,2022_IECA_87,2010_IEHC_218,57916
8634,2022_IECA_87,2019_IEHC_151,32966
8635,2022_IECA_87,2006_IEHC_190,59925
8636,2022_IECA_87,2013_IESC_32,12332
8637,2022_IECA_87,2021_UKSC_20,20248
8638,2022_IECA_87,2010_IEHC_236,42390
8639,2022_IECA_87,2011_IEHC_376,33294
8640,2022_IECA_87,2005_IESC_81,7976
8641,2022_IECA_87,2009_IESC_2,7204
8642,2022_IECA_87,2021_IECA_248,16706
8643,2022_IECA_87,2011_EWHC_775,8176
8644,2022_IECA_87,2008_IEHC_274,6033
8645,2022_IECA_87,2015_IESC_27,55300
8646,2022_IECA_87,2020_EWHC_104,60944
8647,2022_IECA_87,2020_IEHC_619,10462
8670,2022_IECA_88,2020_IEHC_667,50376
8671,2022_IECA_88,2017_IECA_226,49088
8672,2022_IECA_88,2020_IECA_221,28318
8673,2022_IECA_88,2018_IEHC_99,48330
8674,2022_IECA_88,2014_IESC_44,54830
8675,2022_IECA_88,2006_IEHC_195,829
8676,2022_IECA_88,2010_IESC_22,44227
8684,2022_IECA_91,2020_IECA_256,44481
8685,2022_IECA_91,2019_IECA_27,15034
8686,2022_IECA_91,2015_IECA_169,1813
8687,2022_IECA_91,2019_IECA_187,37912
8688,2022_IECA_91,2018_IECA_143,48809
8694,2022_IECA_93,2021_IECA_280,14938
8696,2022_IECA_94,2019_IESC_85,56851
8698,2022_IECA_95,2006_IEHC_323,4372
8699,2022_IECA_95,2016_IESC_18,15066
8702,2022_IECA_96,2019_IESC_94,56040
8703,2022_IECA_96,2015_IECA_140,28196
8704,2022_IECA_96,2018_IECA_135,62578
8705,2022_IECA_96,2021_IECA_122,52167
8706,2022_IECA_96,2021_IECA_243,50657
8712,2022_IECA_98,2012_IEHC_376,62197
8713,2022_IECA_98,2007_IEHC_348,8193
8714,2022_IECA_98,2009_IESC_81,43745
8715,2022_IECA_98,2009_IESC_71,40109
8716,2022_IECA_98,2017_IEHC_651,1340
8717,2022_IECA_98,2020_NICA_35,34527
8718,2022_IECA_98,2012_IESC_11,11470
8719,2022_IECA_98,2019_IECA_212,57764
8728,2022_IECA_99,2022_IECA_99,13868
8729,2022_IECA_99,2020_IEHC_51,36745
8730,2022_IECA_99,2015_IESC_13,25140
8731,2022_IECA_99,2017_IESC_29,63287
8736,2022_IEHC_174,2008_EWHC_413,59332
8738,2022_IEHC_176,1990_ILRM_419,2368
8739,2022_IEHC_176,2008_IEHC_198,58516
8740,2022_IEHC_176,2018_IECA_264,43058
8741,2022_IEHC_176,2017_IEHC_830,16151
8742,2022_IEHC_176,1988_IEHC_16,58046
8743,2022_IEHC_176,2015_IEHC_706,53657
8744,2022_IEHC_176,2018_IECA_25,11532
8745,2022_IEHC_176,2006_IESC_9,21798
8746,2022_IEHC_176,2005_IEHC_467,38464
8756,2022_IEHC_177,2008_IEHC_210,53883
8757,2022_IEHC_177,2021_IEHC_453,25506
8758,2022_IEHC_177,2018_IESC_31,23140
8759,2022_IEHC_177,2009_IEHC_230,1942
8760,2022_IEHC_177,2020_IEHC_586,24333
8761,2022_IEHC_177,2016_IEHC_113,18122
8762,2022_IEHC_177,2019_IEHC_888,2411
8763,2022_IEHC_177,2020_IEHC_356,1883
8764,2022_IEHC_177,2020_IEHC_400,21095
8765,2022_IEHC_177,2012_IEHC_539,11461
8776,2022_IEHC_178,2021_IEHC_263,46070
8777,2022_IEHC_178,2020_EWHC_2448,56525
8778,2022_IEHC_178,2021_UKSC_1,34475
8779,2022_IEHC_178,2001_IEHC_78,25150
8780,2022_IEHC_178,1986_ILRM_419,22765
8781,2022_IEHC_178,1988_ILRM_373,55599
8782,2022_IEHC_178,2021_IEHC_608,9083
8783,2022_IEHC_178,2009_IESC_2,7204
8784,2022_IEHC_178,2010_IEHC_116,3878
8785,2022_IEHC_178,2021_IEHC_279,13254
8786,2022_IEHC_178,2022_EWHC_409,51975
8798,2022_IEHC_181,2021_IEHC_474,47565
8799,2022_IEHC_181,2021_IEHC_682,34032
8800,2022_IEHC_181,2021_IEHC_720,13894
8801,2022_IEHC_181,2021_IEHC_456,57225
8802,2022_IEHC_181,2015_IEHC_756,50432
8803,2022_IEHC_181,2021_IECA_305,7060
8804,2022_IEHC_181,2021_IEHC_643,7974
8812,2022_IEHC_183,2021_IEHC_577,32689
8813,2022_IEHC_183,2005_IEHC_467,38464
8814,2022_IEHC_183,2016_IESC_66,44573
8815,2022_IEHC_183,2015_IECA_57,61168
8820,2022_IEHC_184,2021_IEHC_267,34141
8821,2022_IEHC_184,2020_IECA_183,23385
8822,2022_IEHC_184,2020_IECA_277,27528
8826,2022_IEHC_189,2020_IEHC_543,62288
8827,2022_IEHC_189,1965_NSWR_194,42688
8828,2022_IEHC_189,2017_IEHC_715,61787
8829,2022_IEHC_189,2017_IEHC_504,55174
8830,2022_IEHC_189,2020_IEHC_539,37831
8836,2022_IEHC_190,2018_IECA_352,1263
8837,2022_IEHC_190,2021_IEHC_531,23925
8838,2022_IEHC_190,2021_IEHC_719,61391
8839,2022_IEHC_190,2022_IEHC_8,53099
8840,2022_IEHC_190,2021_IESC_26,62767
8842,2022_IEHC_190,2020_IECA_86,23785
8843,2022_IEHC_190,2013_IEHC_194,24846
8844,2022_IEHC_190,2016_IEHC_69,24324
8845,2022_IEHC_190,2012_IEHC_363,988
8846,2022_IEHC_190,2012_IEHC_459,49904
8847,2022_IEHC_190,2020_IECA_87,59220
8848,2022_IEHC_190,2020_IEHC_18,51516
8849,2022_IEHC_190,2009_IEHC_141,46477
8850,2022_IEHC_190,2013_IEHC_294,30162
8851,2022_IEHC_190,2014_IEHC_284,20482
8852,2022_IEHC_190,2011_IEHC_438,46626
8853,2022_IEHC_190,2016_IEHC_752,34915
8854,2022_IEHC_190,2020_IEHC_212,64165
8855,2022_IEHC_190,2019_IEHC_184,40611
8876,2022_IEHC_199,1982_ILRM_421,10159
