Neutral Citation,Instrument,Statue,Year,Detail,Instrument Link,Instrument ID,Statue ID
2021_IEHC_149,Companies Act,Companies Act,,,,7487,2538
2021_IEHC_149,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_149,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_150,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_150,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2021_IEHC_160,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2021_IEHC_160,Criminal Law (Amendment) Act 1935,Criminal Law Act,1935,Amendment,https://www.irishstatutebook.ie/1935/en/act/pub/0006/index.html?q=Criminal+Law+Amendment+Act&years=1935,14372,29070
2021_IEHC_160,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_160,Interpretation Act,Interpretation Act,,,,21042,15307
2021_IEHC_164,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_164,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_164,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_17,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_170,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_170,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_179,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_194,Civil Service Regulation Act 1956,Civil Service Regulation Act,1956,,,57534,50342
2021_IEHC_194,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_195,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_195,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_195,Extradition Act,Extradition Act,,,,47231,44883
2021_IEHC_196,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_196,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_197,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_197,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2021_IEHC_198,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_206,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_206,Road Traffic Act,Road Traffic Act,,,,26920,26943
2021_IEHC_207,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_207,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_210,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_210,Road Traffic Act,Road Traffic Act,,,,26920,26943
2021_IEHC_226,Employment Permits Act 2003,Employment Permits Act,2003,,https://www.irishstatutebook.ie/2003/en/act/pub/0007/index.html?q=Employment+Permits+Act&years=2003,39574,54019
2021_IEHC_226,Fisheries (Amendment) Act 1997,Fisheries Act,1997,Amendment,https://www.irishstatutebook.ie/1997/en/act/pub/0023/index.html?q=Fisheries+Amendment+Act&years=1997,37785,64792
2021_IEHC_226,Fisheries (Amendment) Act 2001,Fisheries Act,2001,Amendment,https://www.irishstatutebook.ie/2001/en/act/pub/0040/index.html?q=Fisheries+Amendment+Act&years=2001,8459,64792
2021_IEHC_226,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_226,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_227,Employment Permits Act 2003,Employment Permits Act,2003,,https://www.irishstatutebook.ie/2003/en/act/pub/0007/index.html?q=Employment+Permits+Act&years=2003,39574,54019
2021_IEHC_227,Fisheries (Amendment) Act 1997,Fisheries Act,1997,Amendment,https://www.irishstatutebook.ie/1997/en/act/pub/0023/index.html?q=Fisheries+Amendment+Act&years=1997,37785,64792
2021_IEHC_227,Fisheries (Amendment) Act 2001,Fisheries Act,2001,Amendment,https://www.irishstatutebook.ie/2001/en/act/pub/0040/index.html?q=Fisheries+Amendment+Act&years=2001,8459,64792
2021_IEHC_227,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_227,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_236,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_236,Firearms Act,Firearms Act,,,,49826,36136
2021_IEHC_236,Firearms and Offensive Weapons Act,Firearms and Offensive Weapons Act,,,,57681,18756
2021_IEHC_236,Road Traffic Act,Road Traffic Act,,,,26920,26943
2021_IEHC_241,Criminal Law (Sexual Offences) Act 1993,Criminal Law Act,1993,Sexual Offences,,29337,29070
2021_IEHC_241,Person Act 1997,Person Act,1997,,,12669,10370
2021_IEHC_27,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_27,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2021_IEHC_270,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_271,Child Trafficking and Pornography Act,Child Trafficking and Pornography Act,,,,39149,55367
2021_IEHC_271,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_275,ECHR Act 2006,ECHR Act,2006,,,23960,49762
2021_IEHC_275,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2021_IEHC_275,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_275,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_275,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_276,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_276,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_276,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_289,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_292,Criminal Law (Amendment) Act 1935,Criminal Law Act,1935,Amendment,https://www.irishstatutebook.ie/1935/en/act/pub/0006/index.html?q=Criminal+Law+Amendment+Act&years=1935,14372,29070
2021_IEHC_292,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_292,Interpretation Act,Interpretation Act,,,,21042,15307
2021_IEHC_292,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2021_IEHC_294,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_3,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_3,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2021_IEHC_302,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_305,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2021_IEHC_305,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_31,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_31,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_31,Firearms Act 1925,Firearms Act,1925,,,61664,36136
2021_IEHC_313,Illegal Immigrants (Trafficking) Act 2000,Illegal Immigrants Act,2000,Trafficking,,10483,35527
2021_IEHC_313,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_316,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_316,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_32,Employment Permits (Amendment) Act 2014,Employment Permits Act,2014,Amendment,https://www.irishstatutebook.ie/2014/en/si/0430.html?q=Employment+Permits+Amendment+Act&years=2014,54004,54019
2021_IEHC_32,Gas Act 1976,Gas Act,1976,,,2025,7492
2021_IEHC_32,Illegal Immigrants (Trafficking) Act 2000,Illegal Immigrants Act,2000,Trafficking,,10483,35527
2021_IEHC_32,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_32,Offences Against the Person Act 1861,Offences Against the Person Act,1861,,https://www.irishstatutebook.ie/1861/en/act/pub/0100/index.html?q=Offences+Against+the+Person+Act&years=1861,21359,48491
2021_IEHC_330,Criminal Justice Act 1960,Criminal Justice Act,1960,,https://www.irishstatutebook.ie/1960/en/act/pub/0027/index.html?q=Criminal+Justice+Act&years=1960,41786,64073
2021_IEHC_330,Criminal Justice Act 1984,Criminal Justice Act,1984,,https://www.irishstatutebook.ie/1984/en/si/0309.html?q=Criminal+Justice+Act&years=1984,44984,64073
2021_IEHC_330,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2021_IEHC_330,Health Act,Health Act,,,,55586,4333
2021_IEHC_330,Illegal Immigrants (Trafficking) Act 1999,Illegal Immigrants Act,1999,Trafficking,,63989,35527
2021_IEHC_330,Mental Health Act 2001,Mental Health Act,2001,,,27602,44725
2021_IEHC_330,Mental Treatment Act 1945,Mental Treatment Act,1945,,,24981,54295
2021_IEHC_374,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2021_IEHC_375,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_38,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_38,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_385,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_385,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2021_IEHC_385,Criminal Justice Act 2007,Criminal Justice Act,2007,,,32164,64073
2021_IEHC_385,Firearms Act,Firearms Act,,,,49826,36136
2021_IEHC_385,Firearms and Offensive Weapons Act 1990,Firearms and Offensive Weapons Act,1990,,,50721,18756
2021_IEHC_385,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_385,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2021_IEHC_385,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2021_IEHC_385,Workplace Relations Act,Workplace Relations Act,,,,25355,34589
2021_IEHC_4,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_4,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_40,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_40,Refugee Act 1996,Refugee Act,1996,,,8338,38594
2021_IEHC_404,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_404,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_405,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_405,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_413,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_413,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_414,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_414,Firearms Act,Firearms Act,,,,49826,36136
2021_IEHC_414,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2021_IEHC_426,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_426,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_438,Civil Registration Act 2004,Civil Registration Act,2004,,,39289,17912
2021_IEHC_438,Immigration Act,Immigration Act,,,,29072,38538
2021_IEHC_44,Civil Service Regulation Act,Civil Service Regulation Act,,,,12200,50342
2021_IEHC_44,Civil Service Regulation Act 1956,Civil Service Regulation Act,1956,,,57534,50342
2021_IEHC_44,Personal Injuries Assessment Board Act 2003,Personal Injuries Assessment Board Act,2003,,,39884,20398
2021_IEHC_44,PIAB Act,PIAB Act,,,,52128,46516
2021_IEHC_441,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_445,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_445,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_460,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_460,Road Traffic Act,Road Traffic Act,,,,26920,26943
2021_IEHC_461,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_491,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_491,Road Traffic Act,Road Traffic Act,,,,26920,26943
2021_IEHC_494,Aliens Act 1935,Aliens Act,1935,,,27268,40790
2021_IEHC_494,Employment Permits Act 2006,Employment Permits Act,2006,,,12763,54019
2021_IEHC_494,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_494,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_496,Aliens Act 1935,Aliens Act,1935,,,27268,40790
2021_IEHC_496,Employment Permits Act 2006,Employment Permits Act,2006,,,12763,54019
2021_IEHC_496,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_496,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_50,Children Act,Children Act,,,,54308,32894
2021_IEHC_50,Criminal Law (Rape) (Amendment) Act,Criminal Law Act,,"Rape,Amendment",,27519,29070
2021_IEHC_50,Criminal Procedure Act,Criminal Procedure Act,,,,32117,20498
2021_IEHC_50,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_506,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2021_IEHC_506,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_506,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_508,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_510,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2021_IEHC_510,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_510,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_519,Civil Registration Act 2004,Civil Registration Act,2004,,,39289,17912
2021_IEHC_519,Criminal Justice (Public Order) Act 1994,Criminal Justice Act,1994,Public Order,https://www.irishstatutebook.ie/1994/en/act/pub/0002/index.html?q=Criminal+Justice+Public+Order+Act&years=1994,51748,64073
2021_IEHC_519,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_521,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2021_IEHC_521,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_537,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_537,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_546,Immigration Act 2004,Immigration Act,2004,,,7189,38538
2021_IEHC_547,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2021_IEHC_547,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_555,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_555,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_572,Criminal Justice (Miscellaneous Provisions) Act,Criminal Justice Act,,Miscellaneous Provisions,,37093,64073
2021_IEHC_572,Criminal Justice (Terrorist Offences) Act,Criminal Justice Act,,Terrorist Offences,,20629,64073
2021_IEHC_572,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2021_IEHC_572,European Communities Act 1972,European Communities Act,1972,,https://www.irishstatutebook.ie/1972/en/act/pub/0027/index.html?q=European+Communities+Act&years=1972,17210,15152
2021_IEHC_572,European Union (European Arrest Warrant) Act 2003,European Union Act,2003,European Arrest Warrant,,53290,417
2021_IEHC_572,Interpretation Act 2005,Interpretation Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0023/index.html?q=Interpretation+Act&years=2005,63146,15307
2021_IEHC_572,Transfer of Sentenced Persons Act,Transfer of Sentenced Persons Act,,,,37685,3655
2021_IEHC_580,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2021_IEHC_580,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_581,Child Trafficking and Pornography Act,Child Trafficking and Pornography Act,,,,39149,55367
2021_IEHC_581,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_582,Criminal Justice Act,Criminal Justice Act,,,,22099,64073
2021_IEHC_582,Criminal Law Act,Criminal Law Act,,,,34316,29070
2021_IEHC_582,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_582,Road Traffic (Amendment) Act,Road Traffic Act,,Amendment,,30438,26943
2021_IEHC_582,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2021_IEHC_582,UK Criminal Law Act,UK Criminal Law Act,,,,47134,48720
2021_IEHC_583,Local Government (Planning and Development) Act 1963,Local Government Act,1963,Planning and Development,,56667,32734
2021_IEHC_583,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_583,Waste Management Act 1996,Waste Management Act,1996,,,16218,52333
2021_IEHC_584,Criminal Justice Act,Criminal Justice Act,,,,22099,64073
2021_IEHC_584,Criminal Law (Human Trafficking) Act 2008,Criminal Law Act,2008,Human Trafficking,,24522,29070
2021_IEHC_584,Criminal Law (Sexual Offences) Act,Criminal Law Act,,Sexual Offences,,25349,29070
2021_IEHC_584,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_585,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_586,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_587,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_587,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_588,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_589,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_590,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2021_IEHC_590,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_592,Bankruptcy Act 1988,Bankruptcy Act,1988,,https://www.irishstatutebook.ie/1988/en/si/0348.html?q=Bankruptcy+Act&years=1988,59490,12367
2021_IEHC_593,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_597,PLANNING AND DEVELOPMENT ACT 2000,PLANNING AND DEVELOPMENT ACT,2000,,,15366,61902
2021_IEHC_597,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_597,Residential Tenancies Act,Residential Tenancies Act,,,,64365,16055
2021_IEHC_601,Harbours Act,Harbours Act,,,,64118,16541
2021_IEHC_601,Occupiers Liability Act 1957,Occupiers Liability Act,1957,,,34350,62128
2021_IEHC_601,Occupiers Liability Act 1995,Occupiers Liability Act,1995,,,52110,62128
2021_IEHC_601,Pilotage Act,Pilotage Act,,,,35068,61872
2021_IEHC_601,Pilotage Act,Pilotage Act,,,,35068,61872
2021_IEHC_603,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_604,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_605,Civil Liability Act,Civil Liability Act,,,,41263,50064
2021_IEHC_605,Companies Act,Companies Act,,,,7487,2538
2021_IEHC_605,Irish Bank Resolution Corporation Act,Irish Bank Resolution Corporation Act,,,,46349,17110
2021_IEHC_605,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2021_IEHC_605,Waste Management Act,Waste Management Act,,,,13738,52333
2021_IEHC_606,Irish Medicines Board Act,Irish Medicines Board Act,,,,6999,18400
2021_IEHC_606,Medical Practitioners Act 1978,Medical Practitioners Act,1978,,,43554,58416
2021_IEHC_606,Medical Practitioners Act 2007,Medical Practitioners Act,2007,,,54929,58416
2021_IEHC_608,Health Act,Health Act,,,,55586,4333
2021_IEHC_608,Marine Insurance Act,Marine Insurance Act,,,,40715,47260
2021_IEHC_61,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2021_IEHC_610,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_613,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_613,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_618,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_62,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_62,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2021_IEHC_62,Refugee Act 1996,Refugee Act,1996,,,8338,38594
2021_IEHC_620,Central Bank Act 2013,Central Bank Act,2013,,,9941,18107
2021_IEHC_620,Investment Intermediaries Act 1995,Investment Intermediaries Act,1995,,,2586,27911
2021_IEHC_623,Customs Consolidation Act,Customs Consolidation Act,,,,21785,21095
2021_IEHC_623,Finance Act 2005,Finance Act,2005,,https://www.irishstatutebook.ie/2005/en/si/0052.html?q=Finance+Act&years=2005,19339,27835
2021_IEHC_623,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_624,Defamation Act,Defamation Act,,,,35653,40432
2021_IEHC_625,Defamation Act,Defamation Act,,,,35653,40432
2021_IEHC_626,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2021_IEHC_629,Local Government (Planning and Development) Act,Local Government Act,,Planning and Development,,689,32734
2021_IEHC_630,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2021_IEHC_631,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_631,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2021_IEHC_632,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2021_IEHC_632,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_632,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_633,Education Act,Education Act,,,,31427,42367
2021_IEHC_636,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_637,Companies Act,Companies Act,,,,7487,2538
2021_IEHC_637,Conveyancing Act,Conveyancing Act,,,,57113,9593
2021_IEHC_637,Human Rights Act,Human Rights Act,,,,8672,57385
2021_IEHC_637,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2021_IEHC_638,Conveyancing Act,Conveyancing Act,,,,57113,9593
2021_IEHC_638,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2021_IEHC_638,Registration of Title Act,Registration of Title Act,,,,7280,63903
2021_IEHC_639,Criminal Damage Act 1991,Criminal Damage Act,1991,,,46159,48846
2021_IEHC_639,Criminal Justice (Theft and Fraud Offences) Act,Criminal Justice Act,,Theft and Fraud Offences,,63009,64073
2021_IEHC_639,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_644,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2021_IEHC_644,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2021_IEHC_644,Forestry Act,Forestry Act,,,,12580,55726
2021_IEHC_645,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_645,Succession Act 1965,Succession Act,1965,,,62219,2699
2021_IEHC_646,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2021_IEHC_646,Valuation Act 2001,Valuation Act,2001,,,13160,8448
2021_IEHC_648,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_657,Succession Act,Succession Act,,,,30422,2699
2021_IEHC_659,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2021_IEHC_660,Defamation Act 2009,Defamation Act,2009,,,59303,40432
2021_IEHC_660,Defamation Act 2019,Defamation Act,2019,,,46622,40432
2021_IEHC_662,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2021_IEHC_663,Social Welfare (Consolidation) Act,Social Welfare Act,,Consolidation,,373,52956
