Neutral Citation,Instrument,Statue,Year,Detail,Instrument Link,Instrument ID,Statue ID
2022_IECA_135,Firearms and Offensive Weapons Act 1990,Firearms and Offensive Weapons Act,1990,,,50721,18756
2022_IECA_136,Courts (Supplemental Provisions) Act 1961,Courts Act,1961,Supplemental Provisions,,39906,51915
2022_IECA_136,Courts of Justice Act 1924,Courts of Justice Act,1924,,,29525,26565
2022_IECA_136,Criminal Law (Rape) (Amendment) Act 1990,Criminal Law Act,1990,"Rape,Amendment",,40761,29070
2022_IECA_136,Criminal Law (Rape) Act 1981,Criminal Law Act,1981,Rape,https://www.irishstatutebook.ie/1981/en/act/pub/0010/index.html?q=Criminal+Law+Rape+Act&years=1981,43851,29070
2022_IECA_136,Criminal Procedure Act 1993,Criminal Procedure Act,1993,,https://www.irishstatutebook.ie/1993/en/act/pub/0040/index.html?q=Criminal+Procedure+Act&years=1993,60586,20498
2022_IECA_136,Offences Against the Person Act 1861,Offences Against the Person Act,1861,,https://www.irishstatutebook.ie/1861/en/act/pub/0100/index.html?q=Offences+Against+the+Person+Act&years=1861,21359,48491
2022_IECA_136,Sex Offenders Act 2001,Sex Offenders Act,2001,,https://www.irishstatutebook.ie/2001/en/si/0426.html?q=Sex+Offenders+Act&years=2001,60170,27839
2022_IECA_139,Administration of Estates Act,Administration of Estates Act,,,,13019,21755
2022_IECA_139,Companies Act,Companies Act,,,,7487,2538
2022_IECA_139,Criminal Justice Act 1994,Criminal Justice Act,1994,,,46956,64073
2022_IECA_139,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IECA_139,Succession Act,Succession Act,,,,30422,2699
2022_IECA_14,Irish Medicines Board Act,Irish Medicines Board Act,,,,6999,18400
2022_IECA_14,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2022_IECA_14,Misuse of Drugs Act 1984,Misuse of Drugs Act,1984,,,29463,18580
2022_IECA_140,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2022_IECA_141,Employment Permits (Amendments) Act,Employment Permits Act,,Amendments,,16021,54019
2022_IECA_141,Illegal Immigrants (Trafficking) Act 2000,Illegal Immigrants Act,2000,Trafficking,,10483,35527
2022_IECA_141,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IECA_141,Refugee Act,Refugee Act,,,,59841,38594
2022_IECA_142,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IECA_142,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IECA_143,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_143,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2022_IECA_143,Public Order Act,Public Order Act,,,,4367,64667
2022_IECA_145,Legal Services Act 2015,Legal Services Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0065/index.html?q=Legal+Services+Act&years=2015,33981,62302
2022_IECA_145,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2022_IECA_145,Mediation Act 2017,Mediation Act,2017,,,62822,57256
2022_IECA_149,Criminal Law (Rape) (Amendment) Act 1990,Criminal Law Act,1990,"Rape,Amendment",,40761,29070
2022_IECA_149,Criminal Law (Rape) Act 1981,Criminal Law Act,1981,Rape,https://www.irishstatutebook.ie/1981/en/act/pub/0010/index.html?q=Criminal+Law+Rape+Act&years=1981,43851,29070
2022_IECA_149,Criminal Law (Sexual Offences) Act 2017,Criminal Law Act,2017,Sexual Offences,,62731,29070
2022_IECA_149,Offences Against the Person Act,Offences Against the Person Act,,,,27317,48491
2022_IECA_150,Criminal Justice (Public Order) Act 1994,Criminal Justice Act,1994,Public Order,https://www.irishstatutebook.ie/1994/en/act/pub/0002/index.html?q=Criminal+Justice+Public+Order+Act&years=1994,51748,64073
2022_IECA_150,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2022_IECA_17,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2022_IECA_18,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_18,Criminal Justice Act 1984,Criminal Justice Act,1984,,https://www.irishstatutebook.ie/1984/en/si/0309.html?q=Criminal+Justice+Act&years=1984,44984,64073
2022_IECA_19,Civil Service Regulation Act,Civil Service Regulation Act,,,,12200,50342
2022_IECA_19,Personal Injuries Assessment Board Act,Personal Injuries Assessment Board Act,,,,9890,20398
2022_IECA_19,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2022_IECA_2,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IECA_2,Solicitors (Amendment) Act 1960,Solicitors Act,1960,Amendment,https://www.irishstatutebook.ie/1960/en/si/0094.html?q=Solicitors+Amendment+Act&years=1960,9085,59628
2022_IECA_2,Solicitors (Amendment) Act 1994,Solicitors Act,1994,Amendment,https://www.irishstatutebook.ie/1994/en/act/pub/0027/index.html?q=Solicitors+Amendment+Act&years=1994,15503,59628
2022_IECA_20,Offences Against the Person Act 1861,Offences Against the Person Act,1861,,https://www.irishstatutebook.ie/1861/en/act/pub/0100/index.html?q=Offences+Against+the+Person+Act&years=1861,21359,48491
2022_IECA_21,Companies Act 1985,Companies Act,1985,,,11043,2538
2022_IECA_21,Companies Act 2003,Companies Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0615.html?q=Companies+Act&years=2003,19630,2538
2022_IECA_21,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IECA_21,Credit Institutions (Stabilisation) Act 2010,Credit Institutions Act,2010,Stabilisation,,15474,33349
2022_IECA_22,Credit Institutions (Stabilisation) Act 2010,Credit Institutions Act,2010,Stabilisation,,15474,33349
2022_IECA_24,Lunacy Act,Lunacy Act,,,,41090,33172
2022_IECA_24,Mental Health Act 2001,Mental Health Act,2001,,,27602,44725
2022_IECA_24,Mental Treatment Act 1930,Mental Treatment Act,1930,,,38453,54295
2022_IECA_24,Mental Treatment Act 1945,Mental Treatment Act,1945,,,24981,54295
2022_IECA_28,Civil Liability Act 1961,Civil Liability Act,1961,,,1428,50064
2022_IECA_3,Criminal Justice Act 1984,Criminal Justice Act,1984,,https://www.irishstatutebook.ie/1984/en/si/0309.html?q=Criminal+Justice+Act&years=1984,44984,64073
2022_IECA_30,Children Act,Children Act,,,,54308,32894
2022_IECA_30,Criminal Justice (Miscellaneous Provisions) Act,Criminal Justice Act,,Miscellaneous Provisions,,37093,64073
2022_IECA_33,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IECA_33,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IECA_34,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IECA_35,Interpretation Act 2005,Interpretation Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0023/index.html?q=Interpretation+Act&years=2005,63146,15307
2022_IECA_35,Valuation Act 2001,Valuation Act,2001,,,13160,8448
2022_IECA_36,Bail Act,Bail Act,,,,61688,33896
2022_IECA_36,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_36,Criminal Justice Act 1984,Criminal Justice Act,1984,,https://www.irishstatutebook.ie/1984/en/si/0309.html?q=Criminal+Justice+Act&years=1984,44984,64073
2022_IECA_37,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2022_IECA_37,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2022_IECA_4,Children Act 2001,Children Act,2001,,https://www.irishstatutebook.ie/2001/en/act/pub/0024/index.html?q=Children+Act&years=2001,6020,32894
2022_IECA_4,Criminal Evidence Act 1992,Criminal Evidence Act,1992,,https://www.irishstatutebook.ie/1992/en/si/0129.html?q=Criminal+Evidence+Act&years=1992,26760,46362
2022_IECA_4,Criminal Justice (Sexual Offences) Act 1993,Criminal Justice Act,1993,Sexual Offences,,17820,64073
2022_IECA_4,Criminal Justice (Victims of Crime) Act,Criminal Justice Act,,Victims of Crime,,41860,64073
2022_IECA_4,Criminal Justice Act 1993,Criminal Justice Act,1993,,,7849,64073
2022_IECA_4,Criminal Procedure Act 2010,Criminal Procedure Act,2010,,https://www.irishstatutebook.ie/2010/en/si/0414.html?q=Criminal+Procedure+Act&years=2010,20449,20498
2022_IECA_4,Person Act 1997,Person Act,1997,,,12669,10370
2022_IECA_40,Criminal Justice Act,Criminal Justice Act,,,,22099,64073
2022_IECA_40,Criminal Law (Sexual Offences) Act 2017,Criminal Law Act,2017,Sexual Offences,,62731,29070
2022_IECA_40,Sex Offenders Act 2001,Sex Offenders Act,2001,,https://www.irishstatutebook.ie/2001/en/si/0426.html?q=Sex+Offenders+Act&years=2001,60170,27839
2022_IECA_41,Legal Services Act 2015,Legal Services Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0065/index.html?q=Legal+Services+Act&years=2015,33981,62302
2022_IECA_41,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IECA_42,Criminal Law (Sexual Offences) Act,Criminal Law Act,,Sexual Offences,,25349,29070
2022_IECA_42,Extradition Act,Extradition Act,,,,47231,44883
2022_IECA_43,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2022_IECA_44,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2022_IECA_44,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2022_IECA_44,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_45,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_45,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2022_IECA_46,Criminal Justice (Legal Aid) Act 1962,Criminal Justice Act,1962,Legal Aid,,34905,64073
2022_IECA_46,Criminal Justice (Public Order) Act 1994,Criminal Justice Act,1994,Public Order,https://www.irishstatutebook.ie/1994/en/act/pub/0002/index.html?q=Criminal+Justice+Public+Order+Act&years=1994,51748,64073
2022_IECA_46,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_46,Criminal Justice Act 1984,Criminal Justice Act,1984,,https://www.irishstatutebook.ie/1984/en/si/0309.html?q=Criminal+Justice+Act&years=1984,44984,64073
2022_IECA_46,Person Act 1997,Person Act,1997,,,12669,10370
2022_IECA_47,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2022_IECA_47,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IECA_48,Companies Act 1963,Companies Act,1963,,,58329,2538
2022_IECA_48,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IECA_48,Criminal Justice Act 2011,Criminal Justice Act,2011,,https://www.irishstatutebook.ie/2011/en/si/0060.html?q=Criminal+Justice+Act&years=2011,29092,64073
2022_IECA_48,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IECA_49,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IECA_49,Registration of Business Names Act 1963,Registration of Business Names Act,1963,,,17794,54846
2022_IECA_50,Courts Act 1981,Courts Act,1981,,https://www.irishstatutebook.ie/1981/en/si/0383.html?q=Courts+Act&years=1981,23130,51915
2022_IECA_51,Criminal Justice Act 1984,Criminal Justice Act,1984,,https://www.irishstatutebook.ie/1984/en/si/0309.html?q=Criminal+Justice+Act&years=1984,44984,64073
2022_IECA_51,Criminal Law (Rape) Act 1981,Criminal Law Act,1981,Rape,https://www.irishstatutebook.ie/1981/en/act/pub/0010/index.html?q=Criminal+Law+Rape+Act&years=1981,43851,29070
2022_IECA_51,Offences Against the Person Act,Offences Against the Person Act,,,,27317,48491
2022_IECA_51,Sex Offenders Act 2001,Sex Offenders Act,2001,,https://www.irishstatutebook.ie/2001/en/si/0426.html?q=Sex+Offenders+Act&years=2001,60170,27839
2022_IECA_52,Criminal Justice Act 1993,Criminal Justice Act,1993,,,7849,64073
2022_IECA_52,Criminal Law Act 1976,Criminal Law Act,1976,,https://www.irishstatutebook.ie/1976/en/si/0112.html?q=Criminal+Law+Act&years=1976,61739,29070
2022_IECA_53,Criminal Justice Act 1993,Criminal Justice Act,1993,,,7849,64073
2022_IECA_53,Criminal Justice Act 1999,Criminal Justice Act,1999,,,35236,64073
2022_IECA_54,Child Care Act 1991,Child Care Act,1991,,,15384,31403
2022_IECA_54,Children Act 1997,Children Act,1997,,,17802,32894
2022_IECA_54,Constitution (Children) Act 2012,Constitution Act,2012,Children,,42721,35839
2022_IECA_54,Family Law Act 1995,Family Law Act,1995,,https://www.irishstatutebook.ie/1995/en/act/pub/0026/index.html?q=Family+Law+Act&years=1995,32608,40334
2022_IECA_54,Judicial Separation and Family Law Reform Act,Judicial Separation and Family Law Reform Act,,,,54541,64894
2022_IECA_54,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IECA_56,Companies Act,Companies Act,,,,7487,2538
2022_IECA_56,Judicature Act,Judicature Act,,,,6580,4243
2022_IECA_56,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2022_IECA_57,Criminal Damage Act 1991,Criminal Damage Act,1991,,,46159,48846
2022_IECA_57,Criminal Justice (Public Order) Act 1994,Criminal Justice Act,1994,Public Order,https://www.irishstatutebook.ie/1994/en/act/pub/0002/index.html?q=Criminal+Justice+Public+Order+Act&years=1994,51748,64073
2022_IECA_57,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_57,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2022_IECA_58,Patents Act,Patents Act,,,,52595,13726
2022_IECA_6,Environment (Miscellaneous Provisions) Act 2011,Environment Act,2011,Miscellaneous Provisions,https://www.irishstatutebook.ie/2011/en/si/0433.html?q=Environment+Miscellaneous+Provisions+Act&years=2011,28974,42198
2022_IECA_6,Forestry Act 2014,Forestry Act,2014,,,4277,55726
2022_IECA_6,Occupiers Liability Act 1995,Occupiers Liability Act,1995,,,52110,62128
2022_IECA_6,Planning and Development Act 1963,Planning and Development Act,1963,,https://www.irishstatutebook.ie/1963/en/act/pub/0028/index.html?q=Planning+and+Development+Act&years=1963,7102,17780
2022_IECA_6,Planning and Development Act 1976,Planning and Development Act,1976,,,31896,17780
2022_IECA_6,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IECA_6,Roads Act 1993,Roads Act,1993,,https://www.irishstatutebook.ie/1993/en/si/0197.html?q=Roads+Act&years=1993,28546,30406
2022_IECA_60,Bankruptcy Act 1988,Bankruptcy Act,1988,,https://www.irishstatutebook.ie/1988/en/si/0348.html?q=Bankruptcy+Act&years=1988,59490,12367
2022_IECA_60,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IECA_60,Judicature Act,Judicature Act,,,,6580,4243
2022_IECA_60,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IECA_60,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2022_IECA_61,Criminal Evidence Act 1992,Criminal Evidence Act,1992,,https://www.irishstatutebook.ie/1992/en/si/0129.html?q=Criminal+Evidence+Act&years=1992,26760,46362
2022_IECA_61,Criminal Justice (Sexual Offences) Act 1993,Criminal Justice Act,1993,Sexual Offences,,17820,64073
2022_IECA_61,Criminal Law (Rape) Act 1981,Criminal Law Act,1981,Rape,https://www.irishstatutebook.ie/1981/en/act/pub/0010/index.html?q=Criminal+Law+Rape+Act&years=1981,43851,29070
2022_IECA_61,Criminal Procedure Act,Criminal Procedure Act,,,,32117,20498
2022_IECA_62,Criminal Justice (Amendment) Act 2009,Criminal Justice Act,2009,Amendment,,60518,64073
2022_IECA_62,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_62,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2022_IECA_63,Criminal Justice Act 1984,Criminal Justice Act,1984,,https://www.irishstatutebook.ie/1984/en/si/0309.html?q=Criminal+Justice+Act&years=1984,44984,64073
2022_IECA_63,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2022_IECA_63,Misuse of Drugs Act 1977,Misuse of Drugs Act,1977,,https://www.irishstatutebook.ie/1977/en/act/pub/0012/index.html?q=Misuse+of+Drugs+Act&years=1977,53875,18580
2022_IECA_7,European Communities Act 1972,European Communities Act,1972,,https://www.irishstatutebook.ie/1972/en/act/pub/0027/index.html?q=European+Communities+Act&years=1972,17210,15152
2022_IECA_7,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2022_IECA_7,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IECA_70,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IECA_73,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2022_IECA_73,Road Traffic Act 2006,Road Traffic Act,2006,,,56457,26943
2022_IECA_74,Health Act 1970,Health Act,1970,,https://www.irishstatutebook.ie/1970/en/si/0047.html?q=Health+Act&years=1970,44776,4333
2022_IECA_74,Local Government Act 2001,Local Government Act,2001,,,60066,32734
2022_IECA_74,Medical Practitioners Act,Medical Practitioners Act,,,,58867,58416
2022_IECA_76,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IECA_77,Financial Services and Pensions Ombudsman Act 2017,Financial Services and Pensions Ombudsman Act,2017,,https://www.irishstatutebook.ie/2017/en/si/0524.html?q=Financial+Services+and+Pensions+Ombudsman+Act&years=2017,7919,42191
2022_IECA_77,Freedom of Information Act,Freedom of Information Act,,,,60709,12609
2022_IECA_8,Copyright and Related Rights Act 2000,Copyright and Related Rights Act,2000,,,13586,37940
2022_IECA_80,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IECA_80,Probation Act,Probation Act,,,,64584,25230
2022_IECA_81,Bail Act,Bail Act,,,,61688,33896
2022_IECA_81,Criminal Justice Act,Criminal Justice Act,,,,22099,64073
2022_IECA_81,Misuse of Drugs Act,Misuse of Drugs Act,,,,37795,18580
2022_IECA_82,Road Traffic Act 1961,Road Traffic Act,1961,,https://www.irishstatutebook.ie/1961/en/si/0173.html?q=Road+Traffic+Act&years=1961,18004,26943
2022_IECA_83,Courts and Courts Officers Act,Courts and Courts Officers Act,,,,17668,40044
2022_IECA_85,Children Act 2001,Children Act,2001,,https://www.irishstatutebook.ie/2001/en/act/pub/0024/index.html?q=Children+Act&years=2001,6020,32894
2022_IECA_85,Criminal Justice (Public Order) Act 1994,Criminal Justice Act,1994,Public Order,https://www.irishstatutebook.ie/1994/en/act/pub/0002/index.html?q=Criminal+Justice+Public+Order+Act&years=1994,51748,64073
2022_IECA_85,Criminal Justice Act 1999,Criminal Justice Act,1999,,,35236,64073
2022_IECA_85,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2022_IECA_85,Person Act 1997,Person Act,1997,,,12669,10370
2022_IECA_86,Criminal Justice Act 1999,Criminal Justice Act,1999,,,35236,64073
2022_IECA_86,Criminal Law (Insanity) Act 2006,Criminal Law Act,2006,Insanity,,15475,29070
2022_IECA_86,Criminal Law (Insanity) Act 2010,Criminal Law Act,2010,Insanity,https://www.irishstatutebook.ie/2010/en/act/pub/0040/index.html?q=Criminal+Law+Insanity+Act&years=2010,4995,29070
2022_IECA_86,Criminal Law (Suicide) Act,Criminal Law Act,,Suicide,,33819,29070
2022_IECA_86,Criminal Law Act 1997,Criminal Law Act,1997,,,32023,29070
2022_IECA_86,Criminal Procedure Act 1967,Criminal Procedure Act,1967,,,65317,20498
2022_IECA_86,Person Act 1997,Person Act,1997,,,12669,10370
2022_IECA_87,Civil Liability (Contribution) Act 1978,Civil Liability Act,1978,Contribution,,57328,50064
2022_IECA_87,Civil Liability Act 1961,Civil Liability Act,1961,,,1428,50064
2022_IECA_87,Conveyancing and Law of Property Act 1881,Conveyancing and Law of Property Act,1881,,,33751,34768
2022_IECA_87,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2022_IECA_87,Registration of Title Act 1964,Registration of Title Act,1964,,,62140,63903
2022_IECA_88,Consumer Credit Act,Consumer Credit Act,,,,31048,31378
2022_IECA_91,Criminal Justice (Public Order) Act 1994,Criminal Justice Act,1994,Public Order,https://www.irishstatutebook.ie/1994/en/act/pub/0002/index.html?q=Criminal+Justice+Public+Order+Act&years=1994,51748,64073
2022_IECA_91,Criminal Justice Act 1993,Criminal Justice Act,1993,,,7849,64073
2022_IECA_91,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2022_IECA_91,Firearms and Offensive Weapons Act 1990,Firearms and Offensive Weapons Act,1990,,,50721,18756
2022_IECA_94,Criminal Damage Act,Criminal Damage Act,,,,21300,48846
2022_IECA_94,Firearms and Offensive Weapons Act,Firearms and Offensive Weapons Act,,,,57681,18756
2022_IECA_95,Data Protection Act 1988,Data Protection Act,1988,,,54911,7387
2022_IECA_95,Data Protection Act 1988,Data Protection Act,1988,,,54911,7387
2022_IECA_96,Criminal Evidence Act 1992,Criminal Evidence Act,1992,,https://www.irishstatutebook.ie/1992/en/si/0129.html?q=Criminal+Evidence+Act&years=1992,26760,46362
2022_IECA_96,Criminal Law (Rape) (Amendment) Act 1990,Criminal Law Act,1990,"Rape,Amendment",,40761,29070
2022_IECA_96,Sex Offenders Act,Sex Offenders Act,,,,4956,27839
2022_IECA_98,Criminal Justice (Miscellaneous Provisions) Act 1997,Criminal Justice Act,1997,Miscellaneous Provisions,,34472,64073
2022_IECA_98,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2022_IECA_98,Criminal Law Act 1997,Criminal Law Act,1997,,,32023,29070
2022_IECA_98,Criminal Procedure (Miscellaneous Provisions) Act 1997,Criminal Procedure Act,1997,Miscellaneous Provisions,,57089,20498
2022_IECA_98,Human Rights Act 1950,Human Rights Act,1950,,,54224,57385
2022_IECA_98,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2022_IECA_98,Offences Against the State Act 1939,Offences Against the State Act,1939,,,38355,39324
2022_IECA_99,Civil Legal Aid Act,Civil Legal Aid Act,,,,12789,46505
2022_IECA_99,Equal Status Act 2000,Equal Status Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0168.html?q=Equal+Status+Act&years=2000,12662,63993
2022_IECA_99,Ombudsman Act,Ombudsman Act,,,,44142,40599
2022_IEHC_1,Transfer of Sentenced Persons Act,Transfer of Sentenced Persons Act,,,,37685,3655
2022_IEHC_10,Companies Act,Companies Act,,,,7487,2538
2022_IEHC_100,Illegal Immigrants (Trafficking) Act,Illegal Immigrants Act,,Trafficking,,26359,35527
2022_IEHC_100,International Protection Act,International Protection Act,,,,24209,20390
2022_IEHC_102,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_107,Waste Management Act 1996,Waste Management Act,1996,,,16218,52333
2022_IEHC_108,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2022_IEHC_110,Civil Liability Act 2004,Civil Liability Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+Act&years=2004,3738,50064
2022_IEHC_112,Environment (Miscellaneous Provisions) Act 2011,Environment Act,2011,Miscellaneous Provisions,https://www.irishstatutebook.ie/2011/en/si/0433.html?q=Environment+Miscellaneous+Provisions+Act&years=2011,28974,42198
2022_IEHC_112,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_112,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_112,Road Traffic Act 1994,Road Traffic Act,1994,,https://www.irishstatutebook.ie/1994/en/si/0222.html?q=Road+Traffic+Act&years=1994,1798,26943
2022_IEHC_113,Road Traffic Act,Road Traffic Act,,,,26920,26943
2022_IEHC_113,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2022_IEHC_115,International Protection Act,International Protection Act,,,,24209,20390
2022_IEHC_116,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_116,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IEHC_117,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_118,Criminal Law (Human Trafficking) Act 2008,Criminal Law Act,2008,Human Trafficking,,24522,29070
2022_IEHC_118,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_119,Criminal Justice (Terrorist Offences) Act 2005,Criminal Justice Act,2005,Terrorist Offences,https://www.irishstatutebook.ie/2005/en/si/0416.html?q=Criminal+Justice+Terrorist+Offences+Act&years=2005,48537,64073
2022_IEHC_119,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IEHC_119,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_12,Common Law Procedure Amendment Act,Common Law Procedure Amendment Act,,,,5252,48537
